directory_table,directory_id,directory_name,catalogue_table,catalogue_id,mapping_rule,disposition,flag_reason,from_UMCG,notes,data_quality_error,data_quality_reason,collections_fold_review,name_coherence,part_of_possible_facts_fold
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1557,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1557,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1558,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1558,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1559,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1559,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1560,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1560,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1561,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1561,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1562,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1562,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1563,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1563,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1564,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1564,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1565,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1565,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1566,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1566,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1567,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1567,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1568,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1568,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1569,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1569,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1570,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1570,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1571,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1571,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1572,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1572,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1573,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1573,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1574,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1574,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1575,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1575,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1576,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1576,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1577,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1577,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1578,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1578,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1579,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1579,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1580,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1580,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1581,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1581,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1582,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1582,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1583,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1583,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1584,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1584,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1585,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1585,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1586,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1586,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1587,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1587,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1588,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1588,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1589,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1589,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1590,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1590,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1591,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1591,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1592,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1592,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1593,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1593,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1594,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1594,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1595,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1595,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1596,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1596,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1597,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1597,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1598,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1598,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1599,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1599,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1600,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1600,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1601,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1601,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1602,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1602,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1603,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1603,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1604,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1604,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1605,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1605,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1606,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1606,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1607,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1607,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1608,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1608,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1609,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1609,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1610,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1610,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1611,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1611,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1612,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1612,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1613,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1613,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1614,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1614,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1615,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1615,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1616,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1616,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1617,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1617,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1618,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1618,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1619,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1619,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1620,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1620,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1621,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1621,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1622,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1622,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1623,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1623,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1624,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1624,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1625,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1625,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1626,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1626,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1627,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1627,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1628,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1628,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1629,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1629,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1630,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1630,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1631,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1631,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1632,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1632,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1633,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1633,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1634,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1634,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1635,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1635,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1636,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1636,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1637,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1637,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1638,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1638,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1639,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1639,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1640,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1640,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1641,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1641,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1642,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1642,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1643,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1643,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1644,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1644,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1645,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1645,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1646,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1646,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA_All:145,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA_All:145,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1648,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1648,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1649,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1649,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1651,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1651,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1652,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1652,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1653,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1653,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1654,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1654,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1655,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1655,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1659,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1659,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1660,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1660,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1661,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1661,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1662,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1662,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1663,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1663,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1664,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1664,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1665,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1665,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1666,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1666,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1667,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1667,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1668,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1668,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1669,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1669,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1670,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1670,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1671,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1671,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1672,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1672,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:EU_BBMRI-ERIC:collection:CRC-Cohort:266,,Collection facts,bbmri-eric:factID:EU_BBMRI-ERIC:collection:CRC-Cohort:266,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA_All:146,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA_All:146,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1673,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1673,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1674,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1674,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1675,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1675,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1676,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1676,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1677,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1677,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1678,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1678,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1679,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1679,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1680,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1680,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1681,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1681,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1682,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1682,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1683,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1683,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1684,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1684,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1685,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1685,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1686,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1686,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1687,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1687,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1688,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1688,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1689,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1689,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1690,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1690,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1691,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1691,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1692,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1692,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1693,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1693,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:FI_NN:collection:DNA:1694,,Collection facts,bbmri-eric:factID:FI_NN:collection:DNA:1694,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
