name,order,code,parent,ontologyTermURI,definition,codesystem
X-linked myopathy with postural muscle atrophy,12872,178461,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178461,,Orphanet
Hereditary myopathy with early respiratory failure,12873,178464,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178464,,Orphanet
Autosomal dominant non-syndromic intellectual disability,12874,178469,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178469,,Orphanet
Wound botulism,12875,178475,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178475,,Orphanet
Infant botulism,12876,178478,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178478,,Orphanet
Intestinal botulism,12877,178481,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178481,,Orphanet
Adult intestinal botulism,12878,178487,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178487,,Orphanet
Myopic macular degeneration,12879,178493,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178493,,Orphanet
Dursun syndrome,12880,178503,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178503,,Orphanet
"Brain calcification, Rajab type",12881,178506,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178506,,Orphanet
Perry syndrome,12882,178509,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178509,,Orphanet
Folliculotropic mycosis fungoides,12883,178512,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178512,,Orphanet
Localized pagetoid reticulosis,12884,178517,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178517,,Orphanet
Primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma,12885,178522,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178522,,Orphanet
Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma,12886,178528,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178528,,Orphanet
Primary cutaneous gamma/delta-positive T-cell lymphoma,12887,178533,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178533,,Orphanet
Primary cutaneous marginal zone B-cell lymphoma,12888,178536,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178536,,Orphanet
Primary cutaneous follicle center lymphoma,12889,178540,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178540,,Orphanet
"Primary cutaneous diffuse large B-cell lymphoma, leg type",12890,178544,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178544,,Orphanet
Indolent primary cutaneous T-cell lymphoma,12891,178548,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178548,,Orphanet
Aggressive primary cutaneous T-cell lymphoma,12892,178551,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178551,,Orphanet
Aggressive primary cutaneous B-cell lymphoma,12893,178554,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178554,,Orphanet
Indolent primary cutaneous B-cell lymphoma,12894,178557,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178557,,Orphanet
Primary cutaneous B-cell lymphoma,12895,178563,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178563,,Orphanet
Mycosis fungoides and variants,12896,178566,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178566,,Orphanet
"Acrofacial dysostosis, Catania type",12897,1786,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1786,,Orphanet
"Acrofacial dysostosis, Palagonia type",12898,1787,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1787,,Orphanet
"Acrofacial dysostosis, Rodríguez typ",12899,1788,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1788,,Orphanet
Acquired neutropenia,12900,178996,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_178996,,Orphanet
Birdshot chorioretinopathy,12901,179,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_179,,Orphanet
Hypomandibular faciocranial dysostosis,12902,1790,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1790,,Orphanet
Primary immunodeficiency due to a defect in adaptive immunity,12903,179006,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_179006,,Orphanet
Frontofacionasal dysplasia,12904,1791,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1791,,Orphanet
Humerospinal dysostosis,12905,1792,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1792,,Orphanet
Oculomaxillofacial dysostosis,12906,1794,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1794,,Orphanet
Obesity due to congenital leptin resistance,12907,179490,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_179490,,Orphanet
Obesity due to leptin receptor gene deficiency,12908,179494,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_179494,,Orphanet
Peripheral dysostosis,12909,1795,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1795,,Orphanet
Autosomal dominant spondylocostal dysostosis,12910,1797,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1797,,Orphanet
"Dysostosis, Stanescu type",12911,1798,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1798,,Orphanet
Familial developmental dysphasia,12912,1799,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1799,,Orphanet
Distal renal tubular acidosis,12913,18,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_18,,Orphanet
Choroideremia,12914,180,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180,,Orphanet
Uterovaginal malformation,12915,180062,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180062,,Orphanet
Non-syndromic uterovaginal malformation,12916,180065,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180065,,Orphanet
Partial bilateral aplasia of the Müllerian duct,12917,180068,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180068,,Orphanet
Unilateral aplasia of the Müllerian duct,12918,180071,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180071,,Orphanet
True unicornuate uterus,12919,180074,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180074,,Orphanet
Pseudounicornuate uterus,12920,180079,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180079,,Orphanet
Didelphys uterus,12921,180086,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180086,,Orphanet
Kyphomelic dysplasia,12922,1801,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1801,,Orphanet
Bicervical bicornuate uterus and blind hemivagina,12923,180106,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180106,,Orphanet
Bicervical bicornuate uterus with patent cervix and vagina,12924,180111,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180111,,Orphanet
Unicervical bicornuate uterus,12925,180114,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180114,,Orphanet
NON RARE IN EUROPE: Cordiform uterus,12926,180118,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180118,,Orphanet
Septate uterus,12927,180122,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180122,,Orphanet
Complete septate uterus,12928,180126,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180126,,Orphanet
Partial septate uterus,12929,180129,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180129,,Orphanet
Bicornuate uterus,12930,180134,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180134,,Orphanet
Uterine hypoplasia,12931,180139,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180139,,Orphanet
Absence of uterine body,12932,180142,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180142,,Orphanet
Uterine cervical aplasia and agenesis,12933,180145,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180145,,Orphanet
Syndromic uterovaginal malformation,12934,180148,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180148,,Orphanet
Rare vaginal malformation,12935,180151,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180151,,Orphanet
Septate vagina,12936,180154,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180154,,Orphanet
Longitudinal vaginal septum,12937,180157,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180157,,Orphanet
Transverse vaginal septum,12938,180160,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180160,,Orphanet
Rare breast malformation,12939,180163,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180163,,Orphanet
Excess breast volume or number,12940,180170,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180170,,Orphanet
Deficient breast volume or number,12941,180173,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180173,,Orphanet
Familial juvenile hypertrophy of the breast,12942,180176,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180176,,Orphanet
Supernumerary breasts,12943,180182,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180182,,Orphanet
Isolated congenital breast hypoplasia/aplasia,12944,180188,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180188,,Orphanet
Syndromic breast hypoplasia/aplasia,12945,180193,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180193,,Orphanet
Rare non-malformative gynecologic or obstetric disease,12946,180199,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180199,,Orphanet
Ghosal hematodiaphyseal dysplasia,12947,1802,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1802,,Orphanet
Rare non-malformative breast disease,12948,180202,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180202,,Orphanet
Rare non-malformative uterovaginal or vulvovaginal disease,12949,180205,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180205,,Orphanet
Anomaly of puberty or/and menstrual cycle,12950,180208,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180208,,Orphanet
Rare uterine adnexal tumor,12951,180220,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180220,,Orphanet
Embryonal carcinoma,12952,180226,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180226,,Orphanet
Polyembryoma,12953,180229,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180229,,Orphanet
Mixed germ cell tumor,12954,180234,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180234,,Orphanet
Benign tumor of fallopian tubes,12955,180237,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180237,,Orphanet
Malignant tumor of fallopian tubes,12956,180242,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180242,,Orphanet
Vaginal carcinoma,12957,180247,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180247,,Orphanet
Rare breast tumor,12958,180250,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180250,,Orphanet
Rare benign breast tumor,12959,180253,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180253,,Orphanet
Rare malignant breast tumor,12960,180257,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180257,,Orphanet
Phyllodes tumor of the breast,12961,180261,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180261,,Orphanet
Giant adenofibroma of the breast,12962,180267,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180267,,Orphanet
Paget disease of the nipple,12963,180275,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180275,,Orphanet
NON RARE IN EUROPE: Benign ductal tumor of breast,12964,180284,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180284,,Orphanet
Thoracomelic dysplasia,12965,1803,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1803,,Orphanet
Rare non-malformative uterine adnexal disease,12966,180303,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180303,,Orphanet
Rare vulvovaginal tumor,12967,180312,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180312,,Orphanet
Dyssegmental dysplasia-glaucoma syndrome,12968,1804,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1804,,Orphanet
Ectodermal dysplasia-blindness syndrome,12969,1806,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1806,,Orphanet
Focal facial dermal dysplasia type III,12970,1807,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1807,,Orphanet
Malformative syndrome with dentinogenesis imperfecta,12971,180766,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180766,,Orphanet
Rare disease with autism,12972,180772,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180772,,Orphanet
Non-syndromic diaphragmatic or thoracic malformation,12973,180776,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180776,,Orphanet
Syndromic diaphragmatic or thoracic malformation,12974,180779,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180779,,Orphanet
"Hidrotic ectodermal dysplasia, Christianson-Fourie type",12975,1808,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1808,,Orphanet
Rare gastroesophageal tumor,12976,180821,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180821,,Orphanet
Rare tumor of pancreas,12977,180824,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_180824,,Orphanet
"Hidrotic ectodermal dysplasia, Halal type",12978,1809,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1809,,Orphanet
X-linked hypohidrotic ectodermal dysplasia,12979,181,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181,,Orphanet
Autosomal dominant hypohidrotic ectodermal dysplasia,12980,1810,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1810,,Orphanet
Odontomicronychial dysplasia,12981,1811,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1811,,Orphanet
Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome,12982,1812,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1812,,Orphanet
Rare insulin-resistance syndrome,12983,181368,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181368,,Orphanet
Rare diabetes mellitus type 1,12984,181371,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181371,,Orphanet
Rare diabetes mellitus type 2,12985,181376,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181376,,Orphanet
Other rare diabetes mellitus,12986,181381,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181381,,Orphanet
Rare hypothalamic or pituitary disease,12987,181384,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181384,,Orphanet
Rare disorder with hypogonadotropic hypogonadism,12988,181387,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181387,,Orphanet
Hypogonadotropic hypogonadism associated with other endocrinopathies,12989,181390,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181390,,Orphanet
Growth hormone insensitivity syndrome,12990,181393,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181393,,Orphanet
Rare hypothyroidism,12991,181396,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181396,,Orphanet
Rare hyperthyroidism,12992,181399,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181399,,Orphanet
Syndrome with hypoparathyroidism,12993,181402,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181402,,Orphanet
Rare hypoparathyroidism,12994,181405,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181405,,Orphanet
Rare hyperparathyroidism,12995,181408,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181408,,Orphanet
Adrenogenital syndrome,12996,181412,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181412,,Orphanet
Rare primary hyperaldosteronism,12997,181415,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181415,,Orphanet
Rare hypoaldosteronism,12998,181419,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181419,,Orphanet
Rare hyperlipidemia,12999,181422,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181422,,Orphanet
Hyperalphalipoproteinemia,13000,181428,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181428,,Orphanet
Rare hypolipidemia,13001,181431,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181431,,Orphanet
Rare syndromic dyslipidemia,13002,181437,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181437,,Orphanet
Rare disorder with hypergonadotropic hypogonadism,13003,181441,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_181441,,Orphanet
Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,13004,1816,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1816,,Orphanet
"Ectodermal dysplasia, trichoodontoonychial type",13005,1818,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1818,,Orphanet
Chromomycosis,13006,182,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182,,Orphanet
Aplastic anemia,13007,182040,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182040,,Orphanet
Rare constitutional hemolytic anemia,13008,182043,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182043,,Orphanet
Rare acquired hemolytic anemia,13009,182047,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182047,,Orphanet
MYH9-related disease,13010,182050,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182050,,Orphanet
Rare thrombotic disease of hematologic origin,13011,182054,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182054,,Orphanet
Primary orthostatic hypotension,13012,182058,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182058,,Orphanet
Cerebellar malformation,13013,182061,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182061,,Orphanet
Rare neuroinflammatory or neuroimmunological disease,13014,182064,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182064,,Orphanet
Glial tumor,13015,182067,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182067,,Orphanet
Rare neurodegenerative disease,13016,182070,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182070,,Orphanet
Syndromic neurometabolic disease with non-X-linked intellectual disability,13017,182073,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182073,,Orphanet
Syndromic neurometabolic disease with X-linked intellectual disability,13018,182076,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182076,,Orphanet
ARX-related epileptic encephalopathy,13019,182079,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182079,,Orphanet
Channelopathy with epilepsy,13020,182083,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182083,,Orphanet
Acquired peripheral neuropathy,13021,182086,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182086,,Orphanet
Pulmonary arterial hypertension,13022,182090,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182090,,Orphanet
Interstitial lung disease,13023,182095,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182095,,Orphanet
Pneumoconiosis,13024,182098,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182098,,Orphanet
Idiopathic eosinophilic pneumonia,13025,182101,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182101,,Orphanet
Secondary interstitial lung disease in childhood and adulthood associated with a connective tissue disease,13026,182104,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182104,,Orphanet
Thoracic malformation,13027,182108,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182108,,Orphanet
Respiratory malformation,13028,182111,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182111,,Orphanet
Rare urogenital tumor,13029,182114,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182114,,Orphanet
Non-syndromic urogenital tract malformation of female,13030,182117,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182117,,Orphanet
Non-syndromic urogenital tract malformation of male,13031,182121,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182121,,Orphanet
Non-syndromic urogenital tract malformation of male and female,13032,182124,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182124,,Orphanet
Extragonadal germinoma,13033,182127,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182127,,Orphanet
Tumor of endocrine glands,13034,182130,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182130,,Orphanet
Dysplasia epiphysealis hemimelica,13035,1822,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1822,,Orphanet
Rare systemic disease,13036,182222,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182222,,Orphanet
Systemic autoimmune disease,13037,182228,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182228,,Orphanet
Rare rheumatologic disease,13038,182231,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182231,,Orphanet
Lowry-Wood syndrome,13039,1824,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1824,,Orphanet
Epiphyseal dysplasia-hearing loss-dysmorphism syndrome,13040,1825,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1825,,Orphanet
Frontometaphyseal dysplasia,13041,1826,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1826,,Orphanet
Acromelic frontonasal dysplasia,13042,1827,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1827,,Orphanet
Genetic urticaria,13043,182734,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_182734,,Orphanet
Eosinophilic granulomatosis with polyangiitis,13044,183,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183,,Orphanet
Schimke immuno-osseous dysplasia,13045,1830,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1830,,Orphanet
De Hauwere syndrome,13046,1831,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1831,,Orphanet
Lethal osteosclerotic bone dysplasia,13047,1832,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1832,,Orphanet
Axial mesodermal dysplasia spectrum,13048,1834,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1834,,Orphanet
Polymalformative genetic syndrome with increased risk of developing cancer,13049,183422,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183422,,Orphanet
Genetic epidermal disorder,13050,183426,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183426,,Orphanet
Inherited ichthyosis,13051,183435,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183435,,Orphanet
Genetic erythrokeratoderma,13052,183438,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183438,,Orphanet
Genetic acrokeratoderma,13053,183441,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183441,,Orphanet
Genetic porokeratosis,13054,183444,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183444,,Orphanet
Genetic epidermal appendage anomaly,13055,183447,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183447,,Orphanet
Genetic hair anomaly,13056,183450,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183450,,Orphanet
Genetic nail anomaly,13057,183454,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183454,,Orphanet
Genetic sebaceous gland anomaly,13058,183460,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183460,,Orphanet
Genetic pigmentation anomaly of the skin,13059,183463,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183463,,Orphanet
Genetic hyperpigmentation of the skin,13060,183466,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183466,,Orphanet
Genetic hypopigmentation of the skin,13061,183469,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183469,,Orphanet
Genetic dermis disorder,13062,183472,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183472,,Orphanet
Genetic skin vascular disorder,13063,183478,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183478,,Orphanet
Genetic mixed dermis disorder,13064,183481,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183481,,Orphanet
Genetic subcutaneous tissue disorder,13065,183484,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183484,,Orphanet
Genetic skin tumor,13066,183487,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183487,,Orphanet
Genetic photodermatosis,13067,183490,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183490,,Orphanet
Genetic immune deficiency with skin involvement,13068,183494,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183494,,Orphanet
Genetic neuromuscular disease,13069,183497,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183497,,Orphanet
Genetic neurodegenerative disease,13070,183500,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183500,,Orphanet
Genetic central nervous system and retinal vascular disease,13071,183503,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183503,,Orphanet
Genetic central nervous system malformation,13072,183506,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183506,,Orphanet
Rare genetic headache,13073,183509,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183509,,Orphanet
Rare genetic epilepsy,13074,183512,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183512,,Orphanet
Rare genetic medullar disease,13075,183515,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183515,,Orphanet
Rare hereditary ataxia,13076,183518,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183518,,Orphanet
Rare genetic movement disorder,13077,183521,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183521,,Orphanet
Rare genetic bone disease,13078,183524,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183524,,Orphanet
Genetic bone tumor,13079,183527,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183527,,Orphanet
Rare genetic developmental defect during embryogenesis,13080,183530,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183530,,Orphanet
Genetic multiple congenital anomalies/dysmorphic syndrome,13081,183533,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183533,,Orphanet
Genetic congenital limb malformation,13082,183536,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183536,,Orphanet
Genetic renal or urinary tract malformation,13083,183539,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183539,,Orphanet
Genetic cranial malformation,13084,183542,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183542,,Orphanet
Genetic digestive tract malformation,13085,183545,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183545,,Orphanet
"Genetic visceral malformation of the liver, biliary tract, pancreas or spleen",13086,183548,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183548,,Orphanet
Genetic respiratory or mediastinal malformation,13087,183554,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183554,,Orphanet
Genetic developmental defect of the eye,13088,183557,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183557,,Orphanet
Genetic malformation syndrome with short stature,13089,183570,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183570,,Orphanet
Genetic overgrowth/obesity syndrome,13090,183573,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183573,,Orphanet
Genetic branchial arch or oral-acral syndrome,13091,183576,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183576,,Orphanet
Genetic malformation syndrome with odontal and/or periodontal component,13092,183580,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183580,,Orphanet
Genetic head and neck malformation,13093,183583,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183583,,Orphanet
Genetic glomerular disease,13094,183586,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183586,,Orphanet
Genetic thrombotic microangiopathy,13095,183589,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183589,,Orphanet
Genetic renal tubular disease,13096,183592,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183592,,Orphanet
Genetic renal tumor,13097,183595,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183595,,Orphanet
