name,code,order,parent,ontologyTermURI
V09IX12 (fluciclovine (18F)),V09IX12,6068,V09IX (Other diagnostic radiopharmaceuticals for tumour detection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000174099
"C07FX (Beta blocking agents, other combinations)",C07FX,6069,"C07F (BETA BLOCKING AGENTS, OTHER COMBINATIONS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000174106
A16AB17 (cerliponase alfa),A16AB17,6070,A16AB (Enzymes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000174183
C07FX05 (metoprolol and ivabradine),C07FX05,6071,"C07FX (Beta blocking agents, other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000174207
J05AX69 (sofosbuvir and velpatasvir),J05AX69,6072,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002167
S01XA25 (lifitegrast),S01XA25,6073,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002238
R07AX31 (ivacaftor and tezacaftor),R07AX31,6074,R07AX (Other respiratory system products),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002244
L01XC25 (mogamulizumab),L01XC25,6075,L01XC (Monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002248
L01XE42 (ribociclib),L01XE42,6076,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002280
A10BJ (Glucagon-like peptide-1 (GLP-1) analogues),A10BJ,6077,"A10B (BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002328
A10BJ01 (exenatide),A10BJ01,6078,A10BJ (Glucagon-like peptide-1 (GLP-1) analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002329
A10BJ02 (liraglutide),A10BJ02,6079,A10BJ (Glucagon-like peptide-1 (GLP-1) analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002331
A10BJ03 (lixisenatide),A10BJ03,6080,A10BJ (Glucagon-like peptide-1 (GLP-1) analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002332
L01XD07 (padeliporfin),L01XD07,6081,L01XD (Sensitizers used in photodynamic/radiation therapy),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002335
L01XE36 (alectinib),L01XE36,6082,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000002379
R03DX10 (benralizumab),R03DX10,6083,R03DX (Other systemic drugs for obstructive airway diseases),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003162
L04AA40 (cladribine),L04AA40,6084,L04AA (Selective immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003171
L04AA36 (ocrelizumab),L04AA36,6085,L04AA (Selective immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003178
J05AX18 (letermovir),J05AX18,6086,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003179
V10XX04 (lutetium (177Lu) oxodotreotide),V10XX04,6087,V10XX (Various therapeutic radiopharmaceuticals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003180
M05BX05 (burosumab),M05BX05,6088,M05BX (Other drugs affecting bone structure and mineralization),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003181
J05AP (Antivirals for treatment of HCV infections),J05AP,6089,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003183
J05AP57 (glecaprevir and pibrentasvir),J05AP57,6090,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003184
A16AX14 (migalastat),A16AX14,6091,A16AX (Various alimentary tract and metabolism products),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003231
R02AX03 (benzydamine),R02AX03,6092,R02AX (Other throat preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003232
L04AC13 (ixekizumab),L04AC13,6093,L04AC (Interleukin inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003233
A10BJ06 (semaglutide),A10BJ06,6094,A10BJ (Glucagon-like peptide-1 (GLP-1) analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003235
B02BX06 (emicizumab),B02BX06,6095,B02BX (Other systemic hemostatics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003237
A16AB15 (velmanase alfa),A16AB15,6096,A16AB (Enzymes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003238
V03AE10 (sodium zirconium cyclosilicate),V03AE10,6097,V03AE (Drugs for treatment of hyperkalemia and hyperphosphatemia),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003239
A10BD23 (metformin and ertugliflozin),A10BD23,6098,A10BD (Combinations of oral blood glucose lowering drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003240
"J07BK03 (zoster, purified antigen)",J07BK03,6099,J07BK (Varicella zoster vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003245
A10BK04 (ertugliflozin),A10BK04,6100,A10BK (Sodium-glucose co-transporter 2 (SGLT2) inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003246
A10BD24 (sitagliptin and ertugliflozin),A10BD24,6101,A10BD (Combinations of oral blood glucose lowering drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003247
A10BJ05 (dulaglutide),A10BJ05,6102,A10BJ (Glucagon-like peptide-1 (GLP-1) analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003249
N07BA04 (cytisinicline),N07BA04,6103,N07BA (Drugs used in nicotine dependence),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003250
B06AC05 (lanadelumab),B06AC05,6104,B06AC (Drugs used in hereditary angioedema),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003251
"R03AL09 (formoterol, glycopyrronium bromide and beclometasone)",R03AL09,6105,R03AL (Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003252
J05AH03 (peramivir),J05AH03,6106,J05AH (Neuraminidase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003253
A03FA08 (cinitapride),A03FA08,6107,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003255
A04AD14 (rolapitant),A04AD14,6108,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003256
A06AH04 (naloxone),A06AH04,6109,A06AH (Peripheral opioid receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003257
A07DA06 (eluxadoline),A07DA06,6110,A07DA (Antipropulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003258
A10BJ04 (albiglutide),A10BJ04,6111,A10BJ (Glucagon-like peptide-1 (GLP-1) analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003259
A16AA07 (metreleptin),A16AA07,6112,A16AA (Amino acids and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003260
A16AX12 (trientine),A16AX12,6113,A16AX (Various alimentary tract and metabolism products),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003261
A16AX13 (uridine triacetate),A16AX13,6114,A16AX (Various alimentary tract and metabolism products),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003262
B03AB10 (ferric maltol),B03AB10,6115,"B03AB (Iron trivalent, oral preparations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003263
C01BA13 (hydroquinidine),C01BA13,6116,"C01BA (Antiarrhythmics, class Ia)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003264
C01EB23 (tiazotic acid),C01EB23,6117,C01EB (Other cardiac preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003265
C07AB14 (landiolol),C07AB14,6118,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003266
C07FB13 (metoprolol and amlodipine),C07FB13,6119,C07FB (Beta blocking agents and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003267
C07FX01 (propranolol and other combinations),C07FX01,6120,"C07FX (Beta blocking agents, other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003268
C07FX02 (sotalol and acetylsalicylic acid),C07FX02,6121,"C07FX (Beta blocking agents, other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003269
C07FX03 (metoprolol and acetylsalicylic acid),C07FX03,6122,"C07FX (Beta blocking agents, other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003270
C07FX04 (bisoprolol and acetylsalicylic acid),C07FX04,6123,"C07FX (Beta blocking agents, other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003271
C07FX06 (carvedilol and ivabradine),C07FX06,6124,"C07FX (Beta blocking agents, other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003272
C10AX14 (alirocumab),C10AX14,6125,C10AX (Other lipid modifying agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003273
"C10BX12 (atorvastatin, acetylsalicylic acid and perindopril)",C10BX12,6126,C10BX (Lipid modifying agents in combination with other drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003274
D11AX23 (aminobenzoate potassium),D11AX23,6127,D11AX (Other dermatologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003275
D11AX24 (deoxycholic acid),D11AX24,6128,D11AX (Other dermatologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003276
G03GA10 (follitropin delta),G03GA10,6129,G03GA (Gonadotropins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003277
G04BD13 (desfesoterodine),G04BD13,6130,G04BD (Drugs for urinary frequency and incontinence),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003278
G04BX16 (tiopronin),G04BX16,6131,G04BX (Other urologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003279
H05BX04 (etelcalcetide),H05BX04,6132,H05BX (Other anti-parathyroid agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003280
J01FA16 (solithromycin),J01FA16,6133,J01FA (Macrolides),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003281
J05AF13 (tenofovir alafenamide),J05AF13,6134,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003282
J05AX68 (elbasvir and grazoprevir),J05AX68,6135,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003283
J06BB21 (bezlotoxumab),J06BB21,6136,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003284
L01XC24 (daratumumab),L01XC24,6137,L01XC (Monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003285
L01XC26 (inotuzumab ozogamicin),L01XC26,6138,L01XC (Monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003286
L01XE35 (osimertinib),L01XE35,6139,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003287
L01XE37 (rociletinib),L01XE37,6140,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003288
L01XE39 (midostaurin),L01XE39,6141,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003289
L01XE40 (olmutinib),L01XE40,6142,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003290
L03AA16 (empegfilgrastim),L03AA16,6143,L03AA (Colony stimulating factors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003291
M02AA28 (piketoprofen),M02AA28,6144,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003292
M09AX05 (aceneuramic acid),M09AX05,6145,M09AX (Other drugs for disorders of the musculo-skeletal system),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003293
N02AJ01 (dihydrocodeine and paracetamol),N02AJ01,6146,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003294
N02AJ02 (dihydrocodeine and acetylsalicylic acid),N02AJ02,6147,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003295
N02AJ03 (dihydrocodeine and other non-opioid analgesics),N02AJ03,6148,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003296
N02AJ07 (codeine and acetylsalicylic acid),N02AJ07,6149,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003297
N02AJ08 (codeine and ibuprofen),N02AJ08,6150,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003298
N02AJ09 (codeine and other non-opioid analgesics),N02AJ09,6151,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003299
N02AJ17 (oxycodone and paracetamol),N02AJ17,6152,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003300
N02AJ18 (oxycodone and acetylsalicylic acid),N02AJ18,6153,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003301
N02AJ19 (oxycodone and ibuprofen),N02AJ19,6154,N02AJ (Opioids in combination with non-opioid analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003302
N05AX17 (pimavanserin),N05AX17,6155,N05AX (Other antipsychotics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003303
N05BA24 (bentazepam),N05BA24,6156,N05BA (Benzodiazepine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003304
P01BX02 (arterolane and piperaquine),P01BX02,6157,P01BX (Other antimalarials),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003305
R03AK13 (salbutamol and beclometasone),R03AK13,6158,"R03AK (Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003306
S01FB51 (phenylephrine and ketorolac),S01FB51,6159,S01FB (Sympathomimetics excl. antiglaucoma preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003307
V03AE09 (patiromer calcium),V03AE09,6160,V03AE (Drugs for treatment of hyperkalemia and hyperphosphatemia),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003308
V04CE03 (methacetin (13C)),V04CE03,6161,V04CE (Tests for liver functional capacity),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003309
V09IX09 (gallium (68Ga) edotreotide),V09IX09,6162,V09IX (Other diagnostic radiopharmaceuticals for tumour detection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003310
V09IX10 (fluoroethyl-L-tyrosine (18F)),V09IX10,6163,V09IX (Other diagnostic radiopharmaceuticals for tumour detection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003311
V09IX11 (fluoroestradiol (18F)),V09IX11,6164,V09IX (Other diagnostic radiopharmaceuticals for tumour detection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003312
N02CX07 (erenumab),N02CX07,6165,N02CX (Other antimigraine preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003424
J05AR21 (dolutegravir and rilpivirine),J05AR21,6166,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003446
A02BX14 (rebamipide),A02BX14,6167,A02BX (Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003448
A06AX07 (plecanatide),A06AX07,6168,A06AX (Other drugs for constipation),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003449
A10AE54 (insulin glargine and lixisenatide),A10AE54,6169,"A10AE (Insulins and analogues for injection, long-acting)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003450
A10BD22 (metformin and evogliptin),A10BD22,6170,A10BD (Combinations of oral blood glucose lowering drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003451
A10BH07 (evogliptin),A10BH07,6171,A10BH (Dipeptidyl peptidase 4 (DPP-4) inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003452
"A11CC55 (colecalciferol, combinations)",A11CC55,6172,A11CC (Vitamin D and analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003453
A16AB16 (idursulfase beta),A16AB16,6173,A16AB (Enzymes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003454
A16AB18 (vestronidase alfa),A16AB18,6174,A16AB (Enzymes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003455
C09DA10 (fimasartan and diuretics),C09DA10,6175,C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003456
"C10BX13 (rosuvastatin, perindopril and indapamide)",C10BX13,6176,C10BX (Lipid modifying agents in combination with other drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003457
"C10BX14 (rosuvastatin, amlodipine and perindopril)",C10BX14,6177,C10BX (Lipid modifying agents in combination with other drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003458
C10BX15 (atorvastatin and perindopril),C10BX15,6178,C10BX (Lipid modifying agents in combination with other drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003459
D01AE24 (tavaborole),D01AE24,6179,D01AE (Other antifungals for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003460
D06AX14 (ozenoxacin),D06AX14,6180,D06AX (Other antibiotics for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003461
D11AH05 (dupilumab),D11AH05,6181,"D11AH (Agents for dermatitis, excluding corticosteroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003462
J01DD63 (ceftriaxone and beta-lactamase inhibitor),J01DD63,6182,J01DD (Third-generation cephalosporins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003463
J05AP01 (ribavirin),J05AP01,6183,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003464
J05AP02 (telaprevir),J05AP02,6184,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003465
J05AP03 (boceprevir),J05AP03,6185,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003466
J05AP04 (faldaprevir),J05AP04,6186,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003467
J05AP05 (simeprevir),J05AP05,6187,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003468
J05AP06 (asunaprevir),J05AP06,6188,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003469
J05AP07 (daclatasvir),J05AP07,6189,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003470
J05AP08 (sofosbuvir),J05AP08,6190,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003471
J05AP09 (dasabuvir),J05AP09,6191,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003472
J05AP51 (sofosbuvir and ledipasvir),J05AP51,6192,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003473
"J05AP52 (dasabuvir, ombitasvir, paritaprevir and ritonavir)",J05AP52,6193,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003474
"J05AP53 (ombitasvir, paritaprevir and ritonavir)",J05AP53,6194,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003475
J05AP54 (elbasvir and grazoprevir),J05AP54,6195,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003476
J05AP55 (sofosbuvir and velpatasvir),J05AP55,6196,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003477
"J05AP56 (sofosbuvir, velpatasvir and voxilaprevir)",J05AP56,6197,J05AP (Antivirals for treatment of HCV infections),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003478
"J05AR20 (emtricitabine, tenofovir alafenamide and bictegravir)",J05AR20,6198,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003479
"J05AR22 (emtricitabine, tenofovir alafenamide, darunavir and cobicistat)",J05AR22,6200,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003481
J06BB22 (obiltoxaximab),J06BB22,6201,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003482
L01XC28 (durvalumab),L01XC28,6202,L01XC (Monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003483
L01XC29 (bermekimab),L01XC29,6203,L01XC (Monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003484
L01XE41 (binimetinib),L01XE41,6204,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003485
L01XX54 (niraparib),L01XX54,6205,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003486
L01XX55 (rucaparib),L01XX55,6206,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003487
L01XX56 (etirinotecan pegol),L01XX56,6207,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003488
L01XX57 (plitidepsin),L01XX57,6208,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003489
L03AA17 (pegteograstim),L03AA17,6209,L03AA (Colony stimulating factors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003490
L03AB15 (ropeginterferon alfa-2b),L03AB15,6210,L03AB (Interferons),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003491
L04AC15 (sirukumab),L04AC15,6211,L04AC (Interleukin inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003492
L04AC16 (guselkumab),L04AC16,6212,L04AC (Interleukin inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003493
M01AH07 (polmacoxib),M01AH07,6213,M01AH (Coxibs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003494
M05BX06 (romosozumab),M05BX06,6214,M05BX (Other drugs affecting bone structure and mineralization),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003495
M09AX06 (eteplirsen),M09AX06,6215,M09AX (Other drugs for disorders of the musculo-skeletal system),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003496
M09AX07 (nusinersen),M09AX07,6216,M09AX (Other drugs for disorders of the musculo-skeletal system),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003497
"N01BA53 (tetracaine, combinations)",N01BA53,6217,N01BA (Esters of aminobenzoic acid),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003498
N02AA53 (hydromorphone and naloxone),N02AA53,6218,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003499
N02AA56 (oxycodone and naltrexone),N02AA56,6219,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003500
N04BX04 (opicapone),N04BX04,6220,N04BX (Other dopaminergic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003501
N05BX05 (Lavandulae aetheroleum),N05BX05,6221,N05BX (Other anxiolytics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003502
N05CM19 (suvorexant),N05CM19,6222,N05CM (Other hypnotics and sedatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003503
R03DA12 (mepyramine theophyllinacetate),R03DA12,6223,R03DA (Xanthines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003504
S01EX05 (netarsudil),S01EX05,6224,S01EX (Other antiglaucoma preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003505
S01XA24 (cenegermin),S01XA24,6225,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003506
V03AB38 (andexanet alfa),V03AB38,6226,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003507
L01XE50 (abemaciclib),L01XE50,6227,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003539
B01AX07 (caplacizumab),B01AX07,6228,B01AX (Other antithrombotic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003549
L01XY01 (cytarabine and daunorubicin),L01XY01,6229,L01XY (Combinations of antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003552
L01XE45 (neratinib),L01XE45,6230,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003559
L04AC17 (tildrakizumab),L04AC17,6231,L04AC (Interleukin inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003571
J01AA13 (eravacycline),J01AA13,6232,J01AA (Tetracyclines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000003577
N02CX08 (galcanezumab),N02CX08,6233,N02CX (Other antimigraine preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004619
J01DH52 (meropenem and vaborbactam),J01DH52,6234,J01DH (Carbapenems),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004620
J05AG06 (doravirine),J05AG06,6235,J05AG (Non-nucleoside reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004621
