order,name,label,codesystem,code,definition,ontologyTermURI
,UBTFL10,UBTFL10,HGNC,HGNC:50287,UBTF like 10 (pseudogene),https://identifiers.org/hgnc:50287
,UBTFL11,UBTFL11,HGNC,HGNC:50288,UBTF like 11 (pseudogene),https://identifiers.org/hgnc:50288
,UBXN1,UBXN1,HGNC,HGNC:18402,UBX domain protein 1,https://identifiers.org/hgnc:18402
,UBXN2A,UBXN2A,HGNC,HGNC:27265,UBX domain protein 2A,https://identifiers.org/hgnc:27265
,UBXN2AP1,UBXN2AP1,HGNC,HGNC:57001,UBXN2A pseudogene 1,https://identifiers.org/hgnc:57001
,UBXN2B,UBXN2B,HGNC,HGNC:27035,UBX domain protein 2B,https://identifiers.org/hgnc:27035
,UBXN4,UBXN4,HGNC,HGNC:14860,UBX domain protein 4,https://identifiers.org/hgnc:14860
,UBXN6,UBXN6,HGNC,HGNC:14928,UBX domain protein 6,https://identifiers.org/hgnc:14928
,UBXN7,UBXN7,HGNC,HGNC:29119,UBX domain protein 7,https://identifiers.org/hgnc:29119
,UBXN7-AS1,UBXN7-AS1,HGNC,HGNC:41227,UBXN7 antisense RNA 1,https://identifiers.org/hgnc:41227
,UBXN8,UBXN8,HGNC,HGNC:30307,UBX domain protein 8,https://identifiers.org/hgnc:30307
,UBXN10,UBXN10,HGNC,HGNC:26354,UBX domain protein 10,https://identifiers.org/hgnc:26354
,UBXN11,UBXN11,HGNC,HGNC:30600,UBX domain protein 11,https://identifiers.org/hgnc:30600
,UCA1,UCA1,HGNC,HGNC:37126,urothelial cancer associated 1,https://identifiers.org/hgnc:37126
,UCA1-AS1,UCA1-AS1,HGNC,HGNC:52553,UCA1 antisense RNA 1,https://identifiers.org/hgnc:52553
,UCHL1,UCHL1,HGNC,HGNC:12513,ubiquitin C-terminal hydrolase L1,https://identifiers.org/hgnc:12513
,UCHL1-DT,UCHL1-DT,HGNC,HGNC:40600,UCHL1 divergent transcript,https://identifiers.org/hgnc:40600
,UCHL3,UCHL3,HGNC,HGNC:12515,ubiquitin C-terminal hydrolase L3,https://identifiers.org/hgnc:12515
,UCHL5,UCHL5,HGNC,HGNC:19678,ubiquitin C-terminal hydrolase L5,https://identifiers.org/hgnc:19678
,UCK1,UCK1,HGNC,HGNC:14859,uridine-cytidine kinase 1,https://identifiers.org/hgnc:14859
,UCK2,UCK2,HGNC,HGNC:12562,uridine-cytidine kinase 2,https://identifiers.org/hgnc:12562
,UCKL1,UCKL1,HGNC,HGNC:15938,uridine-cytidine kinase 1 like 1,https://identifiers.org/hgnc:15938
,UCKL1-AS1,UCKL1-AS1,HGNC,HGNC:31967,UCKL1 antisense RNA 1,https://identifiers.org/hgnc:31967
,UCMA,UCMA,HGNC,HGNC:25205,upper zone of growth plate and cartilage matrix associated,https://identifiers.org/hgnc:25205
,UCN,UCN,HGNC,HGNC:12516,urocortin,https://identifiers.org/hgnc:12516
,UCN2,UCN2,HGNC,HGNC:18414,urocortin 2,https://identifiers.org/hgnc:18414
,UCN3,UCN3,HGNC,HGNC:17781,urocortin 3,https://identifiers.org/hgnc:17781
,UCP1,UCP1,HGNC,HGNC:12517,uncoupling protein 1,https://identifiers.org/hgnc:12517
,UCP2,UCP2,HGNC,HGNC:12518,uncoupling protein 2,https://identifiers.org/hgnc:12518
,UCP3,UCP3,HGNC,HGNC:12519,uncoupling protein 3,https://identifiers.org/hgnc:12519
,UEVLD,UEVLD,HGNC,HGNC:30866,UEV and lactate/malate dehyrogenase domains,https://identifiers.org/hgnc:30866
,UFC1,UFC1,HGNC,HGNC:26941,ubiquitin-fold modifier conjugating enzyme 1,https://identifiers.org/hgnc:26941
,UFC1P1,UFC1P1,HGNC,HGNC:56788,UFC1 pseudogene 1,https://identifiers.org/hgnc:56788
,UFD1,UFD1,HGNC,HGNC:12520,ubiquitin recognition factor in ER associated degradation 1,https://identifiers.org/hgnc:12520
,UFD1-AS1,UFD1-AS1,HGNC,HGNC:55917,UFD1 antisense RNA 1,https://identifiers.org/hgnc:55917
,UFD1P1,UFD1P1,HGNC,HGNC:58643,UFD1 pseudogene 1,https://identifiers.org/hgnc:58643
,UFL1,UFL1,HGNC,HGNC:23039,UFM1 specific ligase 1,https://identifiers.org/hgnc:23039
,UFL1-AS1,UFL1-AS1,HGNC,HGNC:41007,UFL1 antisense RNA 1,https://identifiers.org/hgnc:41007
,UFM1,UFM1,HGNC,HGNC:20597,ubiquitin fold modifier 1,https://identifiers.org/hgnc:20597
,UFM1P1,UFM1P1,HGNC,HGNC:55146,UFM1 pseudogene 1,https://identifiers.org/hgnc:55146
,UFM1P2,UFM1P2,HGNC,HGNC:55147,UFM1 pseudogene 2,https://identifiers.org/hgnc:55147
,UFM1P3,UFM1P3,HGNC,HGNC:55148,UFM1 pseudogene 3,https://identifiers.org/hgnc:55148
,UFSP1,UFSP1,HGNC,HGNC:33821,UFM1 specific peptidase 1,https://identifiers.org/hgnc:33821
,UFSP2,UFSP2,HGNC,HGNC:25640,UFM1 specific peptidase 2,https://identifiers.org/hgnc:25640
,UGCG,UGCG,HGNC,HGNC:12524,UDP-glucose ceramide glucosyltransferase,https://identifiers.org/hgnc:12524
,UGDH,UGDH,HGNC,HGNC:12525,UDP-glucose 6-dehydrogenase,https://identifiers.org/hgnc:12525
,UGDH-AS1,UGDH-AS1,HGNC,HGNC:40601,UGDH antisense RNA 1,https://identifiers.org/hgnc:40601
,UGGT1,UGGT1,HGNC,HGNC:15663,UDP-glucose glycoprotein glucosyltransferase 1,https://identifiers.org/hgnc:15663
,UGGT2,UGGT2,HGNC,HGNC:15664,UDP-glucose glycoprotein glucosyltransferase 2,https://identifiers.org/hgnc:15664
,UGP2,UGP2,HGNC,HGNC:12527,UDP-glucose pyrophosphorylase 2,https://identifiers.org/hgnc:12527
,UGT1A,UGT1A,HGNC,HGNC:12529,UDP glucuronosyltransferase family 1 member A complex locus,https://identifiers.org/hgnc:12529
,UGT1A1,UGT1A1,HGNC,HGNC:12530,UDP glucuronosyltransferase family 1 member A1,https://identifiers.org/hgnc:12530
,UGT1A2P,UGT1A2P,HGNC,HGNC:12534,"UDP glucuronosyltransferase family 1 member A2, pseudogene",https://identifiers.org/hgnc:12534
,UGT1A3,UGT1A3,HGNC,HGNC:12535,UDP glucuronosyltransferase family 1 member A3,https://identifiers.org/hgnc:12535
,UGT1A4,UGT1A4,HGNC,HGNC:12536,UDP glucuronosyltransferase family 1 member A4,https://identifiers.org/hgnc:12536
,UGT1A5,UGT1A5,HGNC,HGNC:12537,UDP glucuronosyltransferase family 1 member A5,https://identifiers.org/hgnc:12537
,UGT1A6,UGT1A6,HGNC,HGNC:12538,UDP glucuronosyltransferase family 1 member A6,https://identifiers.org/hgnc:12538
,UGT1A7,UGT1A7,HGNC,HGNC:12539,UDP glucuronosyltransferase family 1 member A7,https://identifiers.org/hgnc:12539
,UGT1A8,UGT1A8,HGNC,HGNC:12540,UDP glucuronosyltransferase family 1 member A8,https://identifiers.org/hgnc:12540
,UGT1A9,UGT1A9,HGNC,HGNC:12541,UDP glucuronosyltransferase family 1 member A9,https://identifiers.org/hgnc:12541
,UGT1A10,UGT1A10,HGNC,HGNC:12531,UDP glucuronosyltransferase family 1 member A10,https://identifiers.org/hgnc:12531
,UGT1A11P,UGT1A11P,HGNC,HGNC:12532,"UDP glucuronosyltransferase family 1 member A11, pseudogene",https://identifiers.org/hgnc:12532
,UGT1A12P,UGT1A12P,HGNC,HGNC:12533,"UDP glucuronosyltransferase family 1 member A12, pseudogene",https://identifiers.org/hgnc:12533
,UGT1A13P,UGT1A13P,HGNC,HGNC:32191,"UDP glucuronosyltransferase family 1 member A13, pseudogene",https://identifiers.org/hgnc:32191
,UGT2A1,UGT2A1,HGNC,HGNC:12542,UDP glucuronosyltransferase family 2 member A1 complex locus,https://identifiers.org/hgnc:12542
,UGT2A2,UGT2A2,HGNC,HGNC:28183,UDP glucuronosyltransferase family 2 member A2,https://identifiers.org/hgnc:28183
,UGT2A3,UGT2A3,HGNC,HGNC:28528,UDP glucuronosyltransferase family 2 member A3,https://identifiers.org/hgnc:28528
,UGT2A3P7,UGT2A3P7,HGNC,HGNC:39429,UDP glucuronosyltransferase family 2 member A3 pseudogene 7,https://identifiers.org/hgnc:39429
,UGT2B4,UGT2B4,HGNC,HGNC:12553,UDP glucuronosyltransferase family 2 member B4,https://identifiers.org/hgnc:12553
,UGT2B7,UGT2B7,HGNC,HGNC:12554,UDP glucuronosyltransferase family 2 member B7,https://identifiers.org/hgnc:12554
,UGT2B7-AS1,UGT2B7-AS1,HGNC,HGNC:58801,UGT2B7 antisense RNA 1,https://identifiers.org/hgnc:58801
,UGT2B7-AS2,UGT2B7-AS2,HGNC,HGNC:58802,UGT2B7 antisense RNA 2,https://identifiers.org/hgnc:58802
,UGT2B10,UGT2B10,HGNC,HGNC:12544,UDP glucuronosyltransferase family 2 member B10,https://identifiers.org/hgnc:12544
,UGT2B11,UGT2B11,HGNC,HGNC:12545,UDP glucuronosyltransferase family 2 member B11,https://identifiers.org/hgnc:12545
,UGT2B11-AS1,UGT2B11-AS1,HGNC,HGNC:58803,UGT2B11 antisense RNA 1,https://identifiers.org/hgnc:58803
,UGT2B15,UGT2B15,HGNC,HGNC:12546,UDP glucuronosyltransferase family 2 member B15,https://identifiers.org/hgnc:12546
,UGT2B17,UGT2B17,HGNC,HGNC:12547,UDP glucuronosyltransferase family 2 member B17,https://identifiers.org/hgnc:12547
,UGT2B24P,UGT2B24P,HGNC,HGNC:12548,"UDP glucuronosyltransferase family 2 member B24, pseudogene",https://identifiers.org/hgnc:12548
,UGT2B25P,UGT2B25P,HGNC,HGNC:12549,"UDP glucuronosyltransferase family 2 member B25, pseudogene",https://identifiers.org/hgnc:12549
,UGT2B26P,UGT2B26P,HGNC,HGNC:12550,"UDP glucuronosyltransferase family 2 member B26, pseudogene",https://identifiers.org/hgnc:12550
,UGT2B27P,UGT2B27P,HGNC,HGNC:12551,"UDP glucuronosyltransferase family 2 member B27, pseudogene",https://identifiers.org/hgnc:12551
,UGT2B28,UGT2B28,HGNC,HGNC:13479,UDP glucuronosyltransferase family 2 member B28,https://identifiers.org/hgnc:13479
,UGT2B28-AS1,UGT2B28-AS1,HGNC,HGNC:58804,UGT2B28 antisense RNA 1,https://identifiers.org/hgnc:58804
,UGT2B29P,UGT2B29P,HGNC,HGNC:12552,"UDP glucuronosyltransferase family 2 member B29, pseudogene",https://identifiers.org/hgnc:12552
,UGT3A1,UGT3A1,HGNC,HGNC:26625,UDP glycosyltransferase family 3 member A1,https://identifiers.org/hgnc:26625
,UGT3A2,UGT3A2,HGNC,HGNC:27266,UDP glycosyltransferase family 3 member A2,https://identifiers.org/hgnc:27266
,UGT8,UGT8,HGNC,HGNC:12555,UDP glycosyltransferase 8,https://identifiers.org/hgnc:12555
,UGT8-AS1,UGT8-AS1,HGNC,HGNC:58875,UGT8 antisense RNA 1,https://identifiers.org/hgnc:58875
,UHMK1,UHMK1,HGNC,HGNC:19683,U2AF homology motif kinase 1,https://identifiers.org/hgnc:19683
,UHRF1,UHRF1,HGNC,HGNC:12556,ubiquitin like with PHD and ring finger domains 1,https://identifiers.org/hgnc:12556
,UHRF2,UHRF2,HGNC,HGNC:12557,ubiquitin like with PHD and ring finger domains 2,https://identifiers.org/hgnc:12557
,UHRF2-AS1,UHRF2-AS1,HGNC,HGNC:58384,UHRF2 antisense RNA 1,https://identifiers.org/hgnc:58384
,UHRF2P1,UHRF2P1,HGNC,HGNC:39565,ubiquitin like with PHD and ring finger domains 2 pseudogene 1,https://identifiers.org/hgnc:39565
,UICLM,UICLM,HGNC,HGNC:54869,up-regulated in colorectal cancer liver metastasis,https://identifiers.org/hgnc:54869
,UIMC1,UIMC1,HGNC,HGNC:30298,ubiquitin interaction motif containing 1,https://identifiers.org/hgnc:30298
,ULBP1,ULBP1,HGNC,HGNC:14893,UL16 binding protein 1,https://identifiers.org/hgnc:14893
,ULBP2,ULBP2,HGNC,HGNC:14894,UL16 binding protein 2,https://identifiers.org/hgnc:14894
,ULBP3,ULBP3,HGNC,HGNC:14895,UL16 binding protein 3,https://identifiers.org/hgnc:14895
,ULK1,ULK1,HGNC,HGNC:12558,unc-51 like autophagy activating kinase 1,https://identifiers.org/hgnc:12558
,ULK2,ULK2,HGNC,HGNC:13480,unc-51 like autophagy activating kinase 2,https://identifiers.org/hgnc:13480
,ULK3,ULK3,HGNC,HGNC:19703,unc-51 like kinase 3,https://identifiers.org/hgnc:19703
,ULK4,ULK4,HGNC,HGNC:15784,unc-51 like kinase 4,https://identifiers.org/hgnc:15784
,ULK4P1,ULK4P1,HGNC,HGNC:15775,ULK4 pseudogene 1,https://identifiers.org/hgnc:15775
,ULK4P2,ULK4P2,HGNC,HGNC:15776,ULK4 pseudogene 2,https://identifiers.org/hgnc:15776
,ULK4P3,ULK4P3,HGNC,HGNC:15777,ULK4 pseudogene 3,https://identifiers.org/hgnc:15777
,UMAD1,UMAD1,HGNC,HGNC:48955,UBAP1-MVB12-associated (UMA) domain containing 1,https://identifiers.org/hgnc:48955
,UMLILO,UMLILO,HGNC,HGNC:51824,upstream master lncRNA of the inflammatory chemokine locus,https://identifiers.org/hgnc:51824
,UMOD,UMOD,HGNC,HGNC:12559,uromodulin,https://identifiers.org/hgnc:12559
,UMODL1,UMODL1,HGNC,HGNC:12560,uromodulin like 1,https://identifiers.org/hgnc:12560
,UMODL1-AS1,UMODL1-AS1,HGNC,HGNC:23821,UMODL1 antisense RNA 1,https://identifiers.org/hgnc:23821
,UMPS,UMPS,HGNC,HGNC:12563,uridine monophosphate synthetase,https://identifiers.org/hgnc:12563
,UNC5A,UNC5A,HGNC,HGNC:12567,unc-5 netrin receptor A,https://identifiers.org/hgnc:12567
,UNC5B,UNC5B,HGNC,HGNC:12568,unc-5 netrin receptor B,https://identifiers.org/hgnc:12568
,UNC5B-AS1,UNC5B-AS1,HGNC,HGNC:45096,UNC5B antisense RNA 1,https://identifiers.org/hgnc:45096
,UNC5C,UNC5C,HGNC,HGNC:12569,unc-5 netrin receptor C,https://identifiers.org/hgnc:12569
,UNC5C-AS1,UNC5C-AS1,HGNC,HGNC:55246,UNC5C antisense RNA 1,https://identifiers.org/hgnc:55246
,UNC5CL,UNC5CL,HGNC,HGNC:21203,unc-5 family C-terminal like,https://identifiers.org/hgnc:21203
,UNC5D,UNC5D,HGNC,HGNC:18634,unc-5 netrin receptor D,https://identifiers.org/hgnc:18634
,UNC13A,UNC13A,HGNC,HGNC:23150,unc-13 homolog A,https://identifiers.org/hgnc:23150
,UNC13B,UNC13B,HGNC,HGNC:12566,unc-13 homolog B,https://identifiers.org/hgnc:12566
,UNC13C,UNC13C,HGNC,HGNC:23149,unc-13 homolog C,https://identifiers.org/hgnc:23149
,UNC13D,UNC13D,HGNC,HGNC:23147,unc-13 homolog D,https://identifiers.org/hgnc:23147
,UNC45A,UNC45A,HGNC,HGNC:30594,unc-45 myosin chaperone A,https://identifiers.org/hgnc:30594
,UNC45B,UNC45B,HGNC,HGNC:14304,unc-45 myosin chaperone B,https://identifiers.org/hgnc:14304
,UNC50,UNC50,HGNC,HGNC:16046,unc-50 inner nuclear membrane RNA binding protein,https://identifiers.org/hgnc:16046
,UNC79,UNC79,HGNC,HGNC:19966,unc-79 subunit of NALCN channel complex,https://identifiers.org/hgnc:19966
,UNC80,UNC80,HGNC,HGNC:26582,unc-80 subunit of NALCN channel complex,https://identifiers.org/hgnc:26582
,UNC93A,UNC93A,HGNC,HGNC:12570,unc-93 homolog A,https://identifiers.org/hgnc:12570
,UNC93B1,UNC93B1,HGNC,HGNC:13481,unc-93B1 regulator of TLR signaling,https://identifiers.org/hgnc:13481
,UNC93B2,UNC93B2,HGNC,HGNC:13482,unc-93 homolog B2 (pseudogene),https://identifiers.org/hgnc:13482
,UNC93B3,UNC93B3,HGNC,HGNC:13483,unc-93 homolog B3 (pseudogene),https://identifiers.org/hgnc:13483
,UNC93B4,UNC93B4,HGNC,HGNC:13484,unc-93 homolog B4 (pseudogene),https://identifiers.org/hgnc:13484
,UNC93B5,UNC93B5,HGNC,HGNC:34051,unc-93 homolog B5 (pseudogene),https://identifiers.org/hgnc:34051
,UNC93B6,UNC93B6,HGNC,HGNC:34053,unc-93 homolog B6 (pseudogene),https://identifiers.org/hgnc:34053
,UNC93B7,UNC93B7,HGNC,HGNC:44036,unc-93 homolog B7 (pseudogene),https://identifiers.org/hgnc:44036
,UNC93B8,UNC93B8,HGNC,HGNC:44037,unc-93 homolog B8 (pseudogene),https://identifiers.org/hgnc:44037
,UNC119,UNC119,HGNC,HGNC:12565,unc-119 lipid binding chaperone,https://identifiers.org/hgnc:12565
,UNC119B,UNC119B,HGNC,HGNC:16488,unc-119 lipid binding chaperone B,https://identifiers.org/hgnc:16488
,UNCX,UNCX,HGNC,HGNC:33194,UNC homeobox,https://identifiers.org/hgnc:33194
,UNG,UNG,HGNC,HGNC:12572,uracil DNA glycosylase,https://identifiers.org/hgnc:12572
,UNGP1,UNGP1,HGNC,HGNC:18579,uracil-DNA glycosylase pseudogene 1,https://identifiers.org/hgnc:18579
,UNGP2,UNGP2,HGNC,HGNC:18580,uracil-DNA glycosylase pseudogene 2,https://identifiers.org/hgnc:18580
,UNGP3,UNGP3,HGNC,HGNC:20036,uracil-DNA glycosylase pseudogene 3,https://identifiers.org/hgnc:20036
,UNK,UNK,HGNC,HGNC:29369,unk zinc finger,https://identifiers.org/hgnc:29369
,UNKL,UNKL,HGNC,HGNC:14184,unk like zinc finger,https://identifiers.org/hgnc:14184
,UNKL-AS1,UNKL-AS1,HGNC,HGNC:58300,UNKL antisense RNA 1,https://identifiers.org/hgnc:58300
,UOX,UOX,HGNC,HGNC:12575,urate oxidase (pseudogene),https://identifiers.org/hgnc:12575
,UPB1,UPB1,HGNC,HGNC:16297,beta-ureidopropionase 1,https://identifiers.org/hgnc:16297
,UPF1,UPF1,HGNC,HGNC:9962,UPF1 RNA helicase and ATPase,https://identifiers.org/hgnc:9962
,UPF2,UPF2,HGNC,HGNC:17854,UPF2 regulator of nonsense mediated mRNA decay,https://identifiers.org/hgnc:17854
,UPF3A,UPF3A,HGNC,HGNC:20332,UPF3A regulator of nonsense mediated mRNA decay,https://identifiers.org/hgnc:20332
,UPF3AP1,UPF3AP1,HGNC,HGNC:30568,UPF3A pseudogene 1,https://identifiers.org/hgnc:30568
,UPF3AP2,UPF3AP2,HGNC,HGNC:30567,UPF3A pseudogene 2,https://identifiers.org/hgnc:30567
,UPF3AP3,UPF3AP3,HGNC,HGNC:38395,UPF3A pseudogene 3,https://identifiers.org/hgnc:38395
,UPF3B,UPF3B,HGNC,HGNC:20439,UPF3B regulator of nonsense mediated mRNA decay,https://identifiers.org/hgnc:20439
,UPK1A,UPK1A,HGNC,HGNC:12577,uroplakin 1A,https://identifiers.org/hgnc:12577
,UPK1A-AS1,UPK1A-AS1,HGNC,HGNC:40603,UPK1A antisense RNA 1,https://identifiers.org/hgnc:40603
,UPK1B,UPK1B,HGNC,HGNC:12578,uroplakin 1B,https://identifiers.org/hgnc:12578
,UPK2,UPK2,HGNC,HGNC:12579,uroplakin 2,https://identifiers.org/hgnc:12579
,UPK3A,UPK3A,HGNC,HGNC:12580,uroplakin 3A,https://identifiers.org/hgnc:12580
,UPK3B,UPK3B,HGNC,HGNC:21444,uroplakin 3B,https://identifiers.org/hgnc:21444
,UPK3BL1,UPK3BL1,HGNC,HGNC:37278,uroplakin 3B like 1,https://identifiers.org/hgnc:37278
,UPK3BL2,UPK3BL2,HGNC,HGNC:53444,uroplakin 3B like 2,https://identifiers.org/hgnc:53444
,UPK3BL3P,UPK3BL3P,HGNC,HGNC:55757,"uroplakin 3B like 3, pseudogene",https://identifiers.org/hgnc:55757
,UPK3BP1,UPK3BP1,HGNC,HGNC:42353,uroplakin 3B pseudogene 1,https://identifiers.org/hgnc:42353
,UPP1,UPP1,HGNC,HGNC:12576,uridine phosphorylase 1,https://identifiers.org/hgnc:12576
,UPP2,UPP2,HGNC,HGNC:23061,uridine phosphorylase 2,https://identifiers.org/hgnc:23061
,UPRT,UPRT,HGNC,HGNC:28334,uracil phosphoribosyltransferase homolog,https://identifiers.org/hgnc:28334
,UQCC1,UQCC1,HGNC,HGNC:15891,ubiquinol-cytochrome c reductase complex assembly factor 1,https://identifiers.org/hgnc:15891
,UQCC2,UQCC2,HGNC,HGNC:21237,ubiquinol-cytochrome c reductase complex assembly factor 2,https://identifiers.org/hgnc:21237
,UQCC3,UQCC3,HGNC,HGNC:34399,ubiquinol-cytochrome c reductase complex assembly factor 3,https://identifiers.org/hgnc:34399
,UQCC4,UQCC4,HGNC,HGNC:27558,ubiquinol-cytochrome c reductase complex assembly factor 4,https://identifiers.org/hgnc:27558
,UQCC5,UQCC5,HGNC,HGNC:37257,ubiquinol-cytochrome c reductase complex assembly factor 5,https://identifiers.org/hgnc:37257
,UQCC6,UQCC6,HGNC,HGNC:34450,ubiquinol-cytochrome c reductase complex assembly factor 6,https://identifiers.org/hgnc:34450
,UQCR10,UQCR10,HGNC,HGNC:30863,"ubiquinol-cytochrome c reductase, complex III subunit X",https://identifiers.org/hgnc:30863
,UQCR10P1,UQCR10P1,HGNC,HGNC:54960,UQCR10 pseudogene 1,https://identifiers.org/hgnc:54960
,UQCR11,UQCR11,HGNC,HGNC:30862,"ubiquinol-cytochrome c reductase, complex III subunit XI",https://identifiers.org/hgnc:30862
,UQCRB,UQCRB,HGNC,HGNC:12582,ubiquinol-cytochrome c reductase binding protein,https://identifiers.org/hgnc:12582
,UQCRB-AS1,UQCRB-AS1,HGNC,HGNC:55521,UQCRB antisense RNA 1,https://identifiers.org/hgnc:55521
,UQCRBP1,UQCRBP1,HGNC,HGNC:12583,ubiquinol-cytochrome c reductase binding protein pseudogene 1,https://identifiers.org/hgnc:12583
,UQCRBP2,UQCRBP2,HGNC,HGNC:12584,ubiquinol-cytochrome c reductase binding protein pseudogene 2,https://identifiers.org/hgnc:12584
,UQCRBP3,UQCRBP3,HGNC,HGNC:39033,ubiquinol-cytochrome c reductase binding protein pseudogene 3,https://identifiers.org/hgnc:39033
,UQCRC1,UQCRC1,HGNC,HGNC:12585,ubiquinol-cytochrome c reductase core protein 1,https://identifiers.org/hgnc:12585
,UQCRC2,UQCRC2,HGNC,HGNC:12586,ubiquinol-cytochrome c reductase core protein 2,https://identifiers.org/hgnc:12586
,UQCRC2P1,UQCRC2P1,HGNC,HGNC:44309,ubiquinol-cytochrome c reductase core protein 2 pseudogene 1,https://identifiers.org/hgnc:44309
,UQCRFS1,UQCRFS1,HGNC,HGNC:12587,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",https://identifiers.org/hgnc:12587
,UQCRFS1-DT,UQCRFS1-DT,HGNC,HGNC:55295,UQCRFS1 divergent transcript,https://identifiers.org/hgnc:55295
,UQCRFS1P1,UQCRFS1P1,HGNC,HGNC:12588,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1",https://identifiers.org/hgnc:12588
,UQCRFS1P2,UQCRFS1P2,HGNC,HGNC:39172,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2",https://identifiers.org/hgnc:39172
,UQCRFS1P3,UQCRFS1P3,HGNC,HGNC:39173,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3",https://identifiers.org/hgnc:39173
,UQCRH,UQCRH,HGNC,HGNC:12590,ubiquinol-cytochrome c reductase hinge protein,https://identifiers.org/hgnc:12590
,UQCRHL,UQCRHL,HGNC,HGNC:51714,ubiquinol-cytochrome c reductase hinge protein like,https://identifiers.org/hgnc:51714
,UQCRHP1,UQCRHP1,HGNC,HGNC:31341,ubiquinol-cytochrome c reductase hinge protein pseudogene 1,https://identifiers.org/hgnc:31341
,UQCRHP2,UQCRHP2,HGNC,HGNC:38045,ubiquinol-cytochrome c reductase hinge protein pseudogene 2,https://identifiers.org/hgnc:38045
,UQCRHP3,UQCRHP3,HGNC,HGNC:38046,ubiquinol-cytochrome c reductase hinge protein pseudogene 3,https://identifiers.org/hgnc:38046
,UQCRHP4,UQCRHP4,HGNC,HGNC:38047,ubiquinol-cytochrome c reductase hinge protein pseudogene 4,https://identifiers.org/hgnc:38047
,UQCRQ,UQCRQ,HGNC,HGNC:29594,ubiquinol-cytochrome c reductase complex III subunit VII,https://identifiers.org/hgnc:29594
,URAD,URAD,HGNC,HGNC:17785,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase,https://identifiers.org/hgnc:17785
,URAHP,URAHP,HGNC,HGNC:43695,"urate (hydroxyiso-) hydrolase, pseudogene",https://identifiers.org/hgnc:43695
,URB1,URB1,HGNC,HGNC:17344,URB1 ribosome biogenesis factor,https://identifiers.org/hgnc:17344
,URB1-DT,URB1-DT,HGNC,HGNC:23128,URB1 divergent transcript,https://identifiers.org/hgnc:23128
,URB2,URB2,HGNC,HGNC:28967,URB2 ribosome biogenesis homolog,https://identifiers.org/hgnc:28967
,URGCP,URGCP,HGNC,HGNC:30890,upregulator of cell proliferation,https://identifiers.org/hgnc:30890
,URGCP-MRPS24,URGCP-MRPS24,HGNC,HGNC:49188,URGCP-MRPS24 readthrough,https://identifiers.org/hgnc:49188
,URI1,URI1,HGNC,HGNC:13236,URI1 prefoldin like chaperone,https://identifiers.org/hgnc:13236
,URM1,URM1,HGNC,HGNC:28378,ubiquitin related modifier 1,https://identifiers.org/hgnc:28378
,UROC1,UROC1,HGNC,HGNC:26444,urocanate hydratase 1,https://identifiers.org/hgnc:26444
,UROD,UROD,HGNC,HGNC:12591,uroporphyrinogen decarboxylase,https://identifiers.org/hgnc:12591
,UROS,UROS,HGNC,HGNC:12592,uroporphyrinogen III synthase,https://identifiers.org/hgnc:12592
,USB1,USB1,HGNC,HGNC:25792,U6 snRNA biogenesis phosphodiesterase 1,https://identifiers.org/hgnc:25792
,USE1,USE1,HGNC,HGNC:30882,unconventional SNARE in the ER 1,https://identifiers.org/hgnc:30882
,USF1,USF1,HGNC,HGNC:12593,upstream transcription factor 1,https://identifiers.org/hgnc:12593
,USF1P1,USF1P1,HGNC,HGNC:23773,upstream transcription factor 1 pseudogene 1,https://identifiers.org/hgnc:23773
,USF2,USF2,HGNC,HGNC:12594,"upstream transcription factor 2, c-fos interacting",https://identifiers.org/hgnc:12594
,USF3,USF3,HGNC,HGNC:30494,upstream transcription factor family member 3,https://identifiers.org/hgnc:30494
,USH1C,USH1C,HGNC,HGNC:12597,USH1 protein network component harmonin,https://identifiers.org/hgnc:12597
,USH1G,USH1G,HGNC,HGNC:16356,USH1 protein network component sans,https://identifiers.org/hgnc:16356
,USH2A,USH2A,HGNC,HGNC:12601,usherin,https://identifiers.org/hgnc:12601
,USH2A-AS1,USH2A-AS1,HGNC,HGNC:40606,USH2A antisense RNA 1,https://identifiers.org/hgnc:40606
,USH2A-AS2,USH2A-AS2,HGNC,HGNC:40605,USH2A antisense RNA 2,https://identifiers.org/hgnc:40605
,USHBP1,USHBP1,HGNC,HGNC:24058,USH1 protein network component harmonin binding protein 1,https://identifiers.org/hgnc:24058
,USO1,USO1,HGNC,HGNC:30904,USO1 vesicle transport factor,https://identifiers.org/hgnc:30904
,USP1,USP1,HGNC,HGNC:12607,ubiquitin specific peptidase 1,https://identifiers.org/hgnc:12607
,USP2,USP2,HGNC,HGNC:12618,ubiquitin specific peptidase 2,https://identifiers.org/hgnc:12618
,USP2-AS1,USP2-AS1,HGNC,HGNC:48673,USP2 antisense RNA 1,https://identifiers.org/hgnc:48673
,USP3,USP3,HGNC,HGNC:12626,ubiquitin specific peptidase 3,https://identifiers.org/hgnc:12626
