order,collection,research center,primary tumor site,metastasis,year of diagnosis,sex,n
2056,FORCE-NEN collections,Maxima MC/MUMC,ESOPHAGUS,Unknown,1991-2000,Female,13
2057,FORCE-NEN collections,Maxima MC/MUMC,ESOPHAGUS,Unknown,<1991,Male,6
2058,FORCE-NEN collections,Maxima MC/MUMC,ESOPHAGUS,Unknown,<1991,Female,8
2059,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2021-2025,Male,9
2060,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2021-2025,Female,13
2061,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2016-2020,Male,12
2062,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2016-2020,Female,15
2063,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2011-2015,Male,3
2064,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2011-2015,Female,5
2065,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2006-2010,Male,0
2066,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2006-2010,Female,11
2067,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2001-2005,Male,7
2068,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,2001-2005,Female,18
2069,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,1991-2000,Male,8
2070,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,1991-2000,Female,20
2071,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,<1991,Male,10
2072,FORCE-NEN collections,Maxima MC/MUMC,COLON,Yes,<1991,Female,7
2073,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2021-2025,Male,13
2074,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2021-2025,Female,15
2075,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2016-2020,Male,16
2076,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2016-2020,Female,12
2077,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2011-2015,Male,11
2078,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2011-2015,Female,16
2079,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2006-2010,Male,2
2080,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2006-2010,Female,12
2081,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2001-2005,Male,19
2082,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,2001-2005,Female,6
2083,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,1991-2000,Male,17
2084,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,1991-2000,Female,7
2085,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,<1991,Male,19
2086,FORCE-NEN collections,Maxima MC/MUMC,COLON,No,<1991,Female,4
2087,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2021-2025,Male,10
2088,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2021-2025,Female,9
2089,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2016-2020,Male,3
2090,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2016-2020,Female,11
2091,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2011-2015,Male,8
2092,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2011-2015,Female,10
2093,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2006-2010,Male,4
2094,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2006-2010,Female,4
2095,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2001-2005,Male,19
2096,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,2001-2005,Female,0
2097,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,1991-2000,Male,4
2098,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,1991-2000,Female,0
2099,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,<1991,Male,2
2100,FORCE-NEN collections,Maxima MC/MUMC,COLON,Unknown,<1991,Female,15
2101,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2021-2025,Male,1
2102,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2021-2025,Female,19
2103,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2016-2020,Male,2
2104,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2016-2020,Female,7
2105,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2011-2015,Male,7
2106,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2011-2015,Female,11
2107,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2006-2010,Male,11
2108,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2006-2010,Female,20
2109,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2001-2005,Male,15
2110,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,2001-2005,Female,11
2111,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,1991-2000,Male,19
2112,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,1991-2000,Female,16
2113,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,<1991,Male,19
2114,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Yes,<1991,Female,13
2115,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2021-2025,Male,10
2116,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2021-2025,Female,20
2117,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2016-2020,Male,19
2118,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2016-2020,Female,8
2119,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2011-2015,Male,0
2120,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2011-2015,Female,11
2121,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2006-2010,Male,20
2122,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2006-2010,Female,3
2123,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2001-2005,Male,5
2124,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,2001-2005,Female,7
2125,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,1991-2000,Male,10
2126,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,1991-2000,Female,6
2127,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,<1991,Male,16
2128,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,No,<1991,Female,20
2129,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2021-2025,Male,9
2130,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2021-2025,Female,14
2131,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2016-2020,Male,14
2132,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2016-2020,Female,9
2133,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2011-2015,Male,11
2134,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2011-2015,Female,6
2135,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2006-2010,Male,17
2136,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2006-2010,Female,4
2137,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2001-2005,Male,10
2138,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,2001-2005,Female,4
2139,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,1991-2000,Male,6
2140,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,1991-2000,Female,12
2141,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,<1991,Male,1
2142,FORCE-NEN collections,Maxima MC/MUMC,RECTUM,Unknown,<1991,Female,0
2143,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2021-2025,Male,19
2144,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2021-2025,Female,3
2145,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2016-2020,Male,4
2146,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2016-2020,Female,0
2147,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2011-2015,Male,20
2148,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2011-2015,Female,4
2149,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2006-2010,Male,20
2150,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2006-2010,Female,7
2151,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2001-2005,Male,16
2152,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,2001-2005,Female,4
2153,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,1991-2000,Male,0
2154,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,1991-2000,Female,19
2155,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,<1991,Male,6
2156,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Yes,<1991,Female,9
2157,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2021-2025,Male,6
2158,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2021-2025,Female,3
2159,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2016-2020,Male,9
2160,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2016-2020,Female,3
2161,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2011-2015,Male,19
2162,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2011-2015,Female,3
2163,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2006-2010,Male,1
2164,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2006-2010,Female,7
2165,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2001-2005,Male,13
2166,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,2001-2005,Female,5
2167,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,1991-2000,Male,7
2168,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,1991-2000,Female,1
2169,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,<1991,Male,8
2170,FORCE-NEN collections,Maxima MC/MUMC,Appendix,No,<1991,Female,15
2171,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2021-2025,Male,5
2172,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2021-2025,Female,3
2173,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2016-2020,Male,7
2174,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2016-2020,Female,8
2175,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2011-2015,Male,13
2176,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2011-2015,Female,15
2177,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2006-2010,Male,20
2178,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2006-2010,Female,16
2179,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2001-2005,Male,9
2180,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,2001-2005,Female,14
2181,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,1991-2000,Male,4
2182,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,1991-2000,Female,15
2183,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,<1991,Male,11
2184,FORCE-NEN collections,Maxima MC/MUMC,Appendix,Unknown,<1991,Female,19
2185,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2021-2025,Male,7
2186,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2021-2025,Female,16
2187,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2016-2020,Male,18
2188,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2016-2020,Female,18
2189,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2011-2015,Male,9
2190,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2011-2015,Female,2
2191,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2006-2010,Male,11
2192,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2006-2010,Female,2
2193,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2001-2005,Male,2
2194,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,2001-2005,Female,1
2195,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,1991-2000,Male,15
2196,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,1991-2000,Female,16
2197,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,<1991,Male,11
2198,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Yes,<1991,Female,15
2199,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2021-2025,Male,16
2200,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2021-2025,Female,5
2201,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2016-2020,Male,2
2202,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2016-2020,Female,0
2203,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2011-2015,Male,13
2204,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2011-2015,Female,2
2205,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2006-2010,Male,14
2206,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2006-2010,Female,10
2207,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2001-2005,Male,1
2208,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,2001-2005,Female,18
2209,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,1991-2000,Male,11
2210,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,1991-2000,Female,7
2211,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,<1991,Male,15
2212,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,No,<1991,Female,16
2213,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2021-2025,Male,4
2214,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2021-2025,Female,5
2215,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2016-2020,Male,7
2216,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2016-2020,Female,18
2217,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2011-2015,Male,18
2218,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2011-2015,Female,1
2219,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2006-2010,Male,17
2220,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2006-2010,Female,7
2221,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2001-2005,Male,10
2222,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,2001-2005,Female,11
2223,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,1991-2000,Male,11
2224,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,1991-2000,Female,17
2225,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,<1991,Male,3
2226,FORCE-NEN collections,Maxima MC/MUMC,STOMACH,Unknown,<1991,Female,4
2227,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2021-2025,Male,19
2228,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2021-2025,Female,20
2229,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2016-2020,Male,13
2230,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2016-2020,Female,5
2231,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2011-2015,Male,12
2232,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2011-2015,Female,5
2233,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2006-2010,Male,1
2234,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2006-2010,Female,4
2235,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2001-2005,Male,15
2236,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,2001-2005,Female,8
2237,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,1991-2000,Male,13
2238,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,1991-2000,Female,16
2239,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,<1991,Male,7
2240,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Yes,<1991,Female,13
2241,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2021-2025,Male,20
2242,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2021-2025,Female,2
2243,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2016-2020,Male,12
2244,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2016-2020,Female,7
2245,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2011-2015,Male,8
2246,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2011-2015,Female,14
2247,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2006-2010,Male,16
2248,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2006-2010,Female,3
2249,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2001-2005,Male,15
2250,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,2001-2005,Female,10
2251,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,1991-2000,Male,20
2252,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,1991-2000,Female,5
2253,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,<1991,Male,11
2254,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,No,<1991,Female,14
2255,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2021-2025,Male,20
2256,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2021-2025,Female,8
2257,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2016-2020,Male,5
2258,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2016-2020,Female,14
2259,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2011-2015,Male,5
2260,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2011-2015,Female,15
2261,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2006-2010,Male,18
2262,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2006-2010,Female,11
2263,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2001-2005,Male,16
2264,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,2001-2005,Female,4
2265,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,1991-2000,Male,2
2266,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,1991-2000,Female,4
2267,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,<1991,Male,12
2268,FORCE-NEN collections,Maxima MC/MUMC,PANCREAS,Unknown,<1991,Female,15
2269,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2021-2025,Male,1
2270,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2021-2025,Female,2
2271,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2016-2020,Male,19
2272,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2016-2020,Female,13
2273,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2011-2015,Male,5
2274,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2011-2015,Female,15
2275,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2006-2010,Male,14
2276,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2006-2010,Female,18
2277,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2001-2005,Male,14
2278,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,2001-2005,Female,7
2279,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,1991-2000,Male,12
2280,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,1991-2000,Female,16
2281,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,<1991,Male,6
2282,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Yes,<1991,Female,4
2283,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2021-2025,Male,4
2284,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2021-2025,Female,20
2285,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2016-2020,Male,2
2286,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2016-2020,Female,18
2287,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2011-2015,Male,8
2288,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2011-2015,Female,12
2289,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2006-2010,Male,10
2290,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2006-2010,Female,13
2291,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2001-2005,Male,3
2292,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,2001-2005,Female,16
2293,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,1991-2000,Male,11
2294,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,1991-2000,Female,11
2295,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,<1991,Male,7
2296,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,No,<1991,Female,1
2297,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2021-2025,Male,14
2298,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2021-2025,Female,0
2299,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2016-2020,Male,10
2300,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2016-2020,Female,11
2301,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2011-2015,Male,2
2302,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2011-2015,Female,11
2303,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2006-2010,Male,16
2304,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2006-2010,Female,13
2305,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2001-2005,Male,5
2306,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,2001-2005,Female,17
2307,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,1991-2000,Male,0
2308,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,1991-2000,Female,2
2309,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,<1991,Male,3
2310,FORCE-NEN collections,Maxima MC/MUMC,SMALL INTESTINE,Unknown,<1991,Female,2
2311,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2021-2025,Male,15
2312,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2021-2025,Female,6
2313,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2016-2020,Male,18
2314,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2016-2020,Female,9
2315,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2011-2015,Male,3
2316,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2011-2015,Female,10
2317,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2006-2010,Male,8
2318,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2006-2010,Female,7
2319,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2001-2005,Male,11
2320,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,2001-2005,Female,14
2321,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,1991-2000,Male,14
2322,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,1991-2000,Female,4
2323,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,<1991,Male,6
2324,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Yes,<1991,Female,13
2325,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2021-2025,Male,2
2326,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2021-2025,Female,1
2327,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2016-2020,Male,7
2328,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2016-2020,Female,6
2329,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2011-2015,Male,3
2330,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2011-2015,Female,18
2331,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2006-2010,Male,6
2332,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2006-2010,Female,1
2333,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2001-2005,Male,10
2334,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,2001-2005,Female,19
2335,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,1991-2000,Male,9
2336,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,1991-2000,Female,2
2337,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,<1991,Male,18
2338,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,No,<1991,Female,1
2339,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2021-2025,Male,6
2340,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2021-2025,Female,17
2341,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2016-2020,Male,13
2342,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2016-2020,Female,13
2343,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2011-2015,Male,3
2344,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2011-2015,Female,0
2345,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2006-2010,Male,4
2346,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2006-2010,Female,10
2347,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2001-2005,Male,16
2348,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,2001-2005,Female,14
2349,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,1991-2000,Male,13
2350,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,1991-2000,Female,8
2351,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,<1991,Male,9
