id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,biobank,biobank_label,network,combined_network,also_known,type,data_categories,order_of_magnitude,size,categories,timestamp,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,combined_quality
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCRCWholeSlideImage-SurvivalCohort,Colorectal Cancer (CRC) Whole Slide Image - Survival Cohort,,"Inclusion criteria: Patients with colorectal cancer as a primary diagnosis (C18), samples from 1984 to 2013.Over 180 000 images (resolution 0.25µm/pixel, over 800 TByte) from 100 000 slides (H&E and IHC staining of FFPE tissue sections) from over 6 400 cases comprising tissue from colorectal cancer resections (tumour and non-tumour colon tissue, resection margins, fatty tissue, and associated lymph nodes)Associated data: Pathology diagnosis TNM staging ICD-10 and ICD-O codes Survival data Meta data from whole slide images",,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"SAMPLE,IMAGE","IMAGING_DATA,MEDICAL_RECORDS,CLINICAL_SYMPTOMS,BIOLOGICAL_SAMPLES",5,180000,cancer,2022-11-21 12:47:43.0,6400,,"FEMALE,MALE","urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,YEAR,TISSUE_STAINED,temperatureRoom,,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCRCWholeSlideImage-VascularInvasionCohort,Colorectal Cancer (CRC) Whole Slide Image - Vascular Invasion Cohort,,"Inclusion criteria: Patients with colorectal cancer as a primary diagnosis (C18), samples from 1984 to 2013. Approx. 800 whole slide images (resolution 0.25µm/pixel) from ~ 800 slides (H&E, histochemical and IHC staining of FFPE tissue sections) from over 260 cases comprising colorectal tumour tissue.Associated data: Pathology diagnosis TNM staging ICD-10 and ICD-O codes Clinical data  Survival data Meta data from whole slide images",,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"SAMPLE,IMAGE","IMAGING_DATA,DiseaseDuration,MEDICAL_RECORDS,BIOLOGICAL_SAMPLES",2,800,cancer,2022-11-21 12:53:24.0,260,,"FEMALE,MALE","urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,YEAR,TISSUE_STAINED,temperatureRoom,,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,Colorectal Cancer Collection,,,,,AT,"47,07492","15,46588",,bbmri-eric:contactID:AT_MUG_0020,AT,false,,bbmri-eric:ID:AT_MUG,Biobank Graz,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_BBMRI_at","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"DISEASE_SPECIFIC,HOSPITAL,IMAGE,POPULATION_BASED,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",5,169815,cancer,2021-06-25 07:36:28.0,,,"MALE,FEMALE","urn:miriam:icd:D37,urn:miriam:icd:C18,urn:miriam:icd:C18.4,urn:miriam:icd:C18.5,urn:miriam:icd:C19,urn:miriam:icd:C18.2,urn:miriam:icd:C18.3,urn:miriam:icd:C18.0,urn:miriam:icd:C18.1,urn:miriam:icd:C18.8,urn:miriam:icd:C18.9,urn:miriam:icd:C18.6,urn:miriam:icd:C18.7,urn:miriam:icd:C20,urn:miriam:icd:D37-D48,urn:miriam:icd:II,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97",18,99,YEAR,"TISSUE_FROZEN,SERUM,TISSUE_PARAFFIN_EMBEDDED","temperature-60to-85,temperatureLN,temperatureRoom",T-59300,,,true,true,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427136,Colorectal Cancer Collection - Colorectal Tissue,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_BBMRI_at","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1461,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,TISSUE_FROZEN,temperatureLN,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:NL_AMCBB:collection:HRI-COV95,Surveillance Epidemiology of Corona Virus (COVID-19) Under Research Exclusion - Atopic Dermatitis (SECURE-AD),SECURE-AD,"""Given the interest in the emerging and evolving coronavirus (COVID-19) pandemic and the questions regarding how this will impact patients with atopic dermatitis (AD) who are treated with systemic immunomodulating medication, we have created a secure, online, de-identified Personal Health Identifier (PHI)-free reporting registry: www.covidderm.org. SECURE-AD (Surveillance Epidemiology of Corona Virus (COVID-19) Under Research Exclusion - Atopic Dermatitis) is a secure, online, de-identified Personal Health Identifier (PHI)-free international reporting registry for health care providers to report outcomes of COVID-19 in AD patients who are treated with and without systemic immunomodulating medication. By collecting worldwide observational data on cases of COVID-19 in AD patients treated with and without systemic immunomodulating therapy, the SECURE-AD registry will enable description of the impact of COVID-19 on these patients and how factors such as age, comorbidities, and AD systemic immunomodulating treatments impact COVID-19 outcomes. Through broadscale participation and collaboration the data collected through the SECURE-AD registry will benefit the entire AD patient population and international clinical community. SECURE-AD is closely aligned with recently established partner databases for outcomes to COVID-19 in other immune-mediated inflammatory diseases (such as www.covidibd.org, www.psoprotect.org and www.rheum-covid.org). We will continue to collaborate closely with these research teams in order to facilitate valuable cross-disease analyses. Objectives: - To uncover the underlying determinants of the outcome of COVID-19 in patients with AD who are treated with systemic immunomodulating medication, and to investigate if this is influenced by age, sex, ethnicity, and comorbidities. - To determine the impact of COVID-19 on the disease course/severity of atopic dermatitis;-To create a data resource To enrich other allied datasets through cross-disease collaboration: e.g. psoriasis, alopecia areata, inflammatory bowel disease and rheumatology. To create a data resource to enrich other allied datasets through cross-disease collaboration: e.g. psoriasis, alopecia areata, inflammatory bowel disease and rheumatology. This is a registry-embedded case series study of COVID-19 outcomes in AD patients. We will include patients who are treated with immunomodulating therapy and patients who are not treated with immunomodulating therapy as a control group. De-identified real-world observational clinical data is collected using the web-based SECURE-AD case report form. The scope of the study is to investigate disease epidemiology. Healthcare providers are encouraged to upload patient data after the patient has had COVID-19 for a long enough duration to experience partial or complete recovery, hospitalization or death. One case report form will be completed for each patient and should take approximately 5 minutes to complete. All observational data is de-identified. The data includes demographic variables such as age, sex and ethnicity; patient characteristics such as BMI, comorbidities and concomitant medication; date of diagnosis and severity of AD (pre- and post-COVID-19); details of systemic immunomodulating AD treatments and COVID-19 disease course and outcomes. """,,,NL,,,bbmri-eric:contactID:NL_musters,bbmri-eric:contactID:NL_855,NL,false,,bbmri-eric:ID:NL_AMCBB,Amsterdam UMC Biobank: Location AMC,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,,COHORT,SURVEY_DATA,1,,"paediatric_included,covid19",,,,,urn:miriam:icd:U07.1,0,99,YEAR,,,,,,false,true,,false,,,,,,
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427137,Colorectal Cancer Collection - Colorectal Tissue,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_BBMRI_at","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1029,,2020-04-19 15:23:11.0,,,,,,,,TISSUE_FROZEN,temperatureLN,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427138,Colorectal Cancer Collection - Colorectal Tissue,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_BBMRI_at","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",1,24,,2020-04-19 15:23:11.0,,,,,,,,TISSUE_FROZEN,temperatureLN,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427139,Colorectal Cancer Collection - Colorectal Tissue,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_BBMRI_at","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,24523,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:D37,urn:miriam:icd:D37-D48,urn:miriam:icd:II",,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427140,Colorectal Cancer Collection - Colorectal Tissue,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_BBMRI_at","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,14576,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427141,Colorectal Cancer Collection - Colorectal Tissue,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_BBMRI_at","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,13308,,2020-04-19 15:23:11.0,,,,,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427142,Colorectal Cancer Collection - Colorectal Tissue,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_BBMRI_at","bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,24771,,2020-04-19 15:23:11.0,,,,,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427143,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,8716,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.0,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427144,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1186,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.1,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,,,,,,,true,,,,,,accredited
bbmri-eric:ID:SE_1802:collection:all_samples,"Main collection of WOLF, comprising of all the samples.",,,,,SE,,,,bbmri-eric:contactID:SE_1802,SE,false,,bbmri-eric:ID:SE_1802,WOLF,,,,OTHER,OTHER,4,0,,,,,NAV,,,,YEAR,"PLASMA,SERUM,OTHER",,,,,,,,true,,,,,,
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427145,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,10321,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.2,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427146,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3285,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.3,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427147,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3413,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.4,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427148,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3237,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.5,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427149,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1779,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.6,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427150,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,23702,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.7,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427151,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,164,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.8,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427152,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,11518,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C18.9,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,T-59300,,,,,,true,,,,,,accredited
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427153,Colorectal Cancer Collection - Colorectal Liquid samples,,,,,AT,,,,bbmri-eric:contactID:AT_MUG_0020,AT,false,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,bbmri-eric:ID:AT_MUG,Biobank Graz,bbmri-eric:networkID:AT_BBMRI_at,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:AT_BBMRI_at,bbmri-eric:networkID:EU_esbb",,"POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3619,cancer,2020-04-19 15:23:11.0,,,,"urn:miriam:icd:C19,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,SERUM,temperature-60to-85,,,,,,,true,,,,,,accredited
