id,pid,name,acronym,description,url,location,country,latitude,longitude,head,contact,juridical_person,network,also_known,capabilities,collaboration_commercial,collaboration_non_for_profit,national_node,withdrawn
bbmri-eric:ID:UK_GBR-1-222,21.12110/1.0052-f574-81f6,University of Sheffield,,Longitudinal blood samples from patients with suspected and confirmed pulmonary hypertension,,,UK,,,,bbmri-eric:contactID:UK_GBR-1-222,University of Sheffield,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-225,21.12110/1.028a-2224-998a,Sheffield Pulmonary Hypertension Biobank,,"Longitudinal collection of blood samples from patients with pulmonary hypertension and associated lung and cardiovascular disease, as well as some healthy volunteers as controls. The biobank samples with associated clinical data are used in research into the these conditions, how they cause symptoms and illness, and to develop new ways to diagnose, treat, and prevent diseases.",http://www.lungsheffield.org/clinical-services/clinical-phenotyping-and-biobank-research,,UK,,,,bbmri-eric:contactID:UK_GBR-1-225,University of Sheffield,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-23,21.12110/1.7465-9794-27db,Northern Ireland Biobank (NIB),,"Northern Ireland Biobank was established in 2010 to collect, store and distribute human samples for translational research and is primarily funded by the Northern Ireland Health and Social Care Research & Development Division of the Public Health Agency.  Cancer Research UK (CR-UK), the Friends of the Cancer Centre and Prostate Cancer UK have also provided financial support. The NIB complies with approvals from both the Office of Research Ethics in Northern Ireland and HSC R&D governance to host and distribute cohorts of quality assured biological samples linked with well-defined clinical and pathological data sets.",http://www.nibiobank.org/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-23,Queen's University Belfast,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-234,21.12110/1.191a-2d6e-c4dd,Bristol Dental School Saliva Bank,,Whole human saliva is collected from donors at the Bristol Dental School at the University of Bristol.,,,UK,,,,bbmri-eric:contactID:UK_GBR-1-234,University of Bristol,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-24,21.12110/1.60c9-8f70-6384,SCOT translational sample collection,,"The SCOT study  enrolled more than 6000 patients over a 5 year period and is the largest single trial ever conducted in CRC. Tissues collected from patients entered in to the study are physically hosted in two sites; blood samples and blood fractions e.g. DNA, are held at the University of Oxford and FFPE samples are housed at the Glasgow Biobank. There are approximately 3000 blood and 3000 tissue samples in the collection.    The associated clinical data is held by the Cancer Research UK Clinical Trials Unit, Glasgow.",http://www.crukctuglasgow.org/eng.php?pid=scot,,UK,,,,bbmri-eric:contactID:UK_GBR-1-24,University of Glasgow,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-244,21.12110/1.54dd-5ef2-55af,Sheffield Lung Research Tissue Bank,,This lung tissue research bank at the University of Sheffield supports a long-standing interest in lung cell biology. Projects have investigated aspects of lung mast cell and macrophage biology and current work is focussed on pulmonary vascular cell biology. As part of this ongoing research we have curated more than 1000 samples of ‘grossly normal’ lung tissue from individuals who have undergone lung surgery.,https://www.sheffield.ac.uk/medicine/lung,,UK,,,,bbmri-eric:contactID:UK_GBR-1-244,University of Sheffield,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-247,21.12110/1.4890-3d60-fd3a,IMPORT HIGH trial blood samples,,Blood samples from patients with early stage breast cancer who received breast conserving surgery and appropriate systemic therapy and radiotherapy.,,,UK,,,,bbmri-eric:contactID:UK_GBR-1-247,The Institute of Cancer Research,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-248,21.12110/1.3c45-b59c-29e4,Norwich Research Park Biorepository,,"The NRP Biorepository is a newly developing service facilitating world leading research on the Norwich Research park, home to institutes including Quadram Biosciences, the UEA, the Norfolk and Norwich University Hospital, John Innes and the Earlham Institute. Established and funded as part of the development programme of the Park, it supports academic and commercial researchers both locally and from outside the Park in all aspects of tissue based research.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-248,Norfolk and Norwich University Hospital,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-249,21.12110/1.afb3-fda0-5f72,Sheffield Brain Tissue Bank (SBTB),,"Sheffield Brain bank comprises of tissue samples mainly of Degenerative diseases (MND, Alzhiemers)",https://www.sheffield.ac.uk/neuroscience/sbtb/home,,UK,,,,bbmri-eric:contactID:UK_GBR-1-249,University of Sheffield,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-250,21.12110/1.37c6-4a1b-f58e,Nostra feasibility trial,,"A prospective non-randomised, multi-centre feasibility study to assess if patients with residual cancer following dual-targeted neoadjuvant chemotherapy treatment for HER2-positive, ER-negative early breast cancer can be identified by multiple ultrasound-guided tumour bed core biopsies",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-250,University of Birmingham,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-255,21.12110/1.84cd-9234-e94d,Tommy's National Reproductive Health Biobank,,The Tommy's Biobank aims to prospectively collect samples from pregnant and non pregnant women to help research in to pregnancy complications. The biobank has been granted permission to ethically approve research projects conducted in the field of reproductive health. The biobank will bring together six biobanks that will all collect samples of high quality according to the standard operating procedures written by experts in the field of reproductive health.,,,UK,,,,bbmri-eric:contactID:UK_GBR-1-255,University Hospitals Coventry and Warwickshire NHS Trust,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-256,21.12110/1.ba40-061f-c0ec,EXCEED study,,"EXCEED is a longitudinal population-based cohort which facilitates investigation of genetic, environmental and lifestyle-related determinants of a broad range of diseases and of multiple morbidity through data collected at baseline and via electronic healthcare record linkage.   * Recruitment has taken place in Leicester, Leicestershire and Rutland since 2013 and is ongoing, with approximately 10,000 participants aged 30-69 to date. The population of Leicester is diverse and additional recruitment from the local South Asian community is ongoing.   * Participants have consented to follow-up for up to 25 years through electronic health records and additional bespoke data collection is planned.   * Data available includes baseline demographics, anthropometry, spirometry and lifestyle factors (smoking and alcohol use), and longitudinal health information from primary care records, with additional linkage to other EHR datasets planned. Patients have consented to be contacted for recall-by-genotype and recall-by-phenotype sub-studies, providing an important resource for precision medicine research.   * We welcome requests for collaboration and data access by contacting the study management team via exceed@le.ac.uk.",http://www.leicsrespiratorybru.nihr.ac.uk/our-research/our-research-studies/exceed/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-256,University of Leicester,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-26,21.12110/1.4864-5ba6-fe18,plasmaMATCH,,"The UK plasma based Molecular profiling of Advanced breast cancer to inform Therapeutic Choices (plasmaMATCH) Trial:   A multiple parallel cohort,  open-label, multi-centre phase IIa clinical trial aiming to provide proof of principle efficacy for designated targeted therapies in patients with advanced breast cancer where the targetable mutation is identified through ctDNA screening",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-26,The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-29,21.12110/1.ed61-7f36-f010,Cardiff School of Dentistry Tooth Bank,,Collection of both deciduous and permanent teeth.  Collection of fresh teeth for extraction of pulpal cells can be arranged.,,,UK,,,,bbmri-eric:contactID:UK_GBR-1-29,Cardiff University,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-33,21.12110/1.1c1b-1315-9c71,Manchester Eye Tissue Repository,,"Repository of post mortem donor eye tissue collected after removal of the corneas for transplantation. It has been established particularly for research into macular disease (age-related macular degeneration), but other ocular tissues have been stored frozen including peripheral retina, sclera, lens, vitreous and optic nerve.  Macular tissue has been stored frozen for immunohistochemistry (by embedding in OCT) and for biochemical studies.   The donor tissue had been genotyped in relation to AMD risk.  The Repository is funded by The Macular Society.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-33,University of Manchester,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-49,21.12110/1.32b7-2fee-33dd,Bloodwise Childhood Leukaemia Cell Bank,,"The Bloodwise Childhood Leukaemia Cell Bank is a national collection of samples from children and young people with paediatric haematological malignancies. It is very well annotated with demographic, clinical and genetic features. This annotation enables identification and curation of very rare subgroups. There is a range of sample types including viable cells and DNA from bone marrow, plasma and CSF supporting many different types of project.     The Bank is open to international as well as UK-based researchers where at least one of the investigators is based at a UK university or NHS institution. Applications are reviewed rapidly by an independent review panel. Our team can give help and advice at all stages of the application from initial enquiry to dispatch of samples.     The Bank also holds a collection of HLA typed cord blood which are subject to the same review process.",http://www.cellbank.org.uk/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-49,Cell Bank Steering Committee,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-34,21.12110/1.18c6-a329-e114,MRC Brain Banks Network,,"The UK Brain Bank Network is an initiative, led by the MRC, to establish a coordinated national network of UK brain tissue resources (banks) for researchers to use.    The banks store post-mortem brain and central nervous system (CNS) tissue donated by the public for diagnosis and research into disorders.  Advances in understanding genetics and many of the molecules that define brain function mean that more and more research questions can be answered from human brain tissue.",http://www.mrc.ac.uk/research/facilities/brain-banks/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-34,University of Bristol,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-35,21.12110/1.eb39-8b89-ba7d,NHS Grampian Biorepository,,"The Grampian Biorepository was developed to provide core facilities that could undertake research based around the collection, storage, analysis and distribution of human biological samples collected within NHS Grampian.   The biorepository supports a range of tissue based projects.   The main areas of research activity are translational research programs in colorectal cancer, lung cancer.  In addition we have the following collections: orthopaedic tissues and liver samples, We have access to the Pathology Department archive consisting of patient identifiable paper documents, tissue blocks and glass slides containing in excess 1 million patient samples.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-35,NHS Grampian,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-36,21.12110/1.5c88-e0f3-5fe8,UK ME/CFS Biobank,,"Participants:    Over 650 participants are included in the study, including ME/CFS participants diagnosed by a physician and compliant with CDC ’94 (Fukuda) and Canadian Consensus Criteria (CCC), with  case definition compliance available for four other commonly-used criteria. Healthy and MS matched controls are also available.    • Mild and Moderate ME/CFS  • Severe (Home-Bound) ME/CFS  • Multiple Sclerosis  • Healthy Controls    Samples Available:    Over 32,000 aliquots available.  • Whole Blood  • Serum  • Plasma  • RBCs  • PBMCs (Sodium Heparin and K2 EDTA)  • Blood for RNA Extraction (PaxGENE)    Associated Data Available:    • Baseline Standard Laboratory Tests to exclude comorbidity causes of fatigue  • In-person clinical assessment data   • Detailed Symptoms Assessments  • Demographic information  • Standardised instruments of Fatigue Severity and Functional Impairment",http://cureme.lshtm.ac.uk/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-36,London School of Hygiene & Tropical Medicine,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-37,21.12110/1.6824-3d27-4c14,Ethical Tissue - University of Bradford,,"Ethical Tissue is a research tissue bank, licensed by the Human Tissue Authority (HTA); to collect, store and supply a wide range of human tissue, cells and fluids to biomedical research groups in academia and industry.  Also includes tissue donated after death.",http://www.brad.ac.uk/business/ethical-tissue,,UK,,,,bbmri-eric:contactID:UK_GBR-1-37,University of Bradford,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-39,21.12110/1.4a96-5d59-8fc2,Cam-UroOnc Biorepository,,"The primary role of the CamUro-Onc is to consent, collect, log and store frozen tumour/normal tissues, blood and urine for use in approved research projects. The bank has been in operation since 2003 and now has an extensive collection of biosamples from urological diseases.    Type of samples collected;  - Fresh frozen and paraffin wax embedded tumour/normal tissue (where possible) from kidney, bladder and prostate.  - Matching blood and urine samples.  - Blood and urine samples collected as part of several research projects.  These samples have been collected as part of various ethically approved research studies.    The CamUro-Oncology Biobank is part of the Cambridge site of the ProMPT NCRI Prostate Cancer Collaborative. ProMPT provides infrastructure to take forward translational research in prostate cancer including the establishment of biorepositories and tissue collections together with epidemiological and clinical information.   DIAMOND Study-(Discovery and Analysis of novel biomarkers in Urological diseases)- Collection of initial and sequential samples from subjects with benign and cancerous urological diseases.",http://www.cambridgecancercentre.org.uk/research/programmes/urological-malignancies,,UK,,,,bbmri-eric:contactID:UK_GBR-1-39,University of Cambridge,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-58,21.12110/1.3bc5-1b6f-5598,UK Biobank,,"UK Biobank is a major national health resource, and a registered charity in its own right, with the aim of improving the prevention, diagnosis and treatment of a wide range of serious and life-threatening illnesses – including cancer, heart diseases, stroke, diabetes, arthritis, osteoporosis, eye disorders, depression and forms of dementia. UK Biobank recruited 500,000 people aged between 40-69 years in 2006-2010 from across the country to take part in this project. They have undergone measures, provided blood, urine and saliva samples for future analysis, detailed information about themselves and agreed to have their health followed. Over many years this will build into a powerful resource to help scientists discover why some people develop particular diseases and others do not.",http://www.ukbiobank.ac.uk/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-58,Medical Research Council and the Wellcome Trust,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-4,21.12110/1.6204-de0d-4b67,Human Developmental Biology Resource (HDBR),,"The Human Developmental Biology Resource (HDBR) is an ongoing collection of human embryonic and fetal material ranging from 3 to 20 weeks of development. Material is available to researchers internationally following registration with the tissue bank.  Jointly funded by the MRC and Wellcome Trust, the biobank has been operating since 1999 and is based at two centres: Institute of Genetic Medicine – Newcastle University and the Institute of Child Health – University College London.    Tissues can be dissected to meet specific research needs and samples supplied fixed or frozen for histology or nucleic acid extraction, or the tissue can be collected into culture media to be used to establish cell lines. Material pre-sectioned to microscope slides is available for immunohistochemistry (IHC) or tissue in situ hybridisation studies (TISH) and stage, tissue specific RNA/DNA/cDNA can be requested.    Our In House Gene Expression Service will perform IHC or TISH experiments on behalf of registered users and provide them with high quality annotated images of results ready for publication.",http://www.hdbr.org/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-4,Newcastle University,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-40,21.12110/1.c3b2-df53-4e33,BioDock,,"Proud to be an industry leader in cryogenic storage. Our state-of-the-art facilities are based in the UK and Switzerland. Storing over 500,000 samples from over 70 different countries",http://www.bio-dock.com/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-40,BioDock,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-41,21.12110/1.6cf9-7520-4aa2,Tissue Access for Patient Benefit (TAPb),,"We aim to facilitate the pathway for access, storage, use and transfer of human organs, cells and tissue between clinical centres within UCL Partners, academic groups in UCL, other universities, hospitals, medical researcher and biotechnology companies, to enhance the ability for researchers to access the materials they need. Alongside this, researcher will be able to exchange information and access guides on regulatory, ethics and practical issues concerning access, transfer and use of this type of material. These guides will be video and documents format, based on talks at organised events given by experts in the relevant fields.",https://www.ucl.ac.uk/tapb/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-41,UCL,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-42,21.12110/1.b361-0b19-d2fd,University of Southampton Faculty of Medicine Tissue Bank,,"The Tissue Bank is licensed by the Human Tissue Authority (HTA) to source, organise, collect, prepare, store and distribute a diverse collection of human tissues and biological products.    All tissue is collected with patient consent and distributed anonymously only to National Research Ethics Service (NRES) approved studies. This valuable resource is available  to aid the study of cancer biology and other associated research. The Tissue Bank allows for rapid access to a plethora of biological materials supported by an inventory management system. Tissues currently available include normal and malignant snap frozen tissue, FFPE blocks, fresh biopsy tissues, blood products and biological fluids. Collections are organized by Tissue Bank staff and include a wide variety of cancer classifications. The Tissue Bank currently holds over 100,000 vials.",http://www.southampton.ac.uk/cruk/tcr/tissue.page,,UK,,,,bbmri-eric:contactID:UK_GBR-1-42,University of Southampton,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-44,21.12110/1.5755-5be2-4297,HPB Biobank,,Prospectively collected fresh tissues from surgery.  All patients fully consented.  Snap frozen paired cancers and normal tissues.  Stored in liquid nitrogen  HCC  Cholangiocarcinoma  Liver mets  Benign tumours  Gallbladder cancer  Pancreas and ampullary cancers  1010 samples currently in bank,,,UK,,,,bbmri-eric:contactID:UK_GBR-1-44,UCL,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-47,21.12110/1.9059-c3e8-a748,MesobanK,,"A global solution to a global problem.    Mesobank is a Research Tissue Bank dedicated to the study of mesothelioma. We provide a comprehensive sample and data set from patients with mesothelioma and support biomedical research directly concerned with asbestos related disease undertaken within the UK, EEA, USA, Canada, Australia and New Zealand.",http://www.mesobank.com/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-47,Papworth Hospital NHS Foundation Trust,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-50,21.12110/1.4ef8-ffd7-f087,CMFT Biobank,,"Our biobank is a resource for health research available to all bona-fide researchers via our application process.  We hold a large collection of human biological samples with associated clinical information.    All human biological samples collected by The Biobank have full ethical approval, and is handled within the conditions of the ethical approval gained, in accordance with the requirements of the Human Tissue Act 2004 and under the governance of the Human Tissue Authority (HTA) Licence (#12552).    The Biobank has been ethically approved as a research tissue bank by the NRES Committee North West – Haydock (Ref: 14/NW/1260). The Biobank is authorised to ethically approve biomedical research projects that fall within this governance structure. Researchers receiving samples from The Biobank are not required to have individual project based ethical approval from NRES.      Tissue types    Uterus (tumour, associated normal, control normal, benign conditions)  Ovary (tumour, associated normal, control normal, benign conditions)  Colon, ileum (tumour, associated normal, control normal, crohn’s disease, ulcerative colitis)  Kidney (tumour, associated normal, control normal)  Liver (tumour, associated normal, control normal)  Prostate (tumour, associated normal)  Thyroid, parathyroid (tumour, associated normal, benign conditions)  Head & neck (tumour, associated normal, control normal)      Sample types    Fresh tissue in perfusion solution (medium of choice available 1hr post-surgical removal)  Frozen tissue  FFPE (formalin fixed paraffin embedded) tissue blocks  Frozen or FFPE tissue sections mounted on glass slides  Blood or tissue-derived DNA, RNA and protein  Case-matched serum and plasma",https://research.cmft.nhs.uk/facilities-services/biobank-and-pathology/biobank,,UK,,,,bbmri-eric:contactID:UK_GBR-1-50,Central Manchester University Hospitals NHS Trust,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-51,21.12110/1.59e0-0a68-d025,Leeds Multidisciplinary Research Tissue Bank,,"Background:  The Leeds Biobanking and Sample Processing Lab (LBSPL) is based at St James’s University Hospital and is an important element in the Leeds Clinical Research Facility (LCRF). LBSPL is dedicated to providing a sample processing service for clinical trials, and for many biobanking activities within the University and Leeds Teaching Hospitals Trust.  These currently include collections of tissue, and fluid samples such as blood and urine obtained from consented patients diagnosed with kidney, bladder, colorectal and ovarian cancer, brain tumours, and patients undergoing renal transplant. These are processed and stored in research tissue banks (Leeds Multidisciplinary RTB and Leeds NIHR Biomarker RTB) and used as a valuable resource for wider research activities.    The Leeds Multidisciplinary Research Tissue Bank (RTB) was given favourable ethical opinion by the Leeds (East) Research Ethics Committee on 3rd March 2010 and renewed 5 yeasr later (Current REC ref: 15/YH/0080).      Current situation:  The LBSPL provides ongoing sample processing support to a variety of local or commercial clinical trials requiring samples to be collected for PK/PD endpoints or other associated translational studies. The Leeds Multidisciplinary RTB currently holds matched normal and malignant frozen renal tissue samples from ~600 patients with renal cancer, and plasma, serum, buffy coat and urine samples from ~800 renal cancer patients either prior to surgery/treatment or during treatment, for example with sunitinib. In addition, fluid samples have been collected from patients with benign urological conditions, healthy controls, patients prior to and following renal transplant A population-based TMA including tissue from ~300 RCC patients has also been established.From having solely a renal focus, the RTB has expanded to now also include frozen normal tissue samples, and frozen tissue and urine samples from >1,000 patients with bladder cancer, frozen tissue from patients with brain tumours and limited samples from patients with ovarian cancer or colorectal cancer (no new collections ongoing in these areas). The Leeds NIHR BioRTB has closed to recruitment and contains a bank of fluid samples from patients with liver disease, renal cancer and patient undergoing renal transplantation. These were collected as part of a multicentre initiative in the UK, together with associated clinical data, and are intended for use in biomarker validation studies.      Sample processing and clinical data:  Samples are processed according to the relevant quality controlled Standard Operating Procedures (SOPs) within Good Clinical Practice (GCLP) laboratories. The dedicated sample processing team of laboratory technicians, administrative staff and a Quality Assurance manager works together to ensure that all samples are handled, processed, stored and tracked to the highest standards. The samples are stored accordingly at the correct temperature (e.g. snap frozen tissue in liquid nitrogen, plasma, serum and buffy coats at -80oC). All freezers and liquid nitrogen dewars which hold patient samples are monitored using the Tutela system, a 24/7 web-based alert response temperature monitoring system.    Full clinical data is being collected using CRFs. Follow-up data and data available later such as pathology results are obtained from the relevant hospital records/databases by trained personnel with appropriate access. We hope to move to more automated data linkage in the future through working with the Leeds Institute of Data Analytics.      To find further information about collaborative access to these RTB samples please e-mail Roz Banks or Jo Brown at rtb@leeds.ac.uk.",http://multirtb.leeds.ac.uk/index.php,,UK,,,,bbmri-eric:contactID:UK_GBR-1-51,University of Leeds,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-52,21.12110/1.14fb-f257-513e,NHS Greater Glasgow & Clyde Bio-Repository,,The NHS Greater Glasgow & Clyde Bio-repository is part of NHS Scotland NHS Research Scotland Infrastructure. There is a network of Bio-repository across Scotland designed to encourage use of tissue in research and boost availability of tissue across Scotland.  Each Bio-repository node holds the responsibility for tissue governance for local and partner Health Boards with a main focus on facilitating access to surplus diagnostic and surgical tissue for use in research.,http://www.nhsresearchscotland.org.uk/about/infrastructur,,UK,,,,bbmri-eric:contactID:UK_GBR-1-52,NHS Greater Glasgow & Clyde,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-53,21.12110/1.d15f-2779-c736,The Christie NHS Foundation Trust,,Facilitating high quality cancer research by bringing a flexible and committed approach to ethical sample and data collection,http://www.mcrc.manchester.ac.uk/Our-Research/Biobank,,UK,,,,bbmri-eric:contactID:UK_GBR-1-53,The Christie NHS Foundation Trust,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-54,21.12110/1.9488-ac50-3473,QUOD - Quality in Organ Donation,,"Organ donation and transplant saves thousands of lives a year and could be considered one of the greatest successes in modern medicine. However, over the past decade, there has been an ever increasing need for organs throughout the UK, far surpassing the supply. This is a pattern that is predicted to worsen over the next 10 years.    As many as one in three patients on the transplant waiting list will die or become too unwell to receive a transplant as a result of this disparity.     To address this problem, the transplant community have been turning to organs previously considered to be unsuitable for transplantation, including organs from extended criteria donors and non-heart beating donors. In order to do this, QUOD aims to facilitate research by collecting blood, urine and tissue samples of appropriately consented / authorised organ donors. Through this, it may be possible to determine pathways of injury and repair in organs and identify biomarkers which can be used to better predict the outcomes of transplantation.    QUOD is a nationwide programme encompassing all retrieval zones in the UK. These regions include:     •Birmingham / Cardiff  •Cambridge  •Edinburgh  •London Kings  •Manchester / Leeds  •Newcastle  •Oxford / Royal Free    The QUOD team has a wide range of personnel, including specialist nurses, transplant surgeons, academics, management teams and a variety of healthcare professionals.     The samples collected throughout the QUOD programme are available for research purposes. Samples will be available to research projects based on scientific merit. More information about the access policy can be found on the website.",http://www.quod.org.uk/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-54,University of Oxford,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-56,21.12110/1.9373-0eff-0b05,Arden Tissue Bank,,"Arden Tissue Bank operates under a Human Tissue Authority post mortem licence within a district general hospital. The biobank has generic , ethical approval and is able to collect tissues prospectively across a wide range of tissue types.  In addition the biobank has access to the full pathological archive across three hospital sites. The cellular pathology archive alone totals almost 2 million blocks, with full patient data available for the last 10 years.",http://www.uhcw.nhs.uk/research/facilities/arden-tissue-bank,,UK,,,,bbmri-eric:contactID:UK_GBR-1-56,University Hospitals coventry & Warwickshire NHS Trust,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-59,21.12110/1.8b9d-cf30-c73a,ESPAC-TPlus,,"To centralise tissue and other clinical samples from the ESPAC studies, and make them available for future studies. Storage of the samples is designed to facilitate specific studies on response to chemotherapeutics. These separate studies will be subject to individual ethics applications. If successful they will allow subgroups of patients to be identified who will be predicted to benefit from particular chemotherapeutic regimens, improving survival for individual patients and facilitating clinical trials.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-59,University of Liverpool,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-61,21.12110/1.4109-d420-c9ad,Epilepsy Society Brain and Tissue Bank,,"The Epilepsy Society Brain and Tissue Bank is a recently established tissue bank at the Institute of Neurology, which has ethical approval and is supported by the Epilepsy Society. It is located within UCL Institute of Neurology in the Department of Neuropathology and is governed by a committee including members of the Department of Clinical and Experimental Epilepsy, the Epilepsy Society as well as SUDEP Action.  The collection comprises consented tissue samples from patients who have undergone epilepsy surgery, mainly at the National Hospital for Neurology and Neurosurgery. In addition the tissue bank archives whole brain samples from patients with epilepsy and particularly epilepsy-related deaths, such as sudden and unexpected death in epilepsy (SUDEP).  We have a donor registry for people who have epilepsy, seizures or who are healthy, without seizures, who wish to donate brain tissue following death.",http://www.ucl.ac.uk/ion/departments/epilepsy/themes/brainbank,,UK,,,,bbmri-eric:contactID:UK_GBR-1-61,University College London,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-62,21.12110/1.f0ac-7dc2-2e81,UCL / UCLH Biobank for Studying Health and Disease,,"The Biobank stores normal and pathological specimens, surplus to diagnostic requirements, from relevant tissues and bodily fluids. Stored tissues include; snap-frozen or cryopreserved tissue, formalin-fixed tissue, paraffin-embedded tissues, and slides prepared for histological examination. Tissues include resection specimens obtained surgically or by needle core biopsy. Bodily fluids include; whole blood, serum, plasma, urine, cerebrospinal fluid, milk, saliva and buccal smears and cytological specimens such as sputum and cervical smears. Fine needle aspirates obtained from tissues and bodily cavities (eg. pleura and peritoneum) are also collected. Where appropriate the Biobank also stores separated cells, protein, DNA and RNA isolated from collected tissues and bodily fluids described above. Some of the tissue and aspirated samples are stored as part of the diagnostic archive.",http://www.ucl.ac.uk/human-tissue/hta-biobanks/UCL-Cancer-Institute,,UK,,,,bbmri-eric:contactID:UK_GBR-1-62,University College London,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-65,21.12110/1.359b-4e75-0081,QTL Programme at MRC HGU,,"The QTL (Quantitative Trait Locus) programme is based at the MRC Human Genetics Unit in the University of Edinburgh. The research programme uses the unique population structures in our Scottish and Croatian cohorts to deliver biological understanding of the causes of variation in complex traits. Together, the ORCADES and VIKING biobanks contain 4,000 samples from volunteers with ancestry from the Northern Isles of Scotland, www.ed.ac.uk/viking. Collectively, the CROATIA cohorts contain 6,000 participants. All of these biobanks were constructed from people with high kinship and extensive pedigree structures. They were collected together with detailed phenotype data, some of which is longitudinal. Plasma, serum, urine and DNA samples, as well as detailed genomic, proteomic and metabolomics data can be made available for collaborative research.",https://www.ed.ac.uk/mrc-human-genetics-unit/research/qtl-group,,UK,,,,bbmri-eric:contactID:UK_GBR-1-65,University of Edinburgh,,,,,,UK,true
bbmri-eric:ID:UK_GBR-1-66,21.12110/1.b867-f0d8-5e8d,Tissue Solutions Ltd,,"Tissue Solutions specializes in sourcing biological material for academics, pharma & biotech companies and CROs and is working with clients worldwide (USA, UK, Europe and Japan). We are a virtual tissue bank, working with multiple sources to acquire samples on behalf of our clients for use mainly during the preclinical research phase. We never retain tissues ourselves for our own use. We provide access to banked human tissues and set up prospective collections in the UK and USA.  We specialise in sourcing ""tough"" tissues, eg fresh samples or those with specific inclusion and exclusion criteria. We provide both diseased and non-diseased samples, FFPE and fresh frozen and fresh samples.",https://www.tissue-solutions.com/,,UK,,,,bbmri-eric:contactID:UK_GBR-1-66,Tissue Solutions Ltd,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,,"BSL2,Testing_Facility_Animal,covid19,development_antibody",true,,UK,true
