source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments,repeat_num,repeats
PELAGIE,harmonized,C_PFDA_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pfda_lod_birth,partial,final,from cord blood,"BDD_perfluores$c_pfda_lod_birth<-ifelse(!is.na(BDD_perfluores$c_pfda_raw_birth),0.058,NA)",from cord blood,,
PELAGIE,pelagie_exam12,"AGE_EXAM,EX3",harmonized,C_PFDA_RAW_12Y,ATHLETE,chemicals_ath,c_pfda_lod_,complete,final,,"BDD_perfluores$c_pfda_lod_12<-ifelse(BDD_perfluores$age_exam<13 & !is.na(BDD_perfluores$c_pfda_raw_12y) & BDD_perfluores$EX3==2,0.01,NA)

BDD_perfluores$c_pfda_lod_12<-ifelse(BDD_perfluores$age_exam<13 & !is.na(BDD_perfluores$c_pfda_raw_12y) & BDD_perfluores$EX3==1,0.06,BDD_perfluores$c_pfda_lod_12y)",,12,12
PELAGIE,BDD_pop,Q12_BPC118,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb118_raw_,complete,final,,"BDD_pop$c_pcb118_raw_12<-ifelse(BDD_pop$age_exam<13,BDD_pop$Q12_BPC118*943.4,NA)",,12,12
PELAGIE,BDD_OP,CHILDDEP,,,ATHLETE,chemicals_ath,c_dep_raw_,complete,final,,BDD_OP$c_dep_raw_6<-BDD_OP$CHILDDEP,,6,6
PELAGIE,BDD_perfluores,Q12_PERFLUORODECANOIQUE_BRUT,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pfda_raw_,complete,final,,"BDD_perfluores$c_pfda_raw_13<-ifelse(BDD_perfluores$age_exam>=13,BDD_perfluores$Q12_perfluorodecanoique_brut,NA)",,13,13
PELAGIE,pelagie_exam12,"AGE_EXAM,EX3",harmonized,C_PFDA_RAW_13Y,ATHLETE,chemicals_ath,c_pfda_lod_,complete,final,,"BDD_perfluores$c_pfda_lod_13<-ifelse(BDD_perfluores$age_exam>=13 & !is.na(BDD_perfluores$c_pfda_raw_13y) & BDD_perfluores$EX3==2,0.01,NA)

BDD_perfluores$c_pfda_lod_13<-ifelse(BDD_perfluores$age_exam>=13 & !is.na(BDD_perfluores$c_pfda_raw_13y) & BDD_perfluores$EX3==1,0.01,BDD_perfluores$c_pfda_lod_13y)",,13,13
PELAGIE,BDD_perfluores,PFUDA,,,ATHLETE,chemicals_ath,c_pfunda_raw_birth,partial,final,from cord blood,BDD_perfluores$c_pfunda_raw_birth<-BDD_perfluores$PFUDA,from cord blood,,
PELAGIE,harmonized,C_PFUNDA_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pfunda_lod_birth,partial,final,from cord blood,"BDD_perfluores$c_pfunda_lod_birth<-ifelse(!is.na(BDD_perfluores$c_pfunda_raw_birth),0.048,NA)",from cord blood,,
PELAGIE,BDD_pop,Q12_BPC138,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb138_raw_,complete,final,,"BDD_pop$c_pcb138_raw_12<-ifelse(BDD_pop$age_exam<13,BDD_pop$Q12_BPC138*943.4,NA)",,12,12
PELAGIE,pelagie_exam12,"AGE_EXAM,EX3",harmonized,C_PFUNDA_RAW_12Y,ATHLETE,chemicals_ath,c_pfunda_lod_,complete,final,,"BDD_perfluores$c_pfunda_lod_12<-ifelse(BDD_perfluores$age_exam<13 & !is.na(BDD_perfluores$c_pfunda_raw_12y) & BDD_perfluores$EX3==2,0.01,NA)
BDD_perfluores$c_pfunda_lod_12<-ifelse(BDD_perfluores$age_exam<13 & !is.na(BDD_perfluores$c_pfunda_raw_12y) & BDD_perfluores$EX3==2,0.01,NA)",,12,12
PELAGIE,BDD_perfluores,Q12_PERFLUOROUNDECANOIQUE_BRUT,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pfunda_raw_,complete,final,,"BDD_perfluores$c_pfunda_raw_13<-ifelse(BDD_perfluores$age_exam>=13,BDD_perfluores$Q12_perfluoroundecanoique_brut,NA)",,13,13
PELAGIE,harmonized,C_MEAA_RAW_6,,,ATHLETE,chemicals_ath,c_meaa_lod_,complete,final,,"BDD_ethers$c_meaa_lod_6<-ifelse(!is.na(BDD_ethers$c_meaa_raw_6y),3,NA)",,6,6
PELAGIE,pelagie_exam12,"AGE_EXAM,EX3",harmonized,C_PFUNDA_RAW_13Y,ATHLETE,chemicals_ath,c_pfunda_lod_,complete,final,,"BDD_perfluores$c_pfunda_lod_13<-ifelse(BDD_perfluores$age_exam>=13 & !is.na(BDD_perfluores$c_pfunda_raw_13y) & BDD_perfluores$EX3==2,0.01,NA)
BDD_perfluores$c_pfunda_lod_13<-ifelse(BDD_perfluores$age_exam>=13 & !is.na(BDD_perfluores$c_pfunda_raw_13y) & BDD_perfluores$EX3==1,0.05,BDD_perfluores$c_pfunda_lod_13y)",,13,13
PELAGIE,BDD_pop,PCB118,,,ATHLETE,chemicals_ath,c_pcb118_raw_birth,partial,final,from cord blood,BDD_pop$c_pcb118_raw_birth<-BDD_pop$PCB118*943.4,from cord blood,,
PELAGIE,harmonized,C_PCB118_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pcb118_lod_birth,partial,final,from cord blood,"BDD_pop$c_pcb118_lod_birth<-ifelse(!is.na(BDD_pop$c_pcb118_raw_birth),0.01*943.4,NA)",from cord blood,,
PELAGIE,harmonized,C_HCB_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_hcb_lod_birth,partial,final,from cord blood,"BDD_pop$c_hcb_lod_birth<-ifelse(!is.na(BDD_pop$c_hcb_raw_birth),0.02*943.4,NA)",from cord blood,,
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB118_RAW_12Y,ATHLETE,chemicals_ath,c_pcb118_lod_,complete,final,,"BDD_pop$c_pcb118_lod_12<-ifelse(BDD_pop$age_exam<13 & !is.na(BDD_pop$c_pcb118_raw_12y),0.01*943.4,NA)",,12,12
PELAGIE,BDD_pop,Q12_BPC118,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb118_raw_,complete,final,,"BDD_pop$c_pcb118_raw_13y<ifelse(BDD_pop$age_exam>=13,BDD_pop$Q12_BPC118*943.4,NA)",,13,13
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB118_RAW_13Y,ATHLETE,chemicals_ath,c_pcb118_lod_,complete,final,,"BDD_pop$c_pcb118_lod_13<-ifelse(BDD_pop$age_exam>=13 & !is.na(BDD_pop$c_pcb118_raw_13y),0.01*943.4,NA)",,13,13
PELAGIE,harmonized,C_PCB138_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pcb138_lod_birth,partial,final,from cord blood,"BDD_pop$c_pcb138_lod_birth<-ifelse(!is.na(BDD_pop$c_pcb138_raw_birth),0.01*943.4,NA)",from cord blood,,
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB138_RAW_12Y,ATHLETE,chemicals_ath,c_pcb138_lod_,complete,final,,"BDD_pop$c_pcb138_lod_12<-ifelse(BDD_pop$age_exam<13 & !is.na(BDD_pop$c_pcb138_raw_12y),0.01*943.4,NA)",,12,12
PELAGIE,BDD_pop,Q12_BPC138,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb138_raw_,complete,final,,"BDD_pop$c_pcb138_raw_13<-ifelse(BDD_pop$age_exam>=13,BDD_pop$Q12_BPC138*943.4,NA)",,13,13
PELAGIE,BDD_ethers,"EAA,SGURINEF",,,ATHLETE,chemicals_ath,m_eaa_raw_t,complete,final,,"BDD_ethers$m_eaa_raw_t1<-ifelse(!is.na(BDD_ethers$EAA) & BDD_ethers$SGurineF<=10,BDD_ethers$EAA,NA)",,1,1
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB138_RAW_13Y,ATHLETE,chemicals_ath,c_pcb138_lod_,complete,final,,"BDD_pop$c_pcb138_lod_13<-ifelse(BDD_pop$age_exam>=13 & !is.na(BDD_pop$c_pcb138_raw_13y),0.01*943.4,NA)",,13,13
PELAGIE,BDD_pop,PCB153,,,ATHLETE,chemicals_ath,c_pcb153_raw_birth,partial,final,from cord blood,BDD_pop$c_pcb153_raw_birth<-BDD_pop$PCB153*943.4,from cord blood,,
PELAGIE,harmonized,C_PCB153_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pcb153_lod_birth,partial,final,from cord blood,"BDD_pop$c_pcb153_lod_birth<-ifelse(!is.na(BDD_pop$c_pcb153_raw_birth),0.01*943.4,NA)",from cord blood,,
PELAGIE,BDD_pop,Q12_BPC153,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb153_raw_,complete,final,,"BDD_pop$c_pcb153_raw_12<-ifelse(BDD_pop$age_exam<13,BDD_pop$Q12_BPC153*943.4,NA)",,12,12
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB153_RAW_12Y,ATHLETE,chemicals_ath,c_pcb153_lod_,complete,final,,"BDD_pop$c_pcb153_lod_12<-ifelse(BDD_pop$age_exam<13  & !is.na(BDD_pop$c_pcb153_raw_12y),0.01*943.4,NA)",,12,12
PELAGIE,BDD_pop,Q12_BPC153,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb153_raw_,complete,final,,"BDD_pop$c_pcb153_raw_13<-ifelse(BDD_pop$age_exam>=13,BDD_pop$Q12_BPC153*943.4,NA)",,13,13
PELAGIE,BDD_pop,Q12_BPC180,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb180_raw_,complete,final,,"BDD_pop$c_pcb180_raw_13y<ifelse(BDD_pop$age_exam>=13,BDD_pop$Q12_BPC180*943.4,NA)",,13,13
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB153_RAW_13Y,ATHLETE,chemicals_ath,c_pcb153_lod_,complete,final,,"BDD_pop$c_pcb153_lod_13<-ifelse(BDD_pop$age_exam>=13  & !is.na(BDD_pop$c_pcb153_raw_13y),0.01*943.4,NA)",,13,13
PELAGIE,BDD_pop,PCB170,,,ATHLETE,chemicals_ath,c_pcb170_raw_birth,partial,final,from cord blood,BDD_pop$c_pcb170_raw_birth<-BDD_pop$PCB170*943.4,from cord blood,,
PELAGIE,harmonized,C_PCB170_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pcb170_lod_birth,partial,final,from cord blood,"BDD_pop$c_pcb170_lod_birth<-ifelse(!is.na(BDD_pop$c_pcb170_raw_birth),0.01*943.4,NA)",from cord blood,,
PELAGIE,BDD_pop,Q12_BPC170,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb170_raw_,complete,final,,"BDD_pop$c_pcb170_raw_12<-ifelse(BDD_pop$age_exam<13,BDD_pop$Q12_BPC170*943.4,NA)",,12,12
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB170_RAW_12Y,ATHLETE,chemicals_ath,c_pcb170_lod_,complete,final,,"BDD_pop$c_pcb170_lod_12<-ifelse(BDD_pop$age_exam<13  & !is.na(BDD_pop$c_pcb170_raw_12y),0.01*943.4,NA)",,12,12
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_DDE_RAW_12Y,ATHLETE,chemicals_ath,c_dde_lod_,complete,final,,"BDD_pop$c_dde_lod_12<-ifelse(BDD_pop$age_exam<13  & !is.na(BDD_pop$c_dde_raw_12y),0.02*943.4,NA)",,12,12
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB170_RAW_13Y,ATHLETE,chemicals_ath,c_pcb170_lod_,complete,final,,"BDD_pop$c_pcb170_lod_13<-ifelse(BDD_pop$age_exam>=13  & !is.na(BDD_pop$c_pcb170_raw_13y),0.01*943.4,NA)",,13,13
PELAGIE,BDD_pop,PCB180,,,ATHLETE,chemicals_ath,c_pcb180_raw_birth,partial,final,from cord blood,BDD_pop$c_pcb180_raw_birth<-BDD_pop$PCB180*943.4,from cord blood,,
PELAGIE,harmonized,C_PCB180_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pcb180_lod_birth,partial,final,from cord blood,"BDD_pop$c_pcb180_lod_birth<-ifelse(!is.na(BDD_pop$c_pcb180_raw_birth),0.01*943.4,NA)",from cord blood,,
PELAGIE,BDD_pop,Q12_BPC180,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_pcb180_raw_,complete,final,,"BDD_pop$c_pcb180_raw_12<-ifelse(BDD_pop$age_exam<13,BDD_pop$Q12_BPC180*943.4,NA)",,12,12
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB180_RAW_12Y,ATHLETE,chemicals_ath,c_pcb180_lod_,complete,final,,"BDD_pop$c_pcb180_lod_12<-ifelse(BDD_pop$age_exam<13  & !is.na(BDD_pop$c_pcb180_raw_12y),0.01*943.4,NA)",,12,12
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_PCB180_RAW_13Y,ATHLETE,chemicals_ath,c_pcb180_lod_,complete,final,,"BDD_pop$c_pcb180_lod_13<-ifelse(BDD_pop$age_exam>=13  & !is.na(BDD_pop$c_pcb180_raw_13y),0.01*943.4,NA)",,13,13
PELAGIE,BDD_pop,PPDDT,,,ATHLETE,chemicals_ath,c_ddt_raw_birth,partial,final,from cord blood,BDD_pop$c_ddt_raw_birth<-BDD_pop$ppDDT*943.4,from cord blood,,
PELAGIE,BDD_pop,PBDE153,,,ATHLETE,chemicals_ath,c_pbde153_raw_birth,partial,final,from cord blood,BDD_pop$c_pbde153_raw_birth<-BDD_pop$PBDE153*943.4,from cord blood,,
PELAGIE,BDD_pop,DOSAGE_POP_MERE,harmonized,C_DDT_RAW_BIRTH,ATHLETE,chemicals_ath,c_ddt_lod_birth,partial,final,from cord blood,"BDD_pop$c_ddt_lod_birth<-ifelse(!is.na(BDD_pop$c_ddt_raw_birth),0.02*943.4,NA)
BDD_pop$c_ddt_lod_birth<-ifelse(!is.na(BDD_pop$c_ddt_raw_birth) & BDD_pop$dosage_pop_mere==2,0.05*943.4,BDD_pop$c_ddt_lod_birth)",from cord blood,,
PELAGIE,harmonized,C_DDE_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_dde_lod_birth,partial,final,from cord blood,"BDD_pop$c_dde_lod_birth<-ifelse(!is.na(BDD_pop$c_dde_raw_birth),0.02*943.4,NA)",from cord blood,,
PELAGIE,BDD_pop,Q12_PPDDE,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_dde_raw_,complete,final,,"BDD_pop$c_dde_raw_12<-ifelse(BDD_pop$age_exam<13,BDD_pop$Q12_ppDDE*943.4,NA)",,12,12
PELAGIE,harmonized,BIOMES_0,,,LifeCycle,outcome,biomes_,complete,final,,biomes_155=0;,,155,155
PELAGIE,BDD_pop,Q12_PPDDE,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_dde_raw_,complete,final,,"BDD_pop$c_dde_raw_13<-ifelse(BDD_pop$age_exam>=13,BDD_pop$Q12_ppDDE*943.4,NA)",,13,13
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_DDE_RAW_13Y,ATHLETE,chemicals_ath,c_dde_lod_,complete,final,,"BDD_pop$c_dde_lod_13<-ifelse(BDD_pop$age_exam>=13  & !is.na(BDD_pop$c_dde_raw_13y),0.02*943.4,NA)",,13,13
PELAGIE,BDD_pop,HEXACHLOROBENZENE,,,ATHLETE,chemicals_ath,c_hcb_raw_birth,partial,final,from cord blood,BDD_pop$c_hcb_raw_birth<-BDD_pop$Hexachlorobenzene*943.4,from cord blood,,
PELAGIE,BDD_pop,Q12_HEXACHLOROBENZENE,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_hcb_raw_,complete,final,,"BDD_pop$c_hcb_raw_12y<ifelse(BDD_pop$age_exam<13,BDD_pop$Q12_Hexachlorobenzene*943.4,NA)",,12,12
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_HCB_RAW_12Y,ATHLETE,chemicals_ath,c_hcb_lod_,complete,final,,"BDD_pop$c_hcb_lod_12<-ifelse(BDD_pop$age_exam<13  & !is.na(BDD_pop$c_hcb_raw_12y),0.02*943.4,NA)",,12,12
PELAGIE,BDD_pop,Q12_HEXACHLOROBENZENE,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_hcb_raw_,complete,final,,"BDD_pop$c_hcb_raw_13y<ifelse(BDD_pop$age_exam>=13,BDD_pop$Q12_Hexachlorobenzene*943.4,NA)",,13,13
PELAGIE,pelagie_exam12,AGE_EXAM,harmonized,C_HCB_RAW_13Y,ATHLETE,chemicals_ath,c_hcb_lod_,complete,final,,"BDD_pop$c_hcb_lod_13<-ifelse(BDD_pop$age_exam>=13  & !is.na(BDD_pop$c_hcb_raw_13y),0.02*943.4,NA)",,13,13
PELAGIE,BDD_pop,PBDE47,,,ATHLETE,chemicals_ath,c_pbde47_raw_birth,partial,final,from cord blood,BDD_pop$c_pbde47_raw_birth<-BDD_pop$PBDE47*943.4,from cord blood,,
PELAGIE,harmonized,C_PBDE47_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pbde47_lod_birth,partial,final,from cord blood,"BDD_pop$c_pbde47_lod_birth<-ifelse(!is.na(BDD_pop$c_pbde47_raw_birth),0.01*943.4,NA)",from cord blood,,
PELAGIE,harmonized,C_PBDE153_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_pbde153_lod_birth,partial,final,from cord blood,"BDD_pop$c_pbde153_lod_birth<-ifelse(!is.na(BDD_pop$c_pbde153_raw_birth),0.01*943.4,NA)",from cord blood,,
PELAGIE,harmonized,C_HCH_RAW_BIRTH,,,ATHLETE,chemicals_ath,c_hch_lod_birth,partial,final,from cord blood,"BDD_pop$c_hch_lod_birth<-ifelse(!is.na(BDD_pop$c_hch_raw_birth),0.01*943.4,NA)",from cord blood,,
PELAGIE,BDD_pop,Q12_BETAHCH,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_hch_raw_,complete,final,,"BDD_pop$c_hch_raw_12<-ifelse(BDD_pop$age_exam<13,BDD_pop$Q12_betaHCH*943.4,NA)",,12,12
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_MEAA_RAW_T2,ATHLETE,chemicals_ath,m_meaa_lod_t,complete,final,,"BDD_ethers$m_meaa_lod_t2<-ifelse(!is.na(BDD_ethers$m_meaa_raw_t2) & BDD_ethers$SGurineF>10,3,NA)",,2,2
PELAGIE,pelagie_exam12,"AGE_EXAM,EX3",harmonized,C_HCH_RAW_12Y,ATHLETE,chemicals_ath,c_hch_lod_,complete,final,,"BDD_pop$c_hch_lod_12<-ifelse(BDD_pop$age_exam<13  & !is.na(BDD_pop$c_hch_raw_12y & BDD_pop$EX3==2),0.01*943.4,NA)

BDD_pop$c_hch_lod_12<-ifelse(BDD_pop$age_exam<13  & !is.na(BDD_pop$c_hch_raw_12y & BDD_pop$EX3==1),0.02*943.4,BDD_pop$c_hch_lod_12y)",,12,12
PELAGIE,BDD_pop,Q12_BETAHCH,pelagie_exam12,AGE_EXAM,ATHLETE,chemicals_ath,c_hch_raw_,complete,final,,"BDD_pop$c_hch_raw_13<-ifelse(BDD_pop$age_exam>=13,BDD_pop$Q12_betaHCH*943.4,NA)",,13,13
PELAGIE,pelagie_exam12,"AGE_EXAM,EX3",harmonized,C_HCH_RAW_13Y,ATHLETE,chemicals_ath,c_hch_lod_,complete,final,,"BDD_pop$c_hch_lod_13<-ifelse(BDD_pop$age_exam>=13  & !is.na(BDD_pop$c_hch_raw_13y & BDD_pop$EX3==2),0.01*943.4,NA)

BDD_pop$c_hch_lod_13<-ifelse(BDD_pop$age_exam>=13  & !is.na(BDD_pop$c_hch_raw_13y & BDD_pop$EX3==1),0.02*943.4,BDD_pop$c_hch_lod_13y)",,13,13
PELAGIE,BDD_ethers,"MAA,SGURINEF",,,ATHLETE,chemicals_ath,m_maa_raw_t,complete,final,,"BDD_ethers$m_maa_raw_t1<-ifelse(!is.na(BDD_ethers$MAA) & BDD_ethers$SGurineF<=10,BDD_ethers$MAA,NA)",,1,1
PELAGIE,BDD_ethers,"MAA,SGURINEF",,,ATHLETE,chemicals_ath,m_maa_raw_t,complete,final,,"BDD_ethers$m_maa_raw_t2<-ifelse(!is.na(BDD_ethers$MAA) & BDD_ethers$SGurineF>10,BDD_ethers$MAA,NA)",,2,2
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_MAA_RAW_T1,ATHLETE,chemicals_ath,m_maa_lod_t,complete,final,,"BDD_ethers$m_maa_lod_t1<-ifelse(!is.na(BDD_ethers$m_maa_raw_t1) & BDD_ethers$SGurineF<=10,3,NA)",,1,1
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_MAA_RAW_T2,ATHLETE,chemicals_ath,m_maa_lod_t,complete,final,,"BDD_ethers$m_maa_lod_t2<-ifelse(!is.na(BDD_ethers$m_maa_raw_t2) & BDD_ethers$SGurineF>10,3,NA)",,2,2
PELAGIE,BDD_ethers,MAA_ENFANT,,,ATHLETE,chemicals_ath,c_maa_raw_,complete,final,,BDD_ethers$c_maa_raw_6<-BDD_ethers$MAA_enfant,,6,6
PELAGIE,harmonized,C_MAA_RAW_6,,,ATHLETE,chemicals_ath,c_maa_lod_,complete,final,,"BDD_ethers$c_maa_lod_6<-ifelse(!is.na(BDD_ethers$c_maa_raw_6y),3,NA)",,6,6
PELAGIE,BDD_ethers,"MEAA,SGURINEF",,,ATHLETE,chemicals_ath,m_meaa_raw_t,complete,final,,"BDD_ethers$m_meaa_raw_t1<-ifelse(!is.na(BDD_ethers$MEAA) & BDD_ethers$SGurineF<=10,BDD_ethers$MEAA,NA)",,1,1
PELAGIE,BDD_ethers,"MEAA,SGURINEF",,,ATHLETE,chemicals_ath,m_meaa_raw_t,complete,final,,"BDD_ethers$m_meaa_raw_t2<-ifelse(!is.na(BDD_ethers$MEAA) & BDD_ethers$SGurineF>10,BDD_ethers$MEAA,NA)",,2,2
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_MEAA_RAW_T1,ATHLETE,chemicals_ath,m_meaa_lod_t,complete,final,,"BDD_ethers$m_meaa_lod_t1<-ifelse(!is.na(BDD_ethers$m_meaa_raw_t1) & BDD_ethers$SGurineF<=10,3,NA)",,1,1
PELAGIE,BDD_ethers,"EAA,SGURINEF",,,ATHLETE,chemicals_ath,m_eaa_raw_t,complete,final,,"BDD_ethers$m_eaa_raw_t2<-ifelse(!is.na(BDD_ethers$EAA) & BDD_ethers$SGurineF>10,BDD_ethers$EAA,NA)",,2,2
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_EAA_RAW_T1,ATHLETE,chemicals_ath,m_eaa_lod_t,complete,final,,"BDD_ethers$m_eaa_lod_t1<-ifelse(!is.na(BDD_ethers$m_eaa_raw_t1) & BDD_ethers$SGurineF<=10,3,NA)",,1,1
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_EAA_RAW_T2,ATHLETE,chemicals_ath,m_eaa_lod_t,complete,final,,"BDD_ethers$m_eaa_lod_t2<-ifelse(!is.na(BDD_ethers$m_eaa_raw_t2) & BDD_ethers$SGurineF>10,3,NA)",,2,2
PELAGIE,BDD_ethers,EAA_ENFANT,,,ATHLETE,chemicals_ath,c_eaa_raw_,complete,final,,BDD_ethers$c_eaa_raw_6<-BDD_ethers$EAA_enfant,,6,6
PELAGIE,harmonized,C_EAA_RAW_6,,,ATHLETE,chemicals_ath,c_eaa_lod_,complete,final,,"BDD_ethers$c_eaa_lod_6<-ifelse(!is.na(BDD_ethers$c_eaa_raw_6y),3,NA)",,6,6
PELAGIE,BDD_ethers,"EEAA,SGURINEF",,,ATHLETE,chemicals_ath,m_eeaa_raw_t,complete,final,,"BDD_ethers$m_eeaa_raw_t1<-ifelse(!is.na(BDD_ethers$EEAA) & BDD_ethers$SGurineF<=10,BDD_ethers$EEAA,NA)",,1,1
PELAGIE,BDD_ethers,"EEAA,SGURINEF",,,ATHLETE,chemicals_ath,m_eeaa_raw_t,complete,final,,"BDD_ethers$m_eeaa_raw_t2<-ifelse(!is.na(BDD_ethers$EEAA) & BDD_ethers$SGurineF>10,BDD_ethers$EEAA,NA)",,2,2
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_EEAA_RAW_T1,ATHLETE,chemicals_ath,m_eeaa_lod_t,complete,final,,"BDD_ethers$m_eeaa_lod_t1<-ifelse(!is.na(BDD_ethers$m_eeaa_raw_t1) & BDD_ethers$SGurineF<=10,3,NA)",,1,1
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_EEAA_RAW_T2,ATHLETE,chemicals_ath,m_eeaa_lod_t,complete,final,,"BDD_ethers$m_eeaa_lod_t2<-ifelse(!is.na(BDD_ethers$m_eeaa_raw_t2) & BDD_ethers$SGurineF>10,3,NA)",,2,2
PELAGIE,BDD_ethers,"MPA,SGURINEF",,,ATHLETE,chemicals_ath,m_2mpa_raw_t,complete,final,,"BDD_ethers$m_2mpa_raw_t1<-ifelse(!is.na(BDD_ethers$MPA) & BDD_ethers$SGurineF<=10,BDD_ethers$MPA,NA)",,1,1
PELAGIE,BDD_ethers,"MPA,SGURINEF",,,ATHLETE,chemicals_ath,m_2mpa_raw_t,complete,final,,"BDD_ethers$m_2mpa_raw_t2<-ifelse(!is.na(BDD_ethers$MPA) & BDD_ethers$SGurineF>10,BDD_ethers$MPA,NA)",,2,2
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_2MPA_RAW_T1,ATHLETE,chemicals_ath,m_2mpa_lod_t,complete,final,,"BDD_ethers$m_2mpa_lod_t1<-ifelse(!is.na(BDD_ethers$m_2mpa_raw_t1) & BDD_ethers$SGurineF<=10,3,NA)",,1,1
PELAGIE,BDD_ethers,SGURINEF,harmonized,M_2MPA_RAW_T2,ATHLETE,chemicals_ath,m_2mpa_lod_t,complete,final,,"BDD_ethers$m_2mpa_lod_t2<-ifelse(!is.na(BDD_ethers$m_2mpa_raw_t2) & BDD_ethers$SGurineF>10,3,NA)",,2,2
PELAGIE,BDD_ethers,MPA_ENFANT,,,ATHLETE,chemicals_ath,c_2mpa_raw_,complete,final,,BDD_ethers$c_2mpa_raw_6<-BDD_ethers$MPA_enfant,,6,6
PELAGIE,harmonized,C_2MPA_RAW_6,,,ATHLETE,chemicals_ath,c_2mpa_lod_,complete,final,,"BDD_ethers$c_2mpa_lod_6<-ifelse(!is.na(BDD_ethers$c_2mpa_raw_6y),3,NA)",,6,6
PELAGIE,harmonized,C_DMP_RAW_6,,,ATHLETE,chemicals_ath,c_dmp_lod_,complete,final,,"BDD_OP$c_dmp_lod_6<-ifelse(!is.na(BDD_OP$c_dmp_raw_6y),0.06,NA)",,6,6
PELAGIE,BDD_ethers,"PHAA,SGURINEF",,,ATHLETE,chemicals_ath,m_phenoxyacetic_acid_raw_t,complete,final,,"BDD_ethers$m_phenoxyacetic_acid_raw_t1<-ifelse(!is.na(BDD_ethers$PhAA) & BDD_ethers$SGurineF<=10,BDD_ethers$PhAA,NA)",,1,1
PELAGIE,harmonized,BIOMES_0,,,LifeCycle,outcome,biomes_,complete,final,,biomes_156=0;,,156,156
PELAGIE,BDD_ethers,"PHAA,SGURINEF",,,ATHLETE,chemicals_ath,m_phenoxyacetic_acid_raw_t,complete,final,,"BDD_ethers$m_phenoxyacetic_acid_raw_t2<-ifelse(!is.na(BDD_ethers$PhAA) & BDD_ethers$SGurineF>10,BDD_ethers$PhAA,NA)",,2,2
