id,Country,Biobank,Name,Acronym,Description,Network,Combined Network,Collection Type,Data Categories,Order of Magnitude,Size,TimeStamp,Number of Donors,Order of Magnitude Donors,Also Known In,Parent Collection,Categories,Head of Collection,Latitude,Longitude,Contact Person,Sex,Diagnosis Available,Age Low,Age High,Age Unit,Body Part Examined,Imaging Modality,Image Dataset Type,Materials,Storage Temperatures,Sample Access Fee,Sample Access Joint Project,Sample Access Description,Sample Access URI,Data Access Fee,Data Access Joint Project,Data Access Description,Data Access URI,Image Access Feee,Image Access Joint Project,Image Access Description,Image Access URI,Commercial Collaboration,Non Profit Collaboration,Data Use,Available for Commercial Use,Sample Processing PD or SOP,Sample Transport PD or SOP,Sample Storage PD or SOP,Data Processing PD or SOP,Data Transport PD or SOP,Data Storage PD or SOP,Combined Quality Info,URL,Biobank Label,National Node
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCRCWholeSlideImage-ClinicalAnnotationCohort,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer (CRC) Whole Slide Image -  Clinical Annotation Cohort,,"Inclusion criteria: Patients with colorectal cancer as a primary diagnosis (C18), samples from 1984 to 2013. Approx. 1800 whole slide images (resolution 0.25µm/pixel) from ~ 800 slides (H&E and IHC staining of FFPE tissue sections) from over 100 cases comprising tissue from colorectal cancer resections (tumour and non-tumour colon tissue, resection margins, fatty tissue, and associated lymph nodes)Associated data: Pathology diagnosis TNM staging ICD-10 and ICD-O codes Clinical data  Survival data Meta data from whole slide images",,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","IMAGE,SAMPLE","DiseaseDuration,MEDICAL_RECORDS,CLINICAL_SYMPTOMS",3,1800,2022-11-21 12:53:48.0,100,,,,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,"FEMALE,MALE","urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,YEAR,,,,TISSUE_STAINED,temperatureRoom,true,true,,,true,true,,,true,true,,,,,,true,true,true,true,false,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCRCWholeSlideImage-SurvivalCohort,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer (CRC) Whole Slide Image - Survival Cohort,,"Inclusion criteria: Patients with colorectal cancer as a primary diagnosis (C18), samples from 1984 to 2013.Over 180 000 images (resolution 0.25µm/pixel, over 800 TByte) from 100 000 slides (H&E and IHC staining of FFPE tissue sections) from over 6 400 cases comprising tissue from colorectal cancer resections (tumour and non-tumour colon tissue, resection margins, fatty tissue, and associated lymph nodes)Associated data: Pathology diagnosis TNM staging ICD-10 and ICD-O codes Survival data Meta data from whole slide images",,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","SAMPLE,IMAGE","IMAGING_DATA,MEDICAL_RECORDS,CLINICAL_SYMPTOMS,BIOLOGICAL_SAMPLES",5,180000,2022-11-21 12:47:43.0,6400,,,,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,"FEMALE,MALE","urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,YEAR,,,,TISSUE_STAINED,temperatureRoom,true,true,,,true,true,,,true,true,,,,,,true,true,true,true,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCRCWholeSlideImage-VascularInvasionCohort,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer (CRC) Whole Slide Image - Vascular Invasion Cohort,,"Inclusion criteria: Patients with colorectal cancer as a primary diagnosis (C18), samples from 1984 to 2013. Approx. 800 whole slide images (resolution 0.25µm/pixel) from ~ 800 slides (H&E, histochemical and IHC staining of FFPE tissue sections) from over 260 cases comprising colorectal tumour tissue.Associated data: Pathology diagnosis TNM staging ICD-10 and ICD-O codes Clinical data  Survival data Meta data from whole slide images",,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","SAMPLE,IMAGE","IMAGING_DATA,DiseaseDuration,MEDICAL_RECORDS,BIOLOGICAL_SAMPLES",2,800,2022-11-21 12:53:24.0,260,,,,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,"FEMALE,MALE","urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,YEAR,,,,TISSUE_STAINED,temperatureRoom,true,true,,,true,true,,,true,true,,,,,,true,true,true,true,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection,,,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,"bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","DISEASE_SPECIFIC,HOSPITAL,IMAGE,POPULATION_BASED,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",5,169815,2021-06-25 07:36:28.0,,,,,cancer,,"47,07492","15,46588",bbmri-eric:contactID:AT_MUG_0020,"MALE,FEMALE","urn:miriam:icd:D37,urn:miriam:icd:C18,urn:miriam:icd:C18.4,urn:miriam:icd:C18.5,urn:miriam:icd:C19,urn:miriam:icd:C18.2,urn:miriam:icd:C18.3,urn:miriam:icd:C18.0,urn:miriam:icd:C18.1,urn:miriam:icd:C18.8,urn:miriam:icd:C18.9,urn:miriam:icd:C18.6,urn:miriam:icd:C18.7,urn:miriam:icd:C20,urn:miriam:icd:D37-D48,urn:miriam:icd:II,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97",18,99,YEAR,T-59300,,,"TISSUE_FROZEN,SERUM,TISSUE_PARAFFIN_EMBEDDED","temperature-60to-85,temperatureLN,temperatureRoom",false,false,,https://biobank.medunigraz.at/researcher/access-request/,false,false,,https://biobank.medunigraz.at/en/for-researchers/specimen-requests,,,,https://biobank.medunigraz.at/en/for-researchers/specimen-requests,true,true,,true,true,true,true,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427136,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Tissue,,,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,"bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1461,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,T-59300,,,TISSUE_FROZEN,temperatureLN,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427137,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Tissue,,,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,"bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1029,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,,,,,bbmri-eric:contactID:AT_MUG_0020,,,,,,T-59300,,,TISSUE_FROZEN,temperatureLN,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427138,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Tissue,,,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,"bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",1,24,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,,,,,bbmri-eric:contactID:AT_MUG_0020,,,,,,T-59300,,,TISSUE_FROZEN,temperatureLN,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427139,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Tissue,,,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,"bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,24523,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:D37,urn:miriam:icd:D37-D48,urn:miriam:icd:II",,,,T-59300,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427140,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Tissue,,,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,"bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,14576,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,T-59300,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427141,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Tissue,,,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,"bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,13308,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,,,,,bbmri-eric:contactID:AT_MUG_0020,,,,,,T-59300,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427142,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Tissue,,,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,"bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,24771,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,,,,,bbmri-eric:contactID:AT_MUG_0020,,,,,,T-59300,,,TISSUE_PARAFFIN_EMBEDDED,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427143,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,8716,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.0,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,T-59300,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427144,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1186,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.1,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427145,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,10321,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.2,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427146,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3285,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.3,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427147,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3413,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.4,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427148,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3237,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.5,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427149,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,1779,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.6,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427150,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,23702,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.7,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427151,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,164,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.8,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,T-59300,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427152,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,11518,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C18.9,urn:miriam:icd:C18,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,T-59300,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427153,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,3619,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C19,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection:427154,AT,bbmri-eric:ID:AT_MUG,Colorectal Cancer Collection - Colorectal Liquid samples,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,DISEASE_SPECIFIC,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",4,19183,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:ColorectalCancerCollection,cancer,,,,bbmri-eric:contactID:AT_MUG_0020,,"urn:miriam:icd:C20,urn:miriam:icd:C15-C26,urn:miriam:icd:C00-C75,urn:miriam:icd:C00-C97,urn:miriam:icd:II",,,,T-59300,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:CryoCollection,AT,bbmri-eric:ID:AT_MUG,Cryo Preserved Tissue Collection,,Various cryo preserved tissue samples.,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","DISEASE_SPECIFIC,HOSPITAL,IMAGE,POPULATION_BASED,SAMPLE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",5,144439,2022-01-19 09:50:12.0,,,,,,,"47,07492","15,46588",bbmri-eric:contactID:AT_MUG_0020,"MALE,FEMALE",,18,99,YEAR,"T-D1100,T-59600,T-32000,T-12710,T-11300,T-12310,T-51000,T-11BF0,T-D9100,T-74000,T-15430,T-15710,T-87000,T-83000,T-58600,T-D2100,T-D2220,T-58400,T-D8800,T-D4000,T-58200,T-71000,T-12280,T-C3000,T-65000,T-A6000,T-D3300,T-53000,T-28000,T-D9800,T-12730,T-D1200,T-12410,T-A0100,T-59300,T-57000,T-AA000,T-91000,T-D1206,T-D1600,T-62000,T-81000,T-04000,T-D8700,T-D8104,T-12740,T-11210,T-12420,T-D6000,T-94000,T-73000,T-42000,T-21000,T-25000",,,TISSUE_FROZEN,temperatureLN,true,false,,https://biobank.medunigraz.at/researcher/access-request/,true,false,,https://biobank.medunigraz.at/en/for-researchers/specimen-requests,true,,,https://biobank.medunigraz.at/en/for-researchers/specimen-requests,true,true,,true,true,true,true,false,false,false,accredited,,Biobank Graz,AT
bbmri-eric:ID:AT_MUG:collection:CryoCollection:426932,AT,bbmri-eric:ID:AT_MUG,Cryo preserved tissue Collection - Colon,,,,"bbmri-eric:networkID:AT_corefacilitynet,bbmri-eric:networkID:EU_isber-irl,bbmri-eric:networkID:EU_esbb,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19","POPULATION_BASED,SAMPLE,IMAGE","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",3,4431,2020-04-19 15:23:11.0,,,,bbmri-eric:ID:AT_MUG:collection:CryoCollection,,,,,bbmri-eric:contactID:AT_MUG_0020,,,,,,T-59300,,,TISSUE_FROZEN,temperatureLN,,,,,,,,,,,,,,,,true,,,,,,,accredited,,Biobank Graz,AT
