order,name,code,parent,ontologyTermURI
5018,S01GA03 (xylometazoline),S01GA03,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098552
5019,S01GA04 (oxymetazoline),S01GA04,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098553
5020,S01GA05 (phenylephrine),S01GA05,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098554
5021,S01GA06 (oxedrine),S01GA06,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098555
5022,"S01GA51 (naphazoline, combinations)",S01GA51,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098556
5023,"S01GA52 (tetryzoline, combinations)",S01GA52,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098557
5024,"S01GA53 (xylometazoline, combinations)",S01GA53,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098558
5025,"S01GA55 (phenylephrine, combinations)",S01GA55,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098559
5026,"S01GA56 (oxedrine, combinations)",S01GA56,S01GA (Sympathomimetics used as decongestants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098560
5027,S01GX (Other antiallergics),S01GX,S01G (DECONGESTANTS AND ANTIALLERGICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098561
5028,S01GX01 (cromoglicic acid),S01GX01,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098562
5029,S01GX02 (levocabastine),S01GX02,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098563
5030,S01GX03 (spaglumic acid),S01GX03,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098564
5031,S01GX04 (nedocromil),S01GX04,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098565
5032,S01GX05 (lodoxamide),S01GX05,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098566
5033,S01GX06 (emedastine),S01GX06,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098567
5034,S01GX07 (azelastine),S01GX07,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098568
5035,S01GX08 (ketotifen),S01GX08,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098569
5036,S01GX09 (olopatadine),S01GX09,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098570
5037,S01GX10 (epinastine),S01GX10,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098571
5038,"S01GX51 (cromoglicic acid, combinations)",S01GX51,S01GX (Other antiallergics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098572
5039,S01H (LOCAL ANESTHETICS),S01H,S01 (OPHTHALMOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098573
5040,S01HA (Local anesthetics),S01HA,S01H (LOCAL ANESTHETICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098574
5041,S01HA01 (cocaine),S01HA01,S01HA (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098575
5042,S01HA02 (oxybuprocaine),S01HA02,S01HA (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098576
5043,S01HA03 (tetracaine),S01HA03,S01HA (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098577
5044,S01HA04 (proxymetacaine),S01HA04,S01HA (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098578
5045,S01HA05 (procaine),S01HA05,S01HA (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098579
5046,S01HA06 (cinchocaine),S01HA06,S01HA (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098580
5047,S01HA07 (lidocaine),S01HA07,S01HA (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098581
5048,S01HA30 (combinations),S01HA30,S01HA (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098582
5049,S01J (DIAGNOSTIC AGENTS),S01J,S01 (OPHTHALMOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098583
5050,S01JA (Colouring agents),S01JA,S01J (DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098584
5051,S01JA01 (fluorescein),S01JA01,S01JA (Colouring agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098585
5052,S01JA02 (rose bengal sodium),S01JA02,S01JA (Colouring agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098586
5053,"S01JA51 (fluorescein, combinations)",S01JA51,S01JA (Colouring agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098587
5054,S01JX (Other ophthalmological diagnostic agents),S01JX,S01J (DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098588
5055,S01K (SURGICAL AIDS),S01K,S01 (OPHTHALMOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098589
5056,S01KA (Viscoelastic substances),S01KA,S01K (SURGICAL AIDS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098590
5057,S01KA01 (hyaluronic acid),S01KA01,S01KA (Viscoelastic substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098591
5058,S01KA02 (hypromellose),S01KA02,S01KA (Viscoelastic substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098592
5059,"S01KA51 (hyaluronic acid, combinations)",S01KA51,S01KA (Viscoelastic substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098593
5060,S01KX (Other surgical aids),S01KX,S01K (SURGICAL AIDS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098594
5061,S01KX01 (chymotrypsin),S01KX01,S01KX (Other surgical aids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098595
5062,S01L (OCULAR VASCULAR DISORDER AGENTS),S01L,S01 (OPHTHALMOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098596
5063,S01LA (Antineovascularisation agents),S01LA,S01L (OCULAR VASCULAR DISORDER AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098597
5064,S01LA01 (verteporfin),S01LA01,S01LA (Antineovascularisation agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098598
5065,S01LA02 (anecortave),S01LA02,S01LA (Antineovascularisation agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098599
5066,S01LA03 (pegaptanib),S01LA03,S01LA (Antineovascularisation agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098600
5067,S01LA04 (ranibizumab),S01LA04,S01LA (Antineovascularisation agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098601
5068,S01X (OTHER OPHTHALMOLOGICALS),S01X,S01 (OPHTHALMOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098602
5069,S01XA (Other ophthalmologicals),S01XA,S01X (OTHER OPHTHALMOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098603
5070,S01XA01 (guaiazulen),S01XA01,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098604
5071,S01XA02 (retinol),S01XA02,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098605
5072,"S01XA03 (sodium chloride, hypertonic)",S01XA03,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098606
5073,S01XA04 (potassium iodide),S01XA04,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098607
5074,S01XA05 (sodium edetate),S01XA05,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098608
5075,S01XA06 (ethylmorphine),S01XA06,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098609
5076,S01XA07 (alum),S01XA07,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098610
5077,S01XA08 (acetylcysteine),S01XA08,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098611
5078,S01XA09 (iodoheparinate),S01XA09,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098612
5079,S01XA10 (inosine),S01XA10,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098613
5080,S01XA11 (nandrolone),S01XA11,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098614
5081,S01XA12 (dexpanthenol),S01XA12,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098615
5082,S01XA13 (alteplase),S01XA13,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098616
5083,S01XA14 (heparin),S01XA14,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098617
5084,S01XA15 (ascorbic acid),S01XA15,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098618
5085,S01XA18 (ciclosporin),S01XA18,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098619
5086,S01XA20 (artificial tears and other indifferent preparations),S01XA20,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098620
5087,S02 (OTOLOGICALS),S02,S (SENSORY ORGANS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098621
5088,S02A (ANTIINFECTIVES),S02A,S02 (OTOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098622
5089,S02AA (Antiinfectives),S02AA,S02A (ANTIINFECTIVES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098623
5090,S02AA01 (chloramphenicol),S02AA01,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098624
5091,S02AA02 (nitrofural),S02AA02,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098625
5092,S02AA03 (boric acid),S02AA03,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098626
5093,S02AA04 (aluminium acetotartrate),S02AA04,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098627
5094,S02AA05 (clioquinol),S02AA05,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098628
5095,S02AA06 (hydrogen peroxide),S02AA06,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098629
5096,S02AA07 (neomycin),S02AA07,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098630
5097,S02AA08 (tetracycline),S02AA08,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098631
5098,S02AA09 (chlorhexidine),S02AA09,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098632
5099,S02AA10 (acetic acid),S02AA10,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098633
5100,S02AA11 (polymyxin B),S02AA11,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098634
5101,S02AA12 (rifamycin),S02AA12,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098635
5102,S02AA13 (miconazole),S02AA13,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098636
5103,S02AA14 (gentamicin),S02AA14,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098637
5104,S02AA15 (ciprofloxacin),S02AA15,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098638
5105,"S02AA30 (antiinfectives, combinations)",S02AA30,S02AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098639
5106,S02B (CORTICOSTEROIDS),S02B,S02 (OTOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098640
5107,S02BA (Corticosteroids),S02BA,S02B (CORTICOSTEROIDS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098641
5108,S02BA01 (hydrocortisone),S02BA01,S02BA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098642
5109,S02BA03 (prednisolone),S02BA03,S02BA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098643
5110,S02BA06 (dexamethasone),S02BA06,S02BA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098644
5111,S02BA07 (betamethasone),S02BA07,S02BA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098645
5112,S02C (CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION),S02C,S02 (OTOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098646
5113,S02CA (Corticosteroids and antiinfectives in combination),S02CA,S02C (CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098647
5114,S02CA01 (prednisolone and antiinfectives),S02CA01,S02CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098648
5115,S02CA02 (flumetasone and antiinfectives),S02CA02,S02CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098649
5116,S02CA03 (hydrocortisone and antiinfectives),S02CA03,S02CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098650
5117,S02CA04 (triamcinolone and antiinfectives),S02CA04,S02CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098651
5118,S02CA05 (fluocinolone acetonide and antiinfectives),S02CA05,S02CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098652
5119,S02CA06 (dexamethasone and antiinfectives),S02CA06,S02CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098653
5120,S02CA07 (fludrocortisone and antiinfectives),S02CA07,S02CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098654
5121,S02D (OTHER OTOLOGICALS),S02D,S02 (OTOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098655
5122,S02DA (Analgesics and anesthetics),S02DA,S02D (OTHER OTOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098656
5123,S02DA01 (lidocaine),S02DA01,S02DA (Analgesics and anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098657
5124,S02DA02 (cocaine),S02DA02,S02DA (Analgesics and anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098658
5125,S02DA30 (combinations),S02DA30,S02DA (Analgesics and anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098659
5126,S02DC (Indifferent preparations),S02DC,S02D (OTHER OTOLOGICALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098660
5127,S03 (OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS),S03,S (SENSORY ORGANS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098661
5128,S03A (ANTIINFECTIVES),S03A,S03 (OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098662
5129,S03AA (Antiinfectives),S03AA,S03A (ANTIINFECTIVES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098663
5130,S03AA01 (neomycin),S03AA01,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098664
5131,S03AA02 (tetracycline),S03AA02,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098665
5132,S03AA03 (polymyxin B),S03AA03,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098666
5133,S03AA04 (chlorhexidine),S03AA04,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098667
5134,S03AA05 (hexamidine),S03AA05,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098668
5135,S03AA06 (gentamicin),S03AA06,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098669
5136,S03AA07 (ciprofloxacin),S03AA07,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098670
5137,S03AA08 (chloramphenicol),S03AA08,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098671
5138,"S03AA30 (antiinfectives, combinations)",S03AA30,S03AA (Antiinfectives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098672
5139,S03B (CORTICOSTEROIDS),S03B,S03 (OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098673
5140,S03BA (Corticosteroids),S03BA,S03B (CORTICOSTEROIDS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098674
5141,S03BA01 (dexamethasone),S03BA01,S03BA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098675
5142,S03BA02 (prednisolone),S03BA02,S03BA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098676
5143,S03BA03 (betamethasone),S03BA03,S03BA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098677
5144,S03C (CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION),S03C,S03 (OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098678
5145,S03CA (Corticosteroids and antiinfectives in combination),S03CA,S03C (CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098679
5146,S03CA01 (dexamethasone and antiinfectives),S03CA01,S03CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098680
5147,S03CA02 (prednisolone and antiinfectives),S03CA02,S03CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098681
5148,S03CA04 (hydrocortisone and antiinfectives),S03CA04,S03CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098682
5149,S03CA05 (fludrocortisone and antiinfectives),S03CA05,S03CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098683
5150,S03CA06 (betamethasone and antiinfectives),S03CA06,S03CA (Corticosteroids and antiinfectives in combination),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098684
5151,S03D (OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS),S03D,S03 (OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098685
5152,V03 (ALL OTHER THERAPEUTIC PRODUCTS),V03,V (VARIOUS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098693
5153,V03A (ALL OTHER THERAPEUTIC PRODUCTS),V03A,V03 (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098694
5154,V03AB (Antidotes),V03AB,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098695
5155,V03AB01 (ipecacuanha),V03AB01,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098696
5156,V03AB02 (nalorphine),V03AB02,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098697
5157,V03AB03 (edetates),V03AB03,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098698
5158,V03AB04 (pralidoxime),V03AB04,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098699
5159,V03AB05 (prednisolone and promethazine),V03AB05,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098700
5160,V03AB06 (thiosulfate),V03AB06,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098701
5161,V03AB08 (sodium nitrite),V03AB08,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098702
5162,V03AB09 (dimercaprol),V03AB09,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098703
5163,V03AB13 (obidoxime),V03AB13,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098704
5164,V03AB14 (protamine),V03AB14,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098705
5165,V03AB15 (naloxone),V03AB15,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098706
5166,V03AB16 (ethanol),V03AB16,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098707
5167,V03AB17 (methylthioninium chloride),V03AB17,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098708
5168,V03AB18 (potassium permanganate),V03AB18,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098709
5169,V03AB19 (physostigmine),V03AB19,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098710
5170,V03AB20 (copper sulfate),V03AB20,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098711
5171,V03AB21 (potassium iodide),V03AB21,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098712
5172,V03AB22 (amyl nitrite),V03AB22,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098713
5173,V03AB23 (acetylcysteine),V03AB23,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098714
5174,V03AB24 (digitalis antitoxin),V03AB24,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098715
5175,V03AB25 (flumazenil),V03AB25,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098716
5176,V03AB26 (methionine),V03AB26,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098717
5177,V03AB27 (4-dimethylaminophenol),V03AB27,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098718
5178,V03AB29 (cholinesterase),V03AB29,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098719
5179,V03AB31 (prussian blue),V03AB31,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098720
5180,V03AB32 (glutathione),V03AB32,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098721
5181,V03AB33 (hydroxocobalamin),V03AB33,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098722
5182,V03AB34 (fomepizole),V03AB34,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098723
5183,V03AB35 (sugammadex),V03AB35,V03AB (Antidotes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098724
5184,V03AC (Iron chelating agents),V03AC,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098725
5185,V03AC01 (deferoxamine),V03AC01,V03AC (Iron chelating agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098726
5186,V03AC02 (deferiprone),V03AC02,V03AC (Iron chelating agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098727
5187,V03AC03 (deferasirox),V03AC03,V03AC (Iron chelating agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098728
5188,V03AE (Drugs for treatment of hyperkalemia and hyperphosphatemia),V03AE,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098729
5189,V03AE01 (polystyrene sulfonate),V03AE01,V03AE (Drugs for treatment of hyperkalemia and hyperphosphatemia),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098730
5190,V03AE02 (sevelamer),V03AE02,V03AE (Drugs for treatment of hyperkalemia and hyperphosphatemia),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098731
5191,V03AE03 (lanthanum carbonate),V03AE03,V03AE (Drugs for treatment of hyperkalemia and hyperphosphatemia),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098732
5192,V03AE04 (calcium acetate and magnesium carbonate),V03AE04,V03AE (Drugs for treatment of hyperkalemia and hyperphosphatemia),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098733
5193,V03AF (Detoxifying agents for antineoplastic treatment),V03AF,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098734
5194,V03AF01 (mesna),V03AF01,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098735
5195,V03AF02 (dexrazoxane),V03AF02,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098736
