name,order,code,parent,ontologyTermURI,definition
Beta-thalassemia,19559,848,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_848,
Glanzmann thrombasthenia,19560,849,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_849,
Congenital dyserythropoietic anemia,19561,85,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85,
May-Hegglin thrombocytopenia,19562,850,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_850,
Paris-Trousseau thrombocytopenia,19563,851,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_851,
Perineurioma,19564,85102,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85102,
Familial encephalopathy with neuroserpin inclusion bodies,19565,85110,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85110,
Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome,19566,85112,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85112,
Bothnia retinal dystrophy,19567,85128,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85128,
Cystic leukoencephalopathy without megalencephaly,19568,85136,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85136,
Addison disease,19569,85138,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85138,
NON RARE IN EUROPE: Aldosterone-producing adenoma,19570,85142,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85142,
"Neurogenic scapuloperoneal syndrome, Kaeser type",19571,85146,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85146,
Facial onset sensory and motor neuronopathy,19572,85162,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85162,
Hypomyelination-congenital cataract syndrome,19573,85163,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85163,
Camptodactyly-tall stature-scoliosis-hearing loss syndrome,19574,85164,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85164,
Severe achondroplasia-developmental delay-acanthosis nigricans syndrome,19575,85165,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85165,
"Platyspondylic dysplasia, Torrance type",19576,85166,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85166,
Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,19577,85167,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85167,
Craniofacial conodysplasia,19578,85168,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85168,
Familial digital arthropathy-brachydactyly,19579,85169,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85169,
"Mesomelic dysplasia, Savarirayan type",19580,85170,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85170,
"Microcephalic osteodysplastic dysplasia, Saul-Wilson type",19581,85172,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85172,
IMAGe syndrome,19582,85173,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85173,
Pseudodiastrophic dysplasia,19583,85174,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85174,
Astley-Kendall dysplasia,19584,85175,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85175,
Infantile osteopetrosis with neuroaxonal dysplasia,19585,85179,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85179,
Diaphyseal medullary stenosis-bone malignancy syndrome,19586,85182,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85182,
"Craniometadiaphyseal dysplasia, wormian bone type",19587,85184,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85184,
Endosteal sclerosis-cerebellar hypoplasia syndrome,19588,85186,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85186,
"Metaphyseal dysplasia, Braun-Tinschert type",19589,85188,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85188,
Singleton-Merten dysplasia,19590,85191,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85191,
Calvarial doughnut lesions-bone fragility syndrome,19591,85192,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85192,
Idiopathic juvenile osteoporosis,19592,85193,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85193,
Spondylo-ocular syndrome,19593,85194,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85194,
Familial expansile osteolysis,19594,85195,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85195,
Nodulosis-arthropathy-osteolysis syndrome,19595,85196,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85196,
Genochondromatosis type 1,19596,85197,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85197,
Dysspondyloenchondromatosis,19597,85198,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85198,
Craniosynostosis-anal anomalies-porokeratosis syndrome,19598,85199,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85199,
X-linked thrombocytopenia with normal platelets,19599,852,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_852,
Ischiovertebral syndrome,19600,85200,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85200,
Genitopatellar syndrome,19601,85201,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85201,
Keutel syndrome,19602,85202,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85202,
Acropectoral syndrome,19603,85203,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85203,
Fetal Gaucher disease,19604,85212,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85212,
"X-linked intellectual disability, Abidi type",19605,85273,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85273,
Syndromic X-linked intellectual disability 7,19606,85274,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85274,
Microphthalmia-ankyloblepharon-intellectual disability syndrome,19607,85275,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85275,
"X-linked intellectual disability, Armfield type",19608,85276,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85276,
"X-linked intellectual disability, Cantagrel type",19609,85277,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85277,
Christianson syndrome,19610,85278,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85278,
Syndromic X-linked intellectual disability due to JARID1C mutation,19611,85279,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85279,
X-linked intellectual disability-cubitus valgus-dysmorphism syndrome,19612,85280,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85280,
MECP2 duplication syndrome,19613,85281,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85281,
MEHMO syndrome,19614,85282,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85282,
"X-linked intellectual disability, Miles-Carpenter type",19615,85283,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85283,
BRESEK syndrome,19616,85284,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85284,
"X-linked intellectual disability, Schimke type",19617,85285,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85285,
"X-linked intellectual disability, Shashi type",19618,85286,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85286,
"X-linked intellectual disability, Siderius type",19619,85287,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85287,
"X-linked intellectual disability, Stocco Dos Santos type",19620,85288,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85288,
"X-linked intellectual disability, Vitale type",19621,85289,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85289,
"X-linked intellectual disability, Wilson type",19622,85290,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85290,
"X-linked intellectual disability, Wittwer type",19623,85291,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85291,
X-linked spinocerebellar ataxia type 4,19624,85292,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85292,
"X-linked intellectual disability, Cabezas type",19625,85293,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85293,
X-linked epilepsy-learning disabilities-behavior disorders syndrome,19626,85294,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85294,
"HSD10 disease, atypical type",19627,85295,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85295,
X-linked spinocerebellar ataxia type 3,19628,85297,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85297,
Fetal and neonatal alloimmune thrombocytopenia,19629,853,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_853,
X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome,19630,85317,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85317,
X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome,19631,85319,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85319,
X-linked intellectual disability-macrocephaly-macroorchidism syndrome,19632,85320,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85320,
"Deafness-intellectual disability syndrome, Martin-Probst type",19633,85321,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85321,
"X-linked intellectual disability, Pai type",19634,85322,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85322,
"X-linked intellectual disability, Seemanova type",19635,85323,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85323,
"X-linked intellectual disability, Shrimpton type",19636,85324,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85324,
"X-linked intellectual disability, Stevenson type",19637,85325,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85325,
"X-linked intellectual disability, Stoll type",19638,85326,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85326,
X-linked intellectual disability-acromegaly-hyperactivity syndrome,19639,85327,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85327,
"X-linked intellectual disability, Turner type",19640,85328,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85328,
X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome,19641,85329,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85329,
X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome,19642,85330,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85330,
X-linked intellectual disability-retinitis pigmentosa syndrome,19643,85332,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85332,
X-linked intellectual disability-spastic paraplegia with iron deposits syndrome,19644,85333,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85333,
"X-linked neurodegenerative syndrome, Bertini type",19645,85334,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85334,
Fried syndrome,19646,85335,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85335,
"X-linked neurodegenerative syndrome, Hamel type",19647,85336,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85336,
"X-linked intellectual disability, Zorick type",19648,85337,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85337,
X-linked intellectual disability-ataxia-apraxia syndrome,19649,85338,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85338,
Primitive portal vein thrombosis,19650,854,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_854,
Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis,19651,85408,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85408,
Oligoarticular juvenile idiopathic arthritis,19652,85410,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85410,
Systemic-onset juvenile idiopathic arthritis,19653,85414,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85414,
Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis,19654,85435,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85435,
Psoriasis-related juvenile idiopathic arthritis,19655,85436,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85436,
Enthesitis-related juvenile idiopathic arthritis,19656,85438,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85438,
Short stature-pituitary and cerebellar defects-small sella turcica syndrome,19657,85442,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85442,
AL amyloidosis,19658,85443,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85443,
AA amyloidosis,19659,85445,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85445,
Wild type ABeta2M amyloidosis,19660,85446,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85446,
ATTRV30M amyloidosis,19661,85447,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85447,
AGel amyloidosis,19662,85448,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85448,
Hereditary amyloidosis with primary renal involvement,19663,85450,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85450,
ATTRV122I amyloidosis,19664,85451,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85451,
X-linked reticulate pigmentary disorder,19665,85453,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85453,
Hereditary cerebral hemorrhage with amyloidosis,19666,85458,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_85458,
NON RARE IN EUROPE: Hashimoto thyroiditis,19667,855,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_855,
NON RARE IN EUROPE: Tourette syndrome,19668,856,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_856,
Townes-Brocks syndrome,19669,857,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_857,
Congenital toxoplasmosis,19670,858,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_858,
Transcobalamin deficiency,19671,859,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_859,
Familial abdominal aortic aneurysm,19672,86,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86,
Congenitally uncorrected transposition of the great arteries,19673,860,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_860,
Treacher-Collins syndrome,19674,861,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_861,
NON RARE IN EUROPE: Hereditary essential tremor,19675,862,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_862,
Trichinellosis,19676,863,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_863,
DPAGT1-CDG,19677,86309,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86309,
Trichofolliculoma,19678,864,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_864,
Familial multiple trichoepithelioma,19679,867,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_867,
X-linked severe congenital neutropenia,19680,86788,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86788,
Patella aplasia/hypoplasia,19681,86789,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86789,
Localized lichen myxedematosus,19682,86795,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86795,
Atypical lichen myxedematosus,19683,86797,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86797,
Triose phosphate-isomerase deficiency,19684,868,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_868,
POMT1-related  limb-girdle muscular dystrophy R11,19685,86812,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86812,
Helicoid peripapillary chorioretinal degeneration,19686,86813,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86813,
Benign adult familial myoclonic epilepsy,19687,86814,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86814,
Aplasia of lacrimal and salivary glands,19688,86815,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86815,
Congenital analbuminemia,19689,86816,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86816,
Hemolytic anemia due to adenylate kinase deficiency,19690,86817,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86817,
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,19691,86818,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86818,
Atrichia with papular lesions,19692,86819,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86819,
Familial avascular necrosis of femoral head,19693,86820,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86820,
Lissencephaly type 3-familial fetal akinesia sequence syndrome,19694,86821,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86821,
Lissencephaly type 3-metacarpal bone dysplasia syndrome,19695,86822,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86822,
Lissencephaly with cerebellar hypoplasia,19696,86823,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86823,
Chronic neutrophilic leukemia,19697,86829,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86829,
"Chronic myeloproliferative disease, unclassifiable",19698,86830,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86830,
Juvenile myelomonocytic leukemia,19699,86834,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86834,
Refractory cytopenia with multilineage dysplasia,19700,86836,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86836,
Refractory anemia with excess blasts,19701,86839,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86839,
Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality,19702,86841,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86841,
Acute panmyelosis with myelofibrosis,19703,86843,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86843,
Acute myeloid leukaemia with myelodysplasia-related features,19704,86845,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86845,
Therapy related acute myeloid leukemia and myelodysplastic syndrome,19705,86846,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86846,
Acute basophilic leukemia,19706,86849,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86849,
Myeloid sarcoma,19707,86850,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86850,
Acute leukemia of ambiguous lineage,19708,86851,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86851,
B-cell prolymphocytic leukemia,19709,86852,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86852,
Splenic marginal zone lymphoma,19710,86854,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86854,
Plasmacytoma,19711,86855,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86855,
Non-amyloid monoclonal immunoglobulin deposition disease,19712,86861,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86861,
Heavy chain disease,19713,86864,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86864,
Nodal marginal zone B-cell lymphoma,19714,86867,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86867,
Lymphomatoid granulomatosis,19715,86869,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86869,
CD4+/CD56+ hematodermic neoplasm,19716,86870,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86870,
T-cell prolymphocytic leukemia,19717,86871,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86871,
T-cell large granular lymphocyte leukemia,19718,86872,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86872,
Aggressive NK-cell leukemia,19719,86873,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86873,
Adult T-cell leukemia/lymphoma,19720,86875,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86875,
Extranodal nasal NK/T cell lymphoma,19721,86879,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86879,
Enteropathy-associated T-cell lymphoma,19722,86880,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86880,
Hepatosplenic T-cell lymphoma,19723,86882,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86882,
Subcutaneous panniculitis-like T-cell lymphoma,19724,86884,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86884,
Primary cutaneous peripheral T-cell lymphoma not otherwise specified,19725,86885,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86885,
Angioimmunoblastic T-cell lymphoma,19726,86886,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86886,
Nodular lymphocyte predominant Hodgkin lymphoma,19727,86893,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86893,
Histiocytic sarcoma,19728,86896,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86896,
Langerhans cell sarcoma,19729,86897,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86897,
Triple A syndrome,19730,869,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_869,
Interdigitating dendritic cell sarcoma,19731,86900,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86900,
Follicular dendritic cell sarcoma,19732,86902,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86902,
Dendritic cell sarcoma not otherwise specified,19733,86903,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86903,
Methotrexate-associated lymphoproliferative disorders,19734,86904,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86904,
Hypothalamic hamartomas with gelastic seizures,19735,86906,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86906,
Idiopathic hemiconvulsion-hemiplegia syndrome,19736,86908,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86908,
Myoclonic epilepsy of infancy,19737,86909,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86909,
Epilepsy with myoclonic absences,19738,86911,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86911,
Myoclonic epilepsy in non-progressive encephalopathies,19739,86913,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86913,
Lymphedema-cerebral arteriovenous anomaly syndrome,19740,86914,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86914,
Lymphedema-atrial septal defects-facial changes syndrome,19741,86915,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86915,
Diffuse palmoplantar keratoderma-acrocyanosis syndrome,19742,86918,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86918,
Keratosis palmaris et plantaris-clinodactyly syndrome,19743,86919,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86919,
Dermatopathia pigmentosa reticularis,19744,86920,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86920,
"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type",19745,86923,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_86923,
Apert syndrome,19746,87,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_87,
Down syndrome,19747,870,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_870,
Familial progressive cardiac conduction defect,19748,871,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_871,
Rare intellectual disability,19749,87277,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_87277,
Desmoid tumor,19750,873,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_873,
Primary adult heart tumor,19751,874,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_874,
Primary pediatric heart tumor,19752,875,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_875,
Mal de Meleda,19753,87503,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_87503,
Yolk sac tumor,19754,876,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_876,
Neuroendocrine neoplasm,19755,877,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_877,
Sialidosis type 2,19756,87876,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_87876,
Non-syndromic genetic deafness,19757,87884,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_87884,
Tungiasis,19758,879,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_879,
Idiopathic aplastic anemia,19759,88,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88,
Turner syndrome,19760,881,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_881,
Tyrosinemia type 1,19761,882,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_882,
Extragonadal teratoma,19762,883,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_883,
Tetrasomy 12p,19763,884,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_884,
Usher syndrome,19764,886,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_886,
Autosomal recessive non-syndromic intellectual disability,19765,88616,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88616,
Psychomotor delay due to S-adenosylhomocysteine hydrolase deficiency,19766,88618,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88618,
Familial acute necrotizing encephalopathy,19767,88619,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88619,
Isolated congenital anosmia,19768,88620,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88620,
Ichthyosis-prematurity syndrome,19769,88621,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88621,
Posterior column ataxia-retinitis pigmentosa syndrome,19770,88628,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88628,
Tritanopia,19771,88629,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88629,
Terminal osseous dysplasia-pigmentary defects syndrome,19772,88630,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88630,
Anterior segment developmental anomaly,19773,88632,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88632,
Superior limbic keratoconjunctivitis,19774,88633,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88633,
Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,19775,88635,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88635,
Aortic dilatation-joint hypermobility-arterial tortuosity syndrome,19776,88636,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88636,
Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,19777,88637,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88637,
Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,19778,88639,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88639,
Channelopathy-associated congenital insensitivity to pain,19779,88642,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88642,
Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome,19780,88643,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88643,
"Autosomal recessive ataxia, Beauce type",19781,88644,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88644,
Autosomal dominant progressive nephropathy with hypertension,19782,88659,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88659,
Hypertension due to gain-of-function mutations in the mineralocorticoid receptor,19783,88660,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88660,
Amelogenesis imperfecta,19784,88661,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88661,
Hepatocellular carcinoma,19785,88673,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88673,
VACTERL/VATER association,19786,887,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_887,
Van der Woude syndrome,19787,888,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_888,
Cutaneous small vessel vasculitis,19788,889,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_889,
X-linked Alport syndrome,19789,88917,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88917,
Autosomal dominant Alport syndrome,19790,88918,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88918,
Autosomal recessive Alport syndrome,19791,88919,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88919,
Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis,19792,88924,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88924,
Pseudohypoaldosteronism type 2A,19793,88938,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88938,
Pseudohypoaldosteronism type 2B,19794,88939,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88939,
Pseudohypoaldosteronism type 2C,19795,88940,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88940,
MUC1-related autosomal dominant tubulointerstitial kidney disease,19796,88949,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88949,
