order,label,name,parent,code,ontologyTermURI
2413,PHENOL,Veterinary use: PHENOL,Veterinary use,1E+11,
2480,Phenoxymethylpenicillin potassium,Veterinary use: Phenoxymethylpenicillin potassium,Veterinary use,1E+11,
2414,PHENYLALANINE DL,Veterinary use: PHENYLALANINE DL,Veterinary use,1E+11,
2415,PHENYLBUTAZONE,Veterinary use: PHENYLBUTAZONE,Veterinary use,100000147262,
2481,Phenylbutazone,Veterinary use: Phenylbutazone,Veterinary use,100000092182,
2482,Phenylpropanolamine,Veterinary use: Phenylpropanolamine,Veterinary use,1E+11,
2483,Phenylpropanolamine hydrochloride,Veterinary use: Phenylpropanolamine hydrochloride,Veterinary use,1E+11,
2416,PHOSPHORUS,Veterinary use: PHOSPHORUS,Veterinary use,100000148422,
2484,Phosphorus,Veterinary use: Phosphorus,Veterinary use,100000091774,
2485,"Photobacterium damselae subsp. piscicida, strain AL 5051, Inactivated","Veterinary use: Photobacterium damselae subsp. piscicida, strain AL 5051, Inactivated",Veterinary use,3E+11,
2486,"Photobacterium damselae, subsp. Piscicida, strain DI21, Inactivated","Veterinary use: Photobacterium damselae, subsp. Piscicida, strain DI21, Inactivated",Veterinary use,1E+11,
2487,"Photobacterium damselae, subsp. Piscicida, strain It-1, Inactivated","Veterinary use: Photobacterium damselae, subsp. Piscicida, strain It-1, Inactivated",Veterinary use,3E+11,
2417,PHOXIM,Veterinary use: PHOXIM,Veterinary use,100000147265,
2488,Phoxim,Veterinary use: Phoxim,Veterinary use,100000082468,
2489,Phytomenadione,Veterinary use: Phytomenadione,Veterinary use,1E+11,
2490,"Pigeon herpesvirus, strain V298/70, Inactivated","Veterinary use: Pigeon herpesvirus, strain V298/70, Inactivated",Veterinary use,3E+11,
2491,"Pigeon paramyxovirus 1, strain 988M, Inactivated","Veterinary use: Pigeon paramyxovirus 1, strain 988M, Inactivated",Veterinary use,3E+11,
2492,"Pigeon paramyxovirus 1, strain 988M-ca, Inactivated","Veterinary use: Pigeon paramyxovirus 1, strain 988M-ca, Inactivated",Veterinary use,3E+11,
2493,"Pigeon paramyxovirus 1, strain P201, Inactivated","Veterinary use: Pigeon paramyxovirus 1, strain P201, Inactivated",Veterinary use,3E+11,
2494,"Pigeon rotavirus, strain Ro/D, Inactivated","Veterinary use: Pigeon rotavirus, strain Ro/D, Inactivated",Veterinary use,3E+11,
2418,PILOCARPINE HYDROCHLORIDE,Veterinary use: PILOCARPINE HYDROCHLORIDE,Veterinary use,1E+11,
2419,PIMOBENDAN,Veterinary use: PIMOBENDAN,Veterinary use,100000147268,
2495,Pimobendan,Veterinary use: Pimobendan,Veterinary use,100000081974,
2420,PINE TAR,Veterinary use: PINE TAR,Veterinary use,1E+11,
2421,PIPERAZINE HEXAHYDRATE,Veterinary use: PIPERAZINE HEXAHYDRATE,Veterinary use,1E+11,
2496,Piperonyl butoxide,Veterinary use: Piperonyl butoxide,Veterinary use,1E+11,
2422,PIRANTEL,Veterinary use: PIRANTEL,Veterinary use,1E+11,
2497,Pirlimycin,Veterinary use: Pirlimycin,Veterinary use,1E+11,
2498,Piroctone olamine,Veterinary use: Piroctone olamine,Veterinary use,1E+11,
2423,POLYMYXIN B SULFATE,Veterinary use: POLYMYXIN B SULFATE,Veterinary use,100000090239,
2424,POLYMYXIN B SULFATE,Veterinary use: POLYMYXIN B SULFATE,Veterinary use,100000146880,
2499,"Porcine circovirus 2, ORF2 capsid protein","Veterinary use: Porcine circovirus 2, ORF2 capsid protein",Veterinary use,3E+11,
2500,"Porcine circovirus 2, strain 1010, Inactivated","Veterinary use: Porcine circovirus 2, strain 1010, Inactivated",Veterinary use,3E+11,
2501,"Porcine circovirus type 1 expressing the Porcine circovirus type 2 ORF2 protein, Inactivated","Veterinary use: Porcine circovirus type 1 expressing the Porcine circovirus type 2 ORF2 protein, Inactivated",Veterinary use,3E+11,
2502,"Porcine parvovirus, Inactivated","Veterinary use: Porcine parvovirus, Inactivated",Veterinary use,1E+11,
2503,"Porcine parvovirus, strain 014, Inactivated","Veterinary use: Porcine parvovirus, strain 014, Inactivated",Veterinary use,3E+11,
2504,"Porcine parvovirus, strain 27a, VP2 protein","Veterinary use: Porcine parvovirus, strain 27a, VP2 protein",Veterinary use,3E+11,
2505,"Porcine parvovirus, strain Bio-37, Inactivated","Veterinary use: Porcine parvovirus, strain Bio-37, Inactivated",Veterinary use,3E+11,
2506,"Porcine parvovirus, strain CAPM V198 S-27, Inactivated","Veterinary use: Porcine parvovirus, strain CAPM V198 S-27, Inactivated",Veterinary use,3E+11,
2507,"Porcine parvovirus, strain K22, Inactivated","Veterinary use: Porcine parvovirus, strain K22, Inactivated",Veterinary use,3E+11,
2508,"Porcine parvovirus, strain NADL-2, Inactivated","Veterinary use: Porcine parvovirus, strain NADL-2, Inactivated",Veterinary use,3E+11,
2509,"Porcine parvovirus, strain PVP-7, Inactivated","Veterinary use: Porcine parvovirus, strain PVP-7, Inactivated",Veterinary use,3E+11,
2510,"Porcine parvovirus, strain S-80, Inactivated","Veterinary use: Porcine parvovirus, strain S-80, Inactivated",Veterinary use,3E+11,
2511,"Porcine reproductive and respiratory syndrome virus, strain VR 2332, Live","Veterinary use: Porcine reproductive and respiratory syndrome virus, strain VR 2332, Live",Veterinary use,3E+11,
2512,"Porcine reproductive and respiratory syndrome virus, type 1, Inactivated","Veterinary use: Porcine reproductive and respiratory syndrome virus, type 1, Inactivated",Veterinary use,3E+11,
2513,"Porcine reproductive and respiratory syndrome virus, type 1, strain 96V198, Live","Veterinary use: Porcine reproductive and respiratory syndrome virus, type 1, strain 96V198, Live",Veterinary use,3E+11,
2514,"Porcine reproductive and respiratory syndrome virus, type 1, strain Bio-60, Inactivated","Veterinary use: Porcine reproductive and respiratory syndrome virus, type 1, strain Bio-60, Inactivated",Veterinary use,3E+11,
2515,"Porcine reproductive and respiratory syndrome virus, type 1, strain DV, Live","Veterinary use: Porcine reproductive and respiratory syndrome virus, type 1, strain DV, Live",Veterinary use,3E+11,
2516,"Porcine reproductive and respiratory syndrome virus, type 1, strain P120, Inactivated","Veterinary use: Porcine reproductive and respiratory syndrome virus, type 1, strain P120, Inactivated",Veterinary use,1E+11,
2517,"Porcine reproductive and respiratory syndrome virus, type 1, strain PRRS 94881, Live","Veterinary use: Porcine reproductive and respiratory syndrome virus, type 1, strain PRRS 94881, Live",Veterinary use,3E+11,
2518,"Porcine reproductive and respiratory syndrome virus, type 1, strain VP-046 BIS, Live","Veterinary use: Porcine reproductive and respiratory syndrome virus, type 1, strain VP-046 BIS, Live",Veterinary use,3E+11,
2519,"Porcine reproductive and respiratory syndrome virus, type 2, strain Bio-61, Inactivated","Veterinary use: Porcine reproductive and respiratory syndrome virus, type 2, strain Bio-61, Inactivated",Veterinary use,3E+11,
2520,"Porcine rotavirus, strain OSU 6, Inactivated","Veterinary use: Porcine rotavirus, strain OSU 6, Inactivated",Veterinary use,3E+11,
2521,Posaconazole,Veterinary use: Posaconazole,Veterinary use,1E+11,
2522,Potassium bromide,Veterinary use: Potassium bromide,Veterinary use,1E+11,
2425,POTASSIUM CHLORIDE,Veterinary use: POTASSIUM CHLORIDE,Veterinary use,100000147536,
2523,Potassium chloride,Veterinary use: Potassium chloride,Veterinary use,100000091807,
2524,Potassium citrate,Veterinary use: Potassium citrate,Veterinary use,1E+11,
2426,POTASSIUM CLAVULANATE,Veterinary use: POTASSIUM CLAVULANATE,Veterinary use,100000147451,
2525,Potassium clavulanate,Veterinary use: Potassium clavulanate,Veterinary use,100000093061,
2526,Potassium dihydrogen phosphate,Veterinary use: Potassium dihydrogen phosphate,Veterinary use,1E+11,
2427,POTASSIUM IODIDE,Veterinary use: POTASSIUM IODIDE,Veterinary use,1E+11,
2527,Potassium selenate,Veterinary use: Potassium selenate,Veterinary use,3E+11,
2428,"POVIDONE, IODINATED","Veterinary use: POVIDONE, IODINATED",Veterinary use,1E+11,
2528,Pradofloxacin,Veterinary use: Pradofloxacin,Veterinary use,3E+11,
2429,PRAZIKVANTELS,Veterinary use: PRAZIKVANTELS,Veterinary use,1E+11,
2430,PRAZIQUANTEL,Veterinary use: PRAZIQUANTEL,Veterinary use,100000147274,
2529,Praziquantel,Veterinary use: Praziquantel,Veterinary use,100000081420,
2431,PRAZIQUANTELUM,Veterinary use: PRAZIQUANTELUM,Veterinary use,1E+11,
2432,PRECIPITATED SULPHUR,Veterinary use: PRECIPITATED SULPHUR,Veterinary use,1E+11,
2433,PREDNISOLONE,Veterinary use: PREDNISOLONE,Veterinary use,100000147276,
2530,Prednisolone,Veterinary use: Prednisolone,Veterinary use,100000091520,
2434,PREDNISOLONE ACETATE,Veterinary use: PREDNISOLONE ACETATE,Veterinary use,100000146881,
2531,Prednisolone acetate,Veterinary use: Prednisolone acetate,Veterinary use,100000090168,
2532,Pregabalin,Veterinary use: Pregabalin,Veterinary use,1E+11,
2533,Procaine,Veterinary use: Procaine,Veterinary use,1E+11,
2435,PROCAINE BENZYLPENICILLIN,Veterinary use: PROCAINE BENZYLPENICILLIN,Veterinary use,1E+11,
2436,PROCAINE HYDROCHLORIDE,Veterinary use: PROCAINE HYDROCHLORIDE,Veterinary use,100000146884,
2534,Procaine hydrochloride,Veterinary use: Procaine hydrochloride,Veterinary use,100000091094,
2437,PROCAINE PENICILLIN,Veterinary use: PROCAINE PENICILLIN,Veterinary use,1E+11,
2438,PROCAINE PENICILLIN G,Veterinary use: PROCAINE PENICILLIN G,Veterinary use,1E+11,
2535,Progesterone,Veterinary use: Progesterone,Veterinary use,1E+11,
2439,PROLIGESTONE,Veterinary use: PROLIGESTONE,Veterinary use,100000147282,
2536,Proligestone,Veterinary use: Proligestone,Veterinary use,100000081143,
2537,Propentofylline,Veterinary use: Propentofylline,Veterinary use,1E+11,
2538,Propofol,Veterinary use: Propofol,Veterinary use,1E+11,
2440,PROPOXUR,Veterinary use: PROPOXUR,Veterinary use,1E+11,
2539,Propylene glycol,Veterinary use: Propylene glycol,Veterinary use,1E+11,
2540,"Pseudomonas aeruginosa, serotype 5, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 5, Inactivated",Veterinary use,3E+11,
2541,"Pseudomonas aeruginosa, serotype 5, strain PA5G-485, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 5, strain PA5G-485, Inactivated",Veterinary use,3E+11,
2542,"Pseudomonas aeruginosa, serotype 5, strain PA5M-485-P, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 5, strain PA5M-485-P, Inactivated",Veterinary use,3E+11,
2543,"Pseudomonas aeruginosa, serotype 6, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 6, Inactivated",Veterinary use,3E+11,
2544,"Pseudomonas aeruginosa, serotype 6, strain PA6G-485, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 6, strain PA6G-485, Inactivated",Veterinary use,3E+11,
2545,"Pseudomonas aeruginosa, serotype 6, strain PA6M-485-JA, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 6, strain PA6M-485-JA, Inactivated",Veterinary use,3E+11,
2546,"Pseudomonas aeruginosa, serotype 6, strain PA6M-485-JB, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 6, strain PA6M-485-JB, Inactivated",Veterinary use,3E+11,
2547,"Pseudomonas aeruginosa, serotype 7, strain PA7M-485-347, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 7, strain PA7M-485-347, Inactivated",Veterinary use,3E+11,
2548,"Pseudomonas aeruginosa, serotype 7/8, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 7/8, Inactivated",Veterinary use,3E+11,
2549,"Pseudomonas aeruginosa, serotype 7/8, strain PA7G-485, Inactivated","Veterinary use: Pseudomonas aeruginosa, serotype 7/8, strain PA7G-485, Inactivated",Veterinary use,3E+11,
2441,PYRANTEL,Veterinary use: PYRANTEL,Veterinary use,100000147287,
2550,Pyrantel,Veterinary use: Pyrantel,Veterinary use,100000080865,
2442,PYRANTEL EMBONATE,Veterinary use: PYRANTEL EMBONATE,Veterinary use,100000146888,
2551,Pyrantel embonate,Veterinary use: Pyrantel embonate,Veterinary use,100000089059,
2443,PYRANTEL PAMOATE,Veterinary use: PYRANTEL PAMOATE,Veterinary use,100000135503,
2444,PYRANTEL PAMOATE,Veterinary use: PYRANTEL PAMOATE,Veterinary use,100000147772,
2445,PYRANTELI EMBONAS,Veterinary use: PYRANTELI EMBONAS,Veterinary use,1E+11,
2552,Pyrethrins,Veterinary use: Pyrethrins,Veterinary use,3E+11,
2446,PYRETHRUM EXTRACT,Veterinary use: PYRETHRUM EXTRACT,Veterinary use,1E+11,
2553,Pyridoxine,Veterinary use: Pyridoxine,Veterinary use,1E+11,
2447,PYRIDOXINE HYDROCHLORIDE,Veterinary use: PYRIDOXINE HYDROCHLORIDE,Veterinary use,100000147756,
2554,Pyridoxine hydrochloride,Veterinary use: Pyridoxine hydrochloride,Veterinary use,100000089922,
2555,Pyriprole,Veterinary use: Pyriprole,Veterinary use,3E+11,
2448,PYRIPROXYFEN,Veterinary use: PYRIPROXYFEN,Veterinary use,100000147956,
2556,Pyriproxyfen,Veterinary use: Pyriproxyfen,Veterinary use,300000023618,
2564,"Rabbit haemorrhagic disease virus 1, strain IM.507.SC.2011, Inactivated","Veterinary use: Rabbit haemorrhagic disease virus 1, strain IM.507.SC.2011, Inactivated",Veterinary use,3E+11,
2565,Rabbit haemorrhagic disease virus 2 VP1AB,Veterinary use: Rabbit haemorrhagic disease virus 2 VP1AB,Veterinary use,3E+11,
2566,"Rabbit haemorrhagic disease virus 2, Inactivated","Veterinary use: Rabbit haemorrhagic disease virus 2, Inactivated",Veterinary use,1E+11,
2567,"Rabbit haemorrhagic disease virus 2, strain F/12B, Inactivated","Veterinary use: Rabbit haemorrhagic disease virus 2, strain F/12B, Inactivated",Veterinary use,3E+11,
2568,"Rabbit haemorrhagic disease virus 2, strain LP.SV.2012, Inactivated","Veterinary use: Rabbit haemorrhagic disease virus 2, strain LP.SV.2012, Inactivated",Veterinary use,3E+11,
2569,"Rabbit haemorrhagic disease virus 2, strain V-1037, Inactivated","Veterinary use: Rabbit haemorrhagic disease virus 2, strain V-1037, Inactivated",Veterinary use,3E+11,
2570,Rabbit haemorrhagic disease virus VP1A,Veterinary use: Rabbit haemorrhagic disease virus VP1A,Veterinary use,3E+11,
2571,"Rabbit haemorrhagic disease virus, Inactivated","Veterinary use: Rabbit haemorrhagic disease virus, Inactivated",Veterinary use,1E+11,
2572,"Rabbit haemorrhagic disease virus, strain 3116-AP, Inactivated","Veterinary use: Rabbit haemorrhagic disease virus, strain 3116-AP, Inactivated",Veterinary use,3E+11,
2573,"Rabbit haemorrhagic disease virus, strain PHB 98, Inactivated","Veterinary use: Rabbit haemorrhagic disease virus, strain PHB 98, Inactivated",Veterinary use,3E+11,
2574,"Rabies virus, Inactivated","Veterinary use: Rabies virus, Inactivated",Veterinary use,1E+11,
2575,"Rabies virus, strain G52, Inactivated","Veterinary use: Rabies virus, strain G52, Inactivated",Veterinary use,3E+11,
2576,"Rabies virus, strain Pasteur RIV, Inactivated","Veterinary use: Rabies virus, strain Pasteur RIV, Inactivated",Veterinary use,3E+11,
2577,"Rabies virus, strain SAD Vnukovo-32, Inactivated","Veterinary use: Rabies virus, strain SAD Vnukovo-32, Inactivated",Veterinary use,3E+11,
2578,"Rabies virus, strain SAD, Live","Veterinary use: Rabies virus, strain SAD, Live",Veterinary use,3E+11,
2579,"Rabies virus, strain SAG2, Live","Veterinary use: Rabies virus, strain SAG2, Live",Veterinary use,3E+11,
2580,"Rabies virus, strain SPBN GASGAS, Live","Veterinary use: Rabies virus, strain SPBN GASGAS, Live",Veterinary use,1E+11,
2581,"Rabies virus, strain VP12, Inactivated","Veterinary use: Rabies virus, strain VP12, Inactivated",Veterinary use,3E+11,
2582,Rafoxanide,Veterinary use: Rafoxanide,Veterinary use,1E+11,
2559,RAMIPRIL,Veterinary use: RAMIPRIL,Veterinary use,100000147293,
2583,Ramipril,Veterinary use: Ramipril,Veterinary use,100000092240,
2584,Ranitidine,Veterinary use: Ranitidine,Veterinary use,1E+11,
2557,R-cloprostenol,Veterinary use: R-cloprostenol,Veterinary use,300000009188,
2558,R-cloprostenol,Veterinary use: R-cloprostenol,Veterinary use,300000031271,
2588,"Recombinant chimeric porcine circovirus 1 containing the porcine circovirus 2a open reading frame 2 protein, inactivated","Veterinary use: Recombinant chimeric porcine circovirus 1 containing the porcine circovirus 2a open reading frame 2 protein, inactivated",Veterinary use,3E+11,
2589,"Recombinant chimeric porcine circovirus 1 containing the porcine circovirus 2b open reading frame 2 protein, inactivated","Veterinary use: Recombinant chimeric porcine circovirus 1 containing the porcine circovirus 2b open reading frame 2 protein, inactivated",Veterinary use,3E+11,
2585,Recombinant Streptococcus equi protein CCE,Veterinary use: Recombinant Streptococcus equi protein CCE,Veterinary use,3E+11,
2586,Recombinant Streptococcus equi protein Eq85,Veterinary use: Recombinant Streptococcus equi protein Eq85,Veterinary use,3E+11,
2587,Recombinant Streptococcus equi protein IdeE,Veterinary use: Recombinant Streptococcus equi protein IdeE,Veterinary use,3E+11,
2590,"Redspotted grouper nervous necrosis virus, strain 1103, Inactivated","Veterinary use: Redspotted grouper nervous necrosis virus, strain 1103, Inactivated",Veterinary use,3E+11,
2591,"Redspotted grouper nervous necrosis virus, strain ALV1107, Inactivated","Veterinary use: Redspotted grouper nervous necrosis virus, strain ALV1107, Inactivated",Veterinary use,1E+11,
2592,Resorcinol,Veterinary use: Resorcinol,Veterinary use,1E+11,
2560,RETINOL,Veterinary use: RETINOL,Veterinary use,100000147295,
2593,Retinol,Veterinary use: Retinol,Veterinary use,100000076424,
2594,Retinol palmitate,Veterinary use: Retinol palmitate,Veterinary use,1E+11,
2595,Retinyl propionate,Veterinary use: Retinyl propionate,Veterinary use,3E+11,
2596,Riboflavin,Veterinary use: Riboflavin,Veterinary use,1E+11,
2561,RIBOFLAVIN SODIUM PHOSPHATE,Veterinary use: RIBOFLAVIN SODIUM PHOSPHATE,Veterinary use,100000089026,
2562,RIBOFLAVIN SODIUM PHOSPHATE,Veterinary use: RIBOFLAVIN SODIUM PHOSPHATE,Veterinary use,100000146891,
2563,RIBOFLAVINE,Veterinary use: RIBOFLAVINE,Veterinary use,1E+11,
2597,Rifaximin,Veterinary use: Rifaximin,Veterinary use,1E+11,
2598,Robenacoxib,Veterinary use: Robenacoxib,Veterinary use,3E+11,
2599,Romifidine,Veterinary use: Romifidine,Veterinary use,1E+11,
2600,Romifidine hydrochloride,Veterinary use: Romifidine hydrochloride,Veterinary use,3E+11,
2601,Ropinirole,Veterinary use: Ropinirole,Veterinary use,1E+11,
2602,Ropinirole hydrochloride,Veterinary use: Ropinirole hydrochloride,Veterinary use,1E+11,
2604,SALICYLIC ACID,Veterinary use: SALICYLIC ACID,Veterinary use,100000147700,
2632,Salicylic acid,Veterinary use: Salicylic acid,Veterinary use,100000090038,
2633,"Salmon pancreas disease virus, DNA plasmid pUK-SPDV-poly2#1 encoding structural polyprotein","Veterinary use: Salmon pancreas disease virus, DNA plasmid pUK-SPDV-poly2#1 encoding structural polyprotein",Veterinary use,3E+11,
2634,"Salmon pancreas disease virus, strain AL V405, Inactivated","Veterinary use: Salmon pancreas disease virus, strain AL V405, Inactivated",Veterinary use,3E+11,
2635,"Salmon pancreas disease virus, strain F93-125, Inactivated","Veterinary use: Salmon pancreas disease virus, strain F93-125, Inactivated",Veterinary use,3E+11,
2636,"Salmonella enterica, subsp. enterica, serovar Abortusovis, strain Sao, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Abortusovis, strain Sao, Inactivated",Veterinary use,3E+11,
2637,"Salmonella enterica, subsp. enterica, serovar Choleraesuis, strain 431/261, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Choleraesuis, strain 431/261, Live",Veterinary use,3E+11,
2638,"Salmonella enterica, subsp. enterica, serovar Derby, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Derby, Inactivated",Veterinary use,3E+11,
2639,"Salmonella enterica, subsp. enterica, serovar Dublin, strain S342/70, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Dublin, strain S342/70, Inactivated",Veterinary use,3E+11,
2640,"Salmonella enterica, subsp. enterica, serovar Enteritidis, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Enteritidis, Inactivated",Veterinary use,1E+11,
2641,"Salmonella enterica, subsp. enterica, serovar Enteritidis, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Enteritidis, Live",Veterinary use,1E+11,
2642,"Salmonella enterica, subsp. enterica, serovar Enteritidis, strain 441/014, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Enteritidis, strain 441/014, Live",Veterinary use,3E+11,
2643,"Salmonella enterica, subsp. enterica, serovar Enteritidis, strain PT4, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Enteritidis, strain PT4, Inactivated",Veterinary use,3E+11,
2644,"Salmonella enterica, subsp. enterica, serovar Enteritidis, strain Sm24/Rif12/Ssq, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Enteritidis, strain Sm24/Rif12/Ssq, Live",Veterinary use,1E+11,
2645,"Salmonella enterica, subsp. enterica, serovar Gallinarum, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Gallinarum, Inactivated",Veterinary use,3E+11,
2646,"Salmonella enterica, subsp. enterica, serovar Gallinarum, strain 9R, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Gallinarum, strain 9R, Live",Veterinary use,3E+11,
2647,"Salmonella enterica, subsp. enterica, serovar Infantis, strain A S03499-06, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Infantis, strain A S03499-06, Inactivated",Veterinary use,3E+11,
2648,"Salmonella enterica, subsp. enterica, serovar Infantis, wild type, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Infantis, wild type, Inactivated",Veterinary use,1E+11,
2651,"Salmonella enterica, subsp. enterica, serovar Typhimurium, histidine-adenine auxotrophic, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Typhimurium, histidine-adenine auxotrophic, Live",Veterinary use,1E+11,
2649,"Salmonella enterica, subsp. enterica, serovar Typhimurium, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Typhimurium, Inactivated",Veterinary use,1E+11,
2650,"Salmonella enterica, subsp. enterica, serovar Typhimurium, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Typhimurium, Live",Veterinary use,1E+11,
2652,"Salmonella enterica, subsp. enterica, serovar Typhimurium, strain 421/125, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Typhimurium, strain 421/125, Live",Veterinary use,3E+11,
2653,"Salmonella enterica, subsp. enterica, serovar Typhimurium, strain DT104, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Typhimurium, strain DT104, Inactivated",Veterinary use,1E+11,
2654,"Salmonella enterica, subsp. enterica, serovar Typhimurium, strain Nal2/Rif9/Rtt, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Typhimurium, strain Nal2/Rif9/Rtt, Live",Veterinary use,3E+11,
2655,"Salmonella enterica, subsp. enterica, serovar Typhimurium, strain S341/70, Inactivated","Veterinary use: Salmonella enterica, subsp. enterica, serovar Typhimurium, strain S341/70, Inactivated",Veterinary use,3E+11,
2656,"Salmonella enterica, subsp. enterica, serovar Typhimurium, strain ST CAL 16 Str+/Rif+/Enr-, Live","Veterinary use: Salmonella enterica, subsp. enterica, serovar Typhimurium, strain ST CAL 16 Str+/Rif+/Enr-, Live",Veterinary use,3E+11,
2657,Sarolaner,Veterinary use: Sarolaner,Veterinary use,3E+11,
2658,"Schmallenberg virus, strain BH80/11-4, Inactivated","Veterinary use: Schmallenberg virus, strain BH80/11-4, Inactivated",Veterinary use,3E+11,
2659,Secobarbital sodium,Veterinary use: Secobarbital sodium,Veterinary use,1E+11,
2660,Selamectin,Veterinary use: Selamectin,Veterinary use,3E+11,
2661,Selegiline,Veterinary use: Selegiline,Veterinary use,1E+11,
2662,Selegiline hydrochloride,Veterinary use: Selegiline hydrochloride,Veterinary use,1E+11,
2663,Selenide sodium,Veterinary use: Selenide sodium,Veterinary use,1E+11,
2664,Serum gonadotrophin,Veterinary use: Serum gonadotrophin,Veterinary use,1E+11,
2665,Sevoflurane,Veterinary use: Sevoflurane,Veterinary use,1E+11,
2603,S-METOPRENE,Veterinary use: S-METOPRENE,Veterinary use,1E+11,
2666,Sodium acetate trihydrate,Veterinary use: Sodium acetate trihydrate,Veterinary use,1E+11,
2605,SODIUM BENZOATE,Veterinary use: SODIUM BENZOATE,Veterinary use,1E+11,
2606,SODIUM CHLORIDE,Veterinary use: SODIUM CHLORIDE,Veterinary use,100000147526,
2667,Sodium chloride,Veterinary use: Sodium chloride,Veterinary use,100000092115,
2668,Sodium chlorite,Veterinary use: Sodium chlorite,Veterinary use,1E+11,
2669,Sodium citrate,Veterinary use: Sodium citrate,Veterinary use,1E+11,
2607,SODIUM DICHLOROISOCYANURATE,Veterinary use: SODIUM DICHLOROISOCYANURATE,Veterinary use,1E+11,
2670,Sodium dihydrogen phosphate,Veterinary use: Sodium dihydrogen phosphate,Veterinary use,1E+11,
2608,SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE,Veterinary use: SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE,Veterinary use,1E+11,
2671,Sodium fluoride,Veterinary use: Sodium fluoride,Veterinary use,1E+11,
2672,Sodium glycerophosphate pentahydrate,Veterinary use: Sodium glycerophosphate pentahydrate,Veterinary use,1E+11,
2609,SODIUM HYALURONATE,Veterinary use: SODIUM HYALURONATE,Veterinary use,1E+11,
2673,Sodium hydrogen carbonate,Veterinary use: Sodium hydrogen carbonate,Veterinary use,1E+11,
2674,Sodium lactate,Veterinary use: Sodium lactate,Veterinary use,1E+11,
2611,SODIUM LACTATE SOLUTION,Veterinary use: SODIUM LACTATE SOLUTION,Veterinary use,1E+11,
2610,SODIUM L-GLUTAMATE,Veterinary use: SODIUM L-GLUTAMATE,Veterinary use,1E+11,
2612,SODIUM PHOSPHATE BUFFER,Veterinary use: SODIUM PHOSPHATE BUFFER,Veterinary use,1E+11,
2675,Sodium propionate,Veterinary use: Sodium propionate,Veterinary use,1E+11,
2676,Sodium salicylate,Veterinary use: Sodium salicylate,Veterinary use,1E+11,
2613,SODIUM SELENATE,Veterinary use: SODIUM SELENATE,Veterinary use,1E+11,
2614,SODIUM SELENITE,Veterinary use: SODIUM SELENITE,Veterinary use,100000147744,
2677,Sodium selenite,Veterinary use: Sodium selenite,Veterinary use,100000088238,
2615,"SORBITOL 70%, LIQUID (CRYSTALLISING)","Veterinary use: SORBITOL 70%, LIQUID (CRYSTALLISING)",Veterinary use,1E+11,
2616,SORBITOL BP,Veterinary use: SORBITOL BP,Veterinary use,1E+11,
2617,SPECTINOMYCIN,Veterinary use: SPECTINOMYCIN,Veterinary use,100000147313,
2678,Spectinomycin,Veterinary use: Spectinomycin,Veterinary use,100000083820,
2618,SPECTINOMYCIN DIHYDROCHLORIDE,Veterinary use: SPECTINOMYCIN DIHYDROCHLORIDE,Veterinary use,1E+11,
2679,Spectinomycin dihydrochloride pentahydrate,Veterinary use: Spectinomycin dihydrochloride pentahydrate,Veterinary use,1E+11,
2619,SPECTINOMYCIN HYDROCHLORIDE,Veterinary use: SPECTINOMYCIN HYDROCHLORIDE,Veterinary use,100000092045,
2620,SPECTINOMYCIN HYDROCHLORIDE,Veterinary use: SPECTINOMYCIN HYDROCHLORIDE,Veterinary use,100000147475,
2621,SPECTINOMYCIN SULFATE,Veterinary use: SPECTINOMYCIN SULFATE,Veterinary use,100000147867,
