id,PID,Name,Acronym,Description,URL,Juridical Person,Country,Head of Biobank,Latitude,Longitude,Also Known In,Contact Person,Networks,Commercial Collaboration,Non Profit Collaboration,Capabilities,National Node
bbmri-eric:ID:UK_GBR-1-142,21.T12995/1.40d0-428a-e43c,York Tissue Bank,,"In collaboration with York Teaching Hospital NHS Trust, the University of York has established the York Tissue Bank: a tissue bank to help research into human disease. We aim to collect, store and build a repository of human tissue samples, such as urine, blood and tumours. These can then be given to researchers for their studies. These studies will aim to improve our understanding of human health and potentially lead to new methods of diagnosis, better treatments and vaccines for a wide range of diseases. We rely on participants to voluntarily gift their tissue samples for this vital future research.  Our Bioresource is described in detail here: https://openbioresources.metajnl.com/articles/10.5334/ojb.49/",https://www.york.ac.uk/cii/clinicaltranslationalresearch/york-tissue-bank/,University of york,UK,,,,,bbmri-eric:contactID:UK_GBR-1-142,,,,,UK
bbmri-eric:ID:UK_GBR-1-143,21.T12995/1.a2de-80ce-a110,National Unified Renal Translational Research Enterprise (NURTuRE),,"The NURTuRE project was devised to create a national kidney biobank as recommended in the UK Renal Research Strategy 2016.     Strategic Aims: To work towards achieving this NURTuRE will:  1.  Create a national Kidney Bio Bank for collection and storage of biological samples from 3,000 CKD patients and up > 800 NS patients, to provide a strategic resource for fundamental and translational research.    2. Develop and implement proactive UK protocol driven cohort studies in CKD and NS to investigate determinants of and risk factors for clinically important adverse outcomes.    3. Engage patient cohorts, with consent to approach for any future research study.    NURTuRE Objectives:  1. The provision of comprehensive clinical and laboratory data from cohort studies.  2. The provision of high quality bio-samples with centralised storage/retrieval.  3. To carry out core biomarker analysis of biopsy specimens in biofluids of all patients recruited and parallel assessment.  4. Follow-up specimen collection.     First patient recruitment – By 31 June 2017    CKD – baseline and 100 % follow up collections – over 2 years  NS: baseline and 20% follow up – over 3 years.  Healthy Volunteers - baseline",,University of Bristol and University of Nottingham,UK,,,,,bbmri-eric:contactID:UK_GBR-1-143,,,,,UK
bbmri-eric:ID:UK_GBR-1-145,21.T12995/1.1661-2a36-86c5,"Oncology Clinical Trials Office, University of Oxford",,"OCTO was established in 2002 to run trials concerned with the practical application of high quality research into innovative and effective cancer therapies and prevention strategies.    Our portfolio of trials includes a range of projects from first in human drug trials through to large Phase III clinical studies. Studies assess interventions including radiotherapy, drug combinations and novel imaging techniques.    Tumour types include: colorectal, oesophageal, melanoma, lung, breast, cervical, haematology, and bone sarcoma, in both adjuvant and advanced disease.",https://www.oncology.ox.ac.uk/research/oncology-clinical-trials-office-octo,University of Oxford,UK,,,,,bbmri-eric:contactID:UK_GBR-1-145,,,,,UK
bbmri-eric:ID:UK_GBR-1-146,21.T12995/1.70e6-6456-145c,The PEACE Study,,The PEACE (Posthumous Evaluation of Advanced Cancer Environment) Study,http://www.ctc.ucl.ac.uk/TrialDetails.aspx?Trial=134&TherA=6,UCL,UK,,,,,bbmri-eric:contactID:UK_GBR-1-146,,,,,UK
bbmri-eric:ID:UK_GBR-1-148,21.T12995/1.274f-70fd-d60f,NIHR Exeter Clinical Research Facility,,"NIHR Exeter Clinical Research Facility is a partnership between the University of Exeter Medical School and the Royal Devon and Exeter Foundation Trust. It is dedicated to facilitation of clinical and translational research.  We have two main collections: the Peninsula Research Bank (PRB) and the Royal Devon and Exeter Tissue Bank (RDETB).   The PRB has ethics to accept gifted samples from completed studies, and the bulk of the collection is from a dedicated biobank collection called EXTEND (the EXeter TEN thousanD), which aims to recruit one in ten of the local Exeter population. The majority (c. 75%) of our studies are local CI led, and we specialise mainly in diabetes, obesity and related pathologies. However, the majority of people within the EXTEND study are fit and well.  The RDETB has overarching ethics to collect samples from diagnostic procedures with patients' consent. Each collection within the RDETB uses a standardised consent and collection approach to obtain material that would otherwise be destroyed or not retained. There is scope for prospective studies recruiting through the RDETB.  Both collections have a steering committee controlling access, including lay members from within the biobank. There is a standardised approach for requests and the committee sits once a month. In addition, access to gifted samples within the PRB will involve contact with the PI, where possible. Some studies have additional steering committees where they have been carried out in consortia with other centres.  First contact via this directory is encouraged, to establish your needs and our ability to meet them.",http://exeter.crf.nihr.ac.uk/,University of Exeter,UK,,,,,bbmri-eric:contactID:UK_GBR-1-148,,,,,UK
bbmri-eric:ID:UK_GBR-1-22,21.T12995/1.de31-7fd6-501a,NIHR Nottingham Digestive Diseases Collection,,"The NIHR Nottingham Digestive Diseases Biomedical Research Unit (NDDBRU) has become the central hub to the gastroenterology and hepatology research within the partnership of University of Nottingham and Nottingham University Trust, bringing together 67 principal investigators bridging basic scientific and clinical fields. Among this large group, we have expertise in a wide range of areas, techniques and methodologies although we focus on early translational studies including pre-clinical and phase I/II studies. We host large deeply phenotyped cohort of patients, linked databases and biological samples. Our academic partnership extends to industry links and we do have experience in developing and evaluating, drugs, devices and health care interventions.    NIHR NDDBRU has a mission to take the most promising basic biomedical research breakthroughs and translate them into patient benefit. We focus on developing novel tests, techniques as well as new treatments. We perform experimental medicine investigations into mechanisms underlying disease processes using biological samples from people; we evaluate the efficacy of interventions in volunteers and patients.    Our research focus is on ’The infections, inflammation and consequences in the GI tract and liver’.",http://nddcbru.org.uk/,NIHR,UK,,,,,bbmri-eric:contactID:UK_GBR-1-22,,,,,UK
bbmri-eric:ID:UK_GBR-1-149,21.T12995/1.0a27-10c2-ae1c,Obesity Research Biobank Syndicate (ORBiS),,"Bariatric surgery produces substantial, long-term weight loss with reduced morbidity and mortality. Genetics can strongly influence this response, as well as the initial propensity to obesity. Several genes have been implicated but more in-depth mechanistic studies are needed to understand how genes affect energy regulation and mediate the beneficial effects of bariatric surgery.    The Obesity Research Biobank Syndicate (ORBiS) aims to fulfil this need. It provides a comprehensive collection of high-quality biological samples and patient data to facilitate mechanistic research and help translate it to improved treatments for patients.     Patients undergoing bariatric surgery are recruited from multiple centres in the UK. With informed consent, blood or saliva samples are collected pre-operatively and tissue collected during surgery. Samples include: adipose tissue (subcutaneous and visceral), muscle, liver, stomach and small intestine. Relevant clinical and demographic data are linked and stored pseudoanonymised in a secure database. Tissue collections are transported to and processed in the ORBiS laboratory at University College London, and stored at UCL-Royal Free Hospital Biobank for future use.    Research programmes will be supported within and beyond the contributing sites. External researchers will be required to obtain individual REC approval prior to submitting an application.",,University College London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-149,,,,,UK
bbmri-eric:ID:UK_GBR-1-150,21.T12995/1.3866-0ff2-a2b3,Leeds Breast Research Tissue Bank,,"The Leeds Breast Research Tissue Bank (LBRTB) was established in 2010 and collects malignant and normal breast tissue and associated samples from donors consented through the Leeds Teaching Hospitals Trust. The LBRTB is based in the Leeds Institute of Cancer and Pathology on the St. James's University Hospital site and is led by Professor Valerie Speirs. The LBRTB is a founder member of the Breast Cancer Now Tissue Bank (BCNTB), a ground-breaking multi-million pound initiative linking five centres around the country working together as one national resource. The BCNTB represents the UK's single largest unique collection of high quality breast tissue samples.",,University of Leeds,UK,,,,,bbmri-eric:contactID:UK_GBR-1-150,,,,,UK
bbmri-eric:ID:UK_GBR-1-151,21.T12995/1.d915-0314-09b5,TRICON8B,,"TRICON8B is the translational research sub-study of the ICON8B trial. The aim is to establish a large, comprehensive biobank comprising tumour tissue, blood and serial plasma samples with associated clinical data which will be an invaluable resource for high-quality translational research in ovarian cancer.     ICON8B is a phase III randomised trial investigating the combination of dose-fractionated chemotherapy and bevacizumab compared to either strategy alone for the first-line treatment of women with newly diagnosed high-risk stage III-IV epithelial ovarian, fallopian tube or primary peritoneal cancer.",,Medical Research Council,UK,,,,,bbmri-eric:contactID:UK_GBR-1-151,,,,,UK
bbmri-eric:ID:UK_GBR-1-153,21.T12995/1.b79e-bc69-b8eb,Cancer Group CTR Cardiff trials,,Centre for Trials Research Cardiff University. Trial sample collections,http://www.cardiff.ac.uk/centre-for-trials-research,Cardiff University,UK,,,,,bbmri-eric:contactID:UK_GBR-1-153,,,,,UK
bbmri-eric:ID:UK_GBR-1-154,21.T12995/1.be70-d261-585e,Daisy Tumour Bank,,"The Daisy Tumour Bank (DTB) is creating various collections of human samples to share with researchers, thus providing a resource of fit for purpose biological material to facilitate ethically approved cancer research. The DTB is collecting human tissue and blood samples from cancer patients within Hull and East Yorkshire Hospitals NHS Trust. The DTB is a newly established biobank which is in the accrual process, therefore samples and data are not accessible to researchers at this time.",http://www.hyms.ac.uk/dtb,University of Hull,UK,,,,,bbmri-eric:contactID:UK_GBR-1-154,,,,,UK
bbmri-eric:ID:UK_GBR-1-156,21.T12995/1.848c-3441-0285,King's Health Partners Cancer Biobank,,"King's Health Partners Cancer Biobank collects blood, tissue and urine samples from patients with a range of cancer types who are referred to Guy's & St Thomas' NHS Trust. The Breast Biobank alone has been providing tumour samples with matching clinico-pathological data for research studies since the 1970's. Other tumour types including lung, head and neck, prostate, UGI, bladder, colorectal, lymphoma and MPD have been added since 2008. The Biobank is accessible to both academic groups and commercial companies.",,Guy's & St Thomas' NHS Trust,UK,,,,,bbmri-eric:contactID:UK_GBR-1-156,,,,,UK
bbmri-eric:ID:UK_GBR-1-164,21.T12995/1.9486-63b2-ebf2,King's Paediatric Liver Tissue Biobank,,The paediatric liver tissue bank contains samples from children with rare liver diseases taken longitudinally.,,King's College Hospital NHS Foundation Trust,UK,,,,,bbmri-eric:contactID:UK_GBR-1-164,,,,,UK
bbmri-eric:ID:UK_GBR-1-165,21.T12995/1.8138-131a-5610,Donate For Research Initiative (DRI),,Focusing on the procurement and supply of Fresh Biological Human samples and prospective studies. Open collaborations with other research Tissue Banks to facilitate multidisciplinary research and coordinated collections to benefit life science researchers.,http://www.donate-for-research.org/,Donate For Research,UK,,,,,bbmri-eric:contactID:UK_GBR-1-165,,,,,UK
bbmri-eric:ID:UK_GBR-1-166,21.T12995/1.e7b5-3d72-228d,UCL Infection DNA Bank,,"The UCL Infection DNA Bank aims to facilitate research into infectious diseases through the enhanced availability of samples to researchers. This availability currently supports research in the UCL Division of Infection and Immunity but it will also support  researchers nationally and internationally, increasing the potential for collaboration.",,UCL,UK,,,,,bbmri-eric:contactID:UK_GBR-1-166,,,,,UK
bbmri-eric:ID:UK_GBR-1-167,21.T12995/1.0707-3c56-7a1d,UK real-world lymphoid tissue bank,,"The UK real-world lymphoid malignancies tissue Bank (UKTB) provides a national and international resource for research on lymphomas and other lymphoproliferative disorders including chronic lymphocytic leukamia. This Research Tissue Bank was set up in 2014 and given favourable ethical opinion (REC ref: 14/SC/0030). The samples are stored in the HTA licenced Faculty of Medicine Tissue Bank. The RTB currently holds matched normal and malignant frozen material from ~900 patients. The samples collected can be associated with clinical diagnostic details and outcome endpoint, which can be readily informative to patient prognosis.",https://www.southampton.ac.uk/cruk/tcr/tissue.page,University Hospital Southampton Trust,UK,,,,,bbmri-eric:contactID:UK_GBR-1-167,,,,,UK
bbmri-eric:ID:UK_GBR-1-17,21.T12995/1.22aa-9f7e-1dfd,LBIH Biobank,,"The LBIH Biobank has been specifically created to provide SMEs and academic researchers with high quality biosamples, data, and analytical services. We house a vast array of biosamples, both cancerous and non-cancerous, and have the ability to collect bespoke samples and data to suit the needs of researchers. We have access to a wide variety of samples types including, but not limited to, frozen tissue, fresh tissue, blood products, urine and FFPE blocks.     The LBIH Biobank can further process these into a number of products such as DNA, frozen sections, and cryo-aliquots. In order to offer a ‘one-stop shop’ for research, we offer additional services such as IHC, next generation sequencing,TMA creation, and project management for studies and projects, to include storage of trial samples.",http://www.liv.ac.uk/lbih,University of Liverpool,UK,,,,,bbmri-eric:contactID:UK_GBR-1-17,,,,,UK
bbmri-eric:ID:UK_GBR-1-173,21.T12995/1.d040-037b-2364,eLIXIR - Early Life Data Cross-Linkage in Research,,"The embryo, fetus and newborn child are very sensitive to external influences during development. These can arise from problems with the mother's health, her lifestyle, her physical environment, medication, the placenta not working properly, complications during birth, or as consequence of being born too early. Adversity in these periods of developmental vulnerability can have persistent effects on the long-term health of the child, including physical and mental health disorders. We also know that if a mother has complications in pregnancy, that she herself may suffer from increased risk of ill-heath in later life, for example cardiovascular disease, diabetes or mental health problems.   eLIXIR is a prospective collection of blood samples from routine antenatal and neontal appointments and is due to begin collecting in 2018.",http://guysandstthomasbrc.nihr.ac.uk/research/research-themes/women-and-childrens-health/elixir-study/,King's College London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-173,,,,,UK
bbmri-eric:ID:UK_GBR-1-174,21.T12995/1.2db6-f079-5708,The Swansea Neurology Biobank,,"The Swansea Neurology Biobank, (SNB) is a collaboration between Swansea University and Local Health Boards, collecting biological specimens from a range of neurological phenotypes.",,Swansea University / Abertawe Bro Morganwwg University Health Board,UK,,,,,bbmri-eric:contactID:UK_GBR-1-174,,,,,UK
bbmri-eric:ID:UK_GBR-1-176,21.T12995/1.30ec-5cd4-d97a,IoN Trial,,"IoN is a multicentre phase II/III asking is ablative radioiodine necessary for low risk differentiated thyroid cancer patients.     560 patients will be recruited and randomised 1:1 to receive radioiodine ablation or no ablation.     Samples collected during trial: Stimulated Tg blood samples for patients taken at the treatment visit, 2 months post treatment, 6-9 months post treatment and every 6 months thereafter for 5 years.",,University College London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-176,,,,,UK
bbmri-eric:ID:UK_GBR-1-178,21.T12995/1.c168-9a04-2c22,STAMPEDE,,tbc,,MRC CTU at UCL,UK,,,,,bbmri-eric:contactID:UK_GBR-1-178,,,,,UK
bbmri-eric:ID:UK_GBR-1-179,21.T12995/1.4669-983c-acf9,Myeloma XII clinical trial samples,,"Samples collected from myeloma patients at first relapse registered into the Myeloma XII trial, and sent to the following central labs:     1. Central immunology laboratory, University of Birmingham - peripheral clotted blood and urine collected at various timepoints throughout the trial;   2. Haematology Malignancy Diagnostic Service (HMDS) laboratory, St James's University Hospital, Leeds - bone marrow aspirate, collected at various timepoints throughout the trial;   3. Leeds Institute of Cancer and Pathology (LICAP), University of Leeds - peripheral blood, serum, and bone marrow aspirate collected at various timepoints throughout the trial.",http://www.isrctn.com/ISRCTN10038996,"Clinical Trials Research Unit, University of Leeds",UK,,,,,bbmri-eric:contactID:UK_GBR-1-179,,,,,UK
bbmri-eric:ID:UK_GBR-1-18,21.T12995/1.f3be-b856-6a32,HCV Research UK,,"HCV Research UK is a UK-wide consortium established in 2011 to underpin research into hepatitis C (HCV).  This was achieved by establishing a biorepository and clinical research database. The biorepository is housed in the MRC-University of Glasgow Centre for Virus Research, directed by Dr John McLauchlan and managed by Dr Sarah McDonald. Samples have been obtained from around 10,000 patients.    Access to samples and data is governed by a Tissue and Data Access Committee (TDAC). These are reviewed for ethical and scientific merit by TDAC and a decision reached.     Serum and plasma are obtained from all patients in the cohort. Buffy coats are also collected, and DNA can be extracted when required. Additionally, peripheral blood mononuclear cells (PBMCs) and PAXgene tubes are held for smaller cohorts of patients. The extensive clinical data collected complements the biorepository and allows selection of samples from patients with characteristics of interest.    Sub-cohorts:  • Serial samples from patients who were treated as part of the NHS England Early Access Program.  • Yearly samples from cirrhotic patients (beginning 2015)  • Spontaneous resolvers  • Small paediatric cohort    Clinical Data  • Basic demographics incl place of birth and ethnicity  • History of HCV infection including exposure to risk factors and dates  • Date of diagnosis, date of first attendance at clinic  • Co-morbidites and co-medications at time of enrolment  • Liver disease status and how diagnosed  • Treatment status at enrolment;   • Social history including alcohol, cigarettes, cannabis; BMI  • HCV RNA status, viral load and genotype/subtype  • Historical data from the patients' notes regarding previous treatment episodes (dates, regimen, viral loads, outcome) and liver biopsies  • Laboratory data including imaging and fibroscan;  • New treatment episodes and changes in liver disease status are recorded over time, as are any newly developed co-morbidities.    All data generated by researchers who access our biorepository must be returned into the database. Over time this will include host genetics, full length viral sequences, immunophenotyping and biomarker studies.",http://www.hcvresearchuk.org/,University of Glasgow,UK,,,,,bbmri-eric:contactID:UK_GBR-1-18,,,,,UK
bbmri-eric:ID:UK_GBR-1-181,21.T12995/1.949f-51ec-5d32,Oxford Musculoskeletal Biobank,,"The Oxford Musculoskeletal Biobank (OMB) is a resource of tissue and blood samples donated by patients for use in medical research (primarily musculoskeletal). The Biobank provides a simple and efficient way to collect and store samples according to regulatory requirements, and it ensures fair access to the samples. Samples will usually be used for research studies which may contribute to increasing the knowledge and understanding of musculoskeletal diseases in order to improve diagnosis and treatment, and ultimately patient care.",https://goo.gl/mZi4RV,University of Oxford,UK,,,,,bbmri-eric:contactID:UK_GBR-1-181,,,,,UK
bbmri-eric:ID:UK_GBR-1-182,21.T12995/1.0849-7811-3f65,"Newcastle Biobank, Newcastle University",,"Newcastle Biobank is a research tissue bank within Newcastle University operating under Human Tissue Authority (HTA licence no. 12534). The biobank facilitates the collection of samples (excess to diagnostic requirement) from patients and volunteers for use in medical research. Applications are made to Newcastle Biobank to:  (1) Establish a new sample collection for use in future unspecified research;  (2) Access existing samples within the biobank.  Newcastle Biobank also accepts legacy collections of samples from research projects with expiring ethical approvals.     Newcastle Biobank holds many different types of samples, including solid tissues, cell suspensions such as ascitic fluid, blood samples, saliva,  urine, buccal swabs etc. Both fresh frozen and fixed, embedded tissues are stored.",http://www.ncl.ac.uk/biobanks/collections/nbrtb/,Newcastle University,UK,,,,,bbmri-eric:contactID:UK_GBR-1-182,,,,,UK
bbmri-eric:ID:UK_GBR-1-183,21.T12995/1.38ea-9e24-e810,RIO,,Window study of the PARP inhibitor rucaparib in patients with primary triple negative or BRCA1/2 related breast cancer (RIO),,Institute of Cancer Research,UK,,,,,bbmri-eric:contactID:UK_GBR-1-183,,,,,UK
bbmri-eric:ID:UK_GBR-1-184,21.T12995/1.a2bc-e0ad-fad9,UNIRAD UK Sample collection,,"Randomised, double-blind, multicentre phase III trial evaluating the safety and benefit of adding everolimus to adjuvant hormone therapy in women with high risk of relapse, ER+ and HER2- primary breast cancer who remain free of disease (UNIRAD).",,Institute of Cancer Research,UK,,,,,bbmri-eric:contactID:UK_GBR-1-184,,,,,UK
bbmri-eric:ID:UK_GBR-1-186,21.T12995/1.ce95-239b-05a6,IDRIS Trial,,"Phase III randomised study of immunomodulatory therapy in high risk solitary bone plasmacytoma.    IDRIS is a randomised, open label, multicentre phase III study. The aim is to investigate whether the administration of adjuvant lenalidomide and dexamethasone following standard radiotherapy treatment for SBP prevents or prolongs the time to development of further plasmacytomas or progression to myeloma, or death (whichever comes first), in patients with high-risk disease compared with RT only.    Patients are risk-stratified following registration into the trial. Risk stratification is based on BM immunophenotyping and SFLC ratio. All patients will receive standard local radiotherapy; this is not regarded as trial treatment and may be administered prior to study entry.  - Patients with high-risk features will be randomised to receive adjuvant therapy in the form of lenalidomide and dexamethasone or no further treatment.  - Patients without high-risk features will receive no further therapy and will be observed according to local practice.    140 patients:  - 98 patients with high risk features to be randomised at a 1:1 ratio  - 42 low risk patients for registration only",,University College London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-186,,,,,UK
bbmri-eric:ID:UK_GBR-1-222,21.T12995/1.c8f2-4b75-1486,University of Sheffield,,Longitudinal blood samples from patients with suspected and confirmed pulmonary hypertension,,University of Sheffield,UK,,,,,bbmri-eric:contactID:UK_GBR-1-222,,,,,UK
bbmri-eric:ID:UK_GBR-1-188,21.T12995/1.b961-32e0-42c3,INCA Trial,,"INCA is a multicentre, randomised, phase II trial comparing IO-R-CVP with Gem-R-CVP in the first line treatment of patients with DLBCL who are not fit for anthracycline-containing chemotherapy.     132 patients will be randomised to receive either IO-R-CVP or Gem-R-CVP.    Samples collected for trial: 7ml EDTA blood sample taken at baseline; Formalin fixed paraffin embedded tumour block - both sent to HMDS, Leeds.  Blood serum sample (4.9ml)  taken at Baseline (between day -14 pre registration and day 1 pre-treatment), Cycle 1 day 3 (+/- 1 day), Cycle 1 day 8 (+/-1 day) and Cycle 2 day 1 (-1 day) to be sent to Cancer Research UK Manchester Institute, Macclesfield.",,University College London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-188,,,,,UK
bbmri-eric:ID:UK_GBR-1-189,21.T12995/1.6a83-2ba2-b5a0,UKALL14 Trial,,"A randomized trial for adults with newly diagnosed acute lymphoblastic leukaemia.  Multisite, randomised controlled trial, recruiting 811 patients over 7.5 years.  Samples will be collected throughout the trial and sent to the central lab (Adult ALL MRD Lab @ UCL CI) as follows;   - bone marrow samples taken at diagnosis, at recover post phase 1 and phase 2, post transplant (for those patients who proceed with a non-myeloblative transplant) and at relapse.  - pheripheral blood sample taken during phase 1 on days 4 & 18 (in patients 40 and under) and on D18 & 32 in patients 41 or over), and during intensification.   Additionally for those patients who proceed for a non-myeloblative transplant peripheral blood will be sent to the local chimerism labs and a copy of the report will be sent to UCL CTC.",http://www.ctc.ucl.ac.uk/TrialDetails.aspx?Trial=80&TherA=4,University Colleage London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-189,,,,,UK
bbmri-eric:ID:UK_GBR-1-19,21.T12995/1.7f15-9367-47cf,Tayside Biorepository,,Tayside Biorepository is an established bio-resource responsible for the provision of a wide range of human tissue from consenting patients in addition to providing a large range services including staining and extraction methods.,https://www.tissuebank.dundee.ac.uk/?page=main,University of Dundee,UK,,,,,bbmri-eric:contactID:UK_GBR-1-19,,,,,UK
bbmri-eric:ID:UK_GBR-1-190,21.T12995/1.e80c-57ab-78c3,RATHL Trial,,"RATHL is a multicentre, randomised, phase III trial comparing treatment outcome for patients with advanced Hodgkin lymphoma, using FDG-PET imaging after 2 cycles of ABVD to determine response and subsequent management.    Recruitment target: 1200 patients    Patients received 2 cycles of ABVD and then had a PET-CT scan.    PET negative patients were randomised to either ABVD or AVD for a further 4 cycles.  PET positive patients received either BEACOPP-14, for 4-6 cycles or BEACOPP escalated, for 3-4 cycles.    Samples collected for trial:  Formalin fixed paraffin embedded tumour block - sent to HMDS, Leeds.  Blood sample to be analysed at site.  Blood sample - sent to Simpson Centre for Reproductive Health, Edinburgh.",,University College London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-190,,,,,UK
bbmri-eric:ID:UK_GBR-1-29,21.T12995/1.c25c-9df8-a15f,Cardiff School of Dentistry Tooth Bank,,Collection of both deciduous and permanent teeth.  Collection of fresh teeth for extraction of pulpal cells can be arranged.,,Cardiff University,UK,,,,,bbmri-eric:contactID:UK_GBR-1-29,,,,,UK
bbmri-eric:ID:UK_GBR-1-191,21.T12995/1.ffea-5199-6a8e,Watch and Wait Trial,,"Watch and Wait is a randomised phase III trial to determine whether initial treatment with rituximab in patients with advanced stage asymptomatic follicular lymphoma  (grades 1, 2 and 3a) results in a significant delay in the initiation of chemotherapy or radiotherapy and the impact of each strategy on patient-related quality of life.    360 patients randomised to receive either Rituximab treatment and maintenance or to a Watch and Wait strategy.    Samples collected for trial: Formalin fixed paraffin embedded tumour block or unstained slides (lymph node and bone marrow)- sent to HMDS.  Blood and bone marrow sample taken at baseline and if patient in CR clinically and radiologically at 7, 13 and 25 months - sent to University College London Hospital",,University College London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-191,,,,,UK
bbmri-eric:ID:UK_GBR-1-192,21.T12995/1.838d-3fb3-ac8a,ICON9 Trial,,An international phase III randomised study to evaluate the efficacy of maintenance cediranib and olaparib combination therapy or olaparib alone in patients with relapsed platinum-sensitive ovarian cancer following a response to platinum-based chemotherapy,,University College London,UK,,,,,bbmri-eric:contactID:UK_GBR-1-192,,,,,UK
bbmri-eric:ID:UK_GBR-1-205,21.T12995/1.9e83-7d68-8e9c,kings college Haemato -Oncology Tissue bank,,"The objective of our Tissue Bank is to serve as an international bioresource to facilitate basic and translational research into the aetiology, diagnosis and prognosis of blood cancers and to pursue this aim in a manner that complies with all laws, regulations and industry standards that apply to research tissue banking.Thus, our bank is rich in material from adult patients with pre-leukaemic and bone marrow failure disorders, including myelodysplastic syndromes, aplastic anaemias and paroxysmal nocturnal haemoglobinurea. The bank is also populated with material from patients with chronic and acute myeloid leukaemia, myeloma and chronic lymphocytic leukaemia.",,kING'S cOLLEGE lONDON,UK,,,,,bbmri-eric:contactID:UK_GBR-1-205,,,,,UK
bbmri-eric:ID:UK_GBR-1-206,21.T12995/1.2366-1e47-0be4,GlaxoSmithKline Research Tissue Bank,,"GlaxoSmithKline R&D has a global biobank network storing human biological samples from GSK R&D sponsored clinical trials, collaborations and commercially procured samples. These samples span the following main therapy areas: Oncology, Cardiovascular and Metabolic Diseases, Respiratory, Inflammation and AutoImmunity. There are several million samples logged in the GlaxoSmithKline R&D sample tracking systems. Work needs to be done to identify which specific sample sets can be shared (both from closed clinical trials and from those that were commercially acquired), by establishing those that have the appropriate consent level and data available and to get the necessary approvals in place for access these samples.",,GlaxoSmithKline,UK,,,,,bbmri-eric:contactID:UK_GBR-1-206,,,,,UK
bbmri-eric:ID:UK_GBR-1-208,21.T12995/1.56f2-c238-107d,Cardiff University Biobank,,The Cardiff University Biobank is a centralised biobanking facility sited at the University Hospital of Wales.  We offer high quality human biosamples for research undertaken for patient and public benefit to academic and commercial organisations. We have established collections from a number of different disease areas and welcome approaches to initiate new collections not already established within the facility.  The biobank also welcome applications to deposit samples from completed research projects or clinical trails.,https://www.cardiff.ac.uk/biobank,Cardiff University,UK,,,,,bbmri-eric:contactID:UK_GBR-1-208,,,,,UK
bbmri-eric:ID:UK_GBR-1-209,21.T12995/1.b91e-ac85-d1b0,PHOENIX DDR-Anti-PD-L1 Trial,,PHOENIX DDR/Anti-PD-L1 Trial: A pre-surgical window of opportunity and post-surgical adjuvant biomarker study of DNA damage response inhibition and/or anti-PD-L1 immunotherapy in patients with neoadjuvant chemotherapy resistant residual triple negative breast cancer,,The Institute of Cancer Research,UK,,,,,bbmri-eric:contactID:UK_GBR-1-209,,,,,UK
bbmri-eric:ID:UK_GBR-1-210,21.T12995/1.b437-cb42-e8be,SWIFT-RTB,,Fetal tissue,,Cardiff University,UK,,,,,bbmri-eric:contactID:UK_GBR-1-210,,,,,UK
bbmri-eric:ID:UK_GBR-1-39,21.T12995/1.f165-2911-49d3,Cam-UroOnc Biorepository,,"The primary role of the CamUro-Onc is to consent, collect, log and store frozen tumour/normal tissues, blood and urine for use in approved research projects. The bank has been in operation since 2003 and now has an extensive collection of biosamples from urological diseases.    Type of samples collected;  - Fresh frozen and paraffin wax embedded tumour/normal tissue (where possible) from kidney, bladder and prostate.  - Matching blood and urine samples.  - Blood and urine samples collected as part of several research projects.  These samples have been collected as part of various ethically approved research studies.    The CamUro-Oncology Biobank is part of the Cambridge site of the ProMPT NCRI Prostate Cancer Collaborative. ProMPT provides infrastructure to take forward translational research in prostate cancer including the establishment of biorepositories and tissue collections together with epidemiological and clinical information.   DIAMOND Study-(Discovery and Analysis of novel biomarkers in Urological diseases)- Collection of initial and sequential samples from subjects with benign and cancerous urological diseases.",http://www.cambridgecancercentre.org.uk/research/programmes/urological-malignancies,University of Cambridge,UK,,,,,bbmri-eric:contactID:UK_GBR-1-39,,,,,UK
bbmri-eric:ID:UK_GBR-1-225,21.T12995/1.9978-798a-110d,Sheffield Pulmonary Hypertension Biobank,,"Longitudinal collection of blood samples from patients with pulmonary hypertension and associated lung and cardiovascular disease, as well as some healthy volunteers as controls. The biobank samples with associated clinical data are used in research into the these conditions, how they cause symptoms and illness, and to develop new ways to diagnose, treat, and prevent diseases.",http://www.lungsheffield.org/clinical-services/clinical-phenotyping-and-biobank-research,University of Sheffield,UK,,,,,bbmri-eric:contactID:UK_GBR-1-225,,,,,UK
