order,name,code,parent,ontologyTermURI,definition
14128,Autosomal dominant limb-girdle muscular dystrophy type 1H,238755,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_238755,
14129,Glaucoma secondary to spherophakia/ectopia lentis and megalocornea,238763,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_238763,
14130,Ptosis-syndactyly-learning difficulties syndrome,238766,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_238766,
14131,1q44 microdeletion syndrome,238769,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_238769,
14132,Choreoacanthocytosis,2388,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2388,
14133,Lewis-Pashayan syndrome,2389,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2389,
14134,Dyggve-Melchior-Clausen disease,239,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_239,
14135,Lichtenstein syndrome,2390,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2390,
14136,Congenitally short costocoracoid ligament,2391,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2391,
14137,Pyruvate dehydrogenase E3 deficiency,2394,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2394,
14138,Encephalocraniocutaneous lipomatosis,2396,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2396,
14139,Multiple symmetric lipomatosis,2398,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2398,
14140,Nasopalpebral lipoma-coloboma syndrome,2399,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2399,
14141,Fumaric aciduria,24,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_24,
14142,Léri-Weill dyschondrosteosi,240,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_240,
14143,Peripheral motor neuropathy-dysautonomia syndrome,2400,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2400,
14144,Classic progressive supranuclear palsy syndrome,240071,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_240071,
14145,Progressive supranuclear palsy-parkinsonism syndrome,240085,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_240085,
14146,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,240094,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_240094,
14147,Progressive supranuclear palsy-corticobasal syndrome,240103,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_240103,
14148,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,240112,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_240112,
14149,Syndromic obesity,240371,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_240371,
14150,Loiasis,2404,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2404,
14151,Thickened earlobes-conductive deafness syndrome,2405,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2405,
14152,Locked-in syndrome,2406,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2406,
14153,LOC syndrome,2407,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2407,
14154,Nijmegen breakage syndrome-like disorder,240760,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_240760,
14155,Lowe-Kohn-Cohen syndrome,2408,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2408,
14156,Lowry-MacLean syndrome,2409,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2409,
14157,Dyschromatosis universalis hereditaria,241,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_241,
14158,Hypergonadotropic hypogonadism-cataract syndrome,2410,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2410,
14159,Dislocation of the hip-dysmorphism syndrome,2412,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2412,
14160,Congenital pulmonary lymphangiectasia,2414,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2414,
14161,Rare lymphatic malformation,2415,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2415,
14162,Congenital primary lymphedema without systemic or visceral involvement,2416,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2416,
14163,Lymphedema-ptosis syndrome,2419,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2419,
14164,"46,XY complete gonadal dysgenesis",242,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_242,
14165,Primary pulmonary lymphoma,2420,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2420,
14166,Macrocephaly-short stature-paraplegia syndrome,2427,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2427,
14167,Macrocephaly-spastic paraplegia-dysmorphism syndrome,2429,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2429,
14168,"46,XX gonadal dysgenesis",243,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_243,
14169,Congenital macroglossia,2430,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2430,
14170,Central bilateral macrogyria,2431,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2431,
14171,Macrosomia-microphthalmia-cleft palate syndrome,2432,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2432,
14172,Dimethylglycine dehydrogenase deficiency,243343,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_243343,
14173,Acute fatty liver of pregnancy,243367,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_243367,
14174,NON RARE IN EUROPE: Diabetes mellitus type 1,243377,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_243377,
14175,Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome,2435,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2435,
14176,Czeizel-Losonci syndrome,2437,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2437,
14177,NON RARE IN EUROPE: Essential hypertension,243761,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_243761,
14178,Hand-foot-genital syndrome,2438,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2438,
14179,Patterson-Stevenson-Fontaine syndrome,2439,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2439,
14180,Primary ciliary dyskinesia,244,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_244,
14181,Isolated split hand-split foot malformation,2440,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2440,
14182,X-linked lymphoproliferative disease,2442,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2442,
14183,HELLP syndrome,244242,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_244242,
14184,Biliary atresia with splenic malformation syndrome,244283,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_244283,
14185,Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,2443,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2443,
14186,Dominant hypophosphatemia with nephrolithiasis or osteoporosis,244305,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_244305,
14187,RFT1-CDG,244310,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_244310,
14188,Congenital pulmonary airway malformation,2444,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2444,
14189,Conotruncal heart malformations,2445,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2445,
14190,Congenital mitral malformation,2447,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2447,
14191,Nager syndrome,245,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_245,
14192,Mucocutaneous venous malformations,2451,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2451,
14193,Malpuech syndrome,2453,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2453,
14194,Familial supernumerary nipples,2456,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2456,
14195,Mandibuloacral dysplasia,2457,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2457,
14196,Mansonelliasis,2459,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2459,
14197,Postaxial acrofacial dysostosis,246,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_246,
14198,Van den Ende-Gupta syndrome,2460,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2460,
14199,Marden-Walker syndrome,2461,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2461,
14200,Shprintzen-Goldberg syndrome,2462,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2462,
14201,Marfanoid habitus-autosomal recessive intellectual disability syndrome,2463,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2463,
14202,"Marfanoid syndrome, De Silva type",2464,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2464,
14203,MASA syndrome,2466,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2466,
14204,Systemic mastocytosis,2467,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2467,
14205,Arrhythmogenic right ventricular cardiomyopathy,247,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247,
14206,Matthew-Wood syndrome,2470,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2470,
14207,McDonough syndrome,2471,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2471,
14208,Infantile mercury poisoning,247165,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247165,
14209,Progressive cerebello-cerebral atrophy,247198,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247198,
14210,Collecting duct carcinoma,247203,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247203,
14211,Sporadic adult-onset ataxia of unknown etiology,247234,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247234,
14212,Non-hereditary degenerative ataxia,247239,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247239,
14213,Acquired ataxia,247242,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247242,
14214,Superficial siderosis,247245,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247245,
14215,Inhalational anthrax,247257,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247257,
14216,Hyperphosphatasia-intellectual disability syndrome,247262,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247262,
14217,McKusick-Kaufman syndrome,2473,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2473,
14218,Generalized pustular psoriasis,247353,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247353,
14219,Autosomal recessive secondary polycythemia not associated with VHL gene,247378,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247378,
14220,White forelock with malformations,2475,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2475,
14221,Autosomal dominant secondary polycythemia,247511,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247511,
14222,Primary ciliary dyskinesia-retinitis pigmentosa syndrome,247522,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247522,
14223,Citrullinemia type I,247525,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247525,
14224,Acute neonatal citrullinemia type I,247546,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247546,
14225,Adult-onset citrullinemia type I,247573,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247573,
14226,Citrin deficiency,247582,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247582,
14227,Citrullinemia type II,247585,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247585,
14228,Neonatal intrahepatic cholestasis due to citrin deficiency,247598,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247598,
14229,Dysraphism-cleft lip/palate-limb reduction defects syndrome,2476,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2476,
14230,Juvenile primary lateral sclerosis,247604,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247604,
14231,Perinatal lethal hypophosphatasia,247623,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247623,
14232,Prenatal benign hypophosphatasia,247638,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247638,
14233,Infantile hypophosphatasia,247651,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247651,
14234,Childhood-onset hypophosphatasia,247667,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247667,
14235,Adult hypophosphatasia,247676,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247676,
14236,Odontohypophosphatasia,247685,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247685,
14237,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,247691,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247691,
14238,Multiple endocrine neoplasia type 2A,247698,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247698,
14239,Megalencephaly,2477,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2477,
14240,Multiple endocrine neoplasia type 2B,247709,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247709,
14241,Inflammatory myopathy with abundant macrophages,247718,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247718,
14242,Idiopathic eosinophilic myositis,247724,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247724,
14243,Lipoblastoma,247762,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247762,
14244,X-linked cerebellar ataxia,247765,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247765,
14245,Müllerian aplasia and hyperandrogenis,247768,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247768,
14246,Mayer-Rokitansky-Küster-Hauser syndrome type ,247775,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247775,
14247,FTH1-related iron overload,247790,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247790,
14248,Juvenile cataract-microcornea-renal glucosuria syndrome,247794,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247794,
14249,MUTYH-related attenuated familial adenomatous polyposis,247798,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247798,
14250,Megalencephalic leukoencephalopathy with subcortical cysts,2478,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2478,
14251,APC-related attenuated familial adenomatous polyposis,247806,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247806,
14252,Autosomal recessive ataxia due to PEX10 deficiency,247815,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247815,
14253,Ectodermal dysplasia-syndactyly syndrome,247820,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247820,
14254,Ectodermal dysplasia-cutaneous syndactyly syndrome,247827,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247827,
14255,Occult macular dystrophy,247834,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247834,
14256,Oligoarticular juvenile idiopathic arthritis with anti-nuclear antibodies,247839,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247839,
14257,Oligoarticular juvenile idiopathic arthritis without anti-nuclear antibodies,247846,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247846,
14258,Rheumatoid factor-negative juvenile idiopathic arthritis with anti-nuclear antibodies,247854,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247854,
14259,Rheumatoid factor-negative juvenile idiopathic arthritis without anti-nuclear antibodies,247861,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247861,
14260,NLRP12-associated hereditary periodic fever syndrome,247868,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_247868,
14261,Megalocornea-intellectual disability syndrome,2479,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2479,
14262,Autosomal recessive hypohidrotic ectodermal dysplasia,248,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248,
14263,Primary hypertrophic osteoarthropathy,248095,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248095,
14264,Neurocutaneous melanocytosis,2481,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2481,
14265,Juvenile Huntington disease,248111,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248111,
14266,Melhem-Fahl syndrome,2482,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2482,
14267,Rare deficiency anemia,248293,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248293,
14268,Constitutional deficiency anemia,248296,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248296,
14269,Melkersson-Rosenthal syndrome,2483,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2483,
14270,Rare acquired deficiency anemia,248302,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248302,
14271,Rare hemorrhagic disorder,248308,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248308,
14272,Rare hemorrhagic disorder due to a coagulation factors defect,248315,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248315,
14273,Rare hemorrhagic disorder due to a platelet anomaly,248326,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248326,
14274,Isolated delta-storage pool disease,248340,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248340,
14275,Rare hemorrhagic disorder due to an acquired platelet anomaly,248347,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248347,
14276,Rare thrombotic disorder due to a coagulation factors defect,248358,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248358,
14277,Rare thrombotic disorder due to a constitutional coagulation factors defect,248361,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248361,
14278,Rare thrombotic disorder due to an acquired coagulation factors defect,248365,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248365,
14279,Rare thrombotic disorder due to a platelet anomaly,248368,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248368,
14280,Melnick-Needles syndrome,2484,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2484,
14281,Rare thrombotic disorder due to a constitutional platelet anomaly,248401,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248401,
14282,Rare thrombotic disorder due to an acquired platelet anomaly,248404,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248404,
14283,Familial hypodysfibrinogenemia,248408,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_248408,
14284,Melorheostosis,2485,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2485,
14285,Transverse limb deficiency-hemangioma syndrome,2486,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2486,
14286,Lower limb malformation-hypospadias syndrome,2487,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2487,
14287,Upper limb defect-eye and ear abnormalities syndrome,2489,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2489,
14288,Fibrous dysplasia of bone,249,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_249,
14289,Müllerian duct anomalies-limb anomalies syndrom,2491,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2491,
14290,FATCO syndrome,2492,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2492,
14291,Ménétrier disea,2494,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2494,
14292,Meningioma,2495,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2495,
14293,Mesomelia-synostoses syndrome,2496,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2496,
14294,Upper limb mesomelic dysplasia,2497,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2497,
14295,Syndactyly type 8,2498,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2498,
14296,Metachondromatosis,2499,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2499,
14297,Glutaryl-CoA dehydrogenase deficiency,25,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_25,
14298,Frontonasal dysplasia,250,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250,
14299,Acrogeria,2500,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2500,
14300,"Metaphyseal chondrodysplasia, Spahr type",2501,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2501,
14301,Genetic polycythemia,250165,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250165,
14302,Metaphyseal dysostosis-intellectual disability-conductive deafness syndrome,2502,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2502,
14303,Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome,2504,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2504,
14304,Multiple benign circumferential skin creases on limbs,2505,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2505,
14305,Michels syndrome,2506,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2506,
14306,Corpus callosum agenesis-abnormal genitalia syndrome,2508,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2508,
14307,Serpinopathy,250805,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250805,
14308,Serpinopathy with toxic serpin polymerization,250808,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250808,
14309,Serpinopathy with loss of serpin function,250811,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250811,
14310,Logopenic progressive aphasia,250831,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250831,
14311,Rare neoplastic disease,250908,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250908,
14312,Isolated aniridia,250923,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250923,
14313,Autosomal dominant optic atrophy and peripheral neuropathy,250932,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250932,
14314,Polymicrogyria with optic nerve hypoplasia,250972,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250972,
14315,AICA-ribosiduria,250977,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250977,
14316,Autosomal recessive Stickler syndrome,250984,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250984,
14317,1q21.1 microdeletion syndrome,250989,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250989,
14318,1q21.1 microduplication syndrome,250994,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250994,
14319,1q41q42 microdeletion syndrome,250999,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_250999,
14320,Multiple epiphyseal dysplasia,251,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251,
14321,Micro syndrome,2510,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2510,
14322,Paternal uniparental disomy of chromosome 1,251004,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251004,
14323,Maternal uniparental disomy of chromosome 1,251009,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251009,
14324,2q31.1 microdeletion syndrome,251014,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251014,
14325,2q32q33 microdeletion syndrome,251019,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251019,
14326,SATB2-associated syndrome due to a chromosomal rearrangement,251028,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251028,
14327,3q29 microduplication syndrome,251038,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251038,
14328,Ring chromosome 5 syndrome,251043,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251043,
14329,6p22 microdeletion syndrome,251046,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251046,
14330,6q25 microdeletion syndrome,251056,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251056,
14331,7q31 microdeletion syndrome,251061,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251061,
14332,8p11.2 deletion syndrome,251066,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251066,
14333,8p23.1 microdeletion syndrome,251071,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251071,
14334,8p23.1 duplication syndrome,251076,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251076,
14335,Microbrachycephaly-ptosis-cleft lip syndrome,2511,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2511,
14336,Autosomal recessive primary microcephaly,2512,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2512,
14337,Familial osteochondritis dissecans,251262,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251262,
14338,Familial hyperaldosteronism type III,251274,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251274,
14339,Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,251279,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251279,
14340,Autosomal dominant spastic ataxia type 1,251282,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251282,
14341,Benign concentric annular macular dystrophy,251287,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251287,
14342,Parietal foramina with clavicular hypoplasia,251290,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251290,
14343,Pigmented paravenous retinochoroidal atrophy,251295,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251295,
14344,Microcephaly-albinism-digital anomalies syndrome,2513,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2513,
14345,Infantile onset panniculitis with uveitis and systemic granulomatosis,251304,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251304,
14346,Idiopathic recurrent pericarditis,251307,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251307,
14347,Overlapping connective tissue disease,251312,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251312,
14348,Drug-induced vasculitis,251325,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251325,
14349,Unclassified vasculitis,251328,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251328,
14350,Unexplained long-lasting fever/inflammatory syndrome,251332,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251332,
14351,Ataxia-telangiectasia-like disorder,251347,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251347,
14352,Sickle cell disease associated with an other hemoglobin anomaly,251355,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251355,
14353,Sickle cell-beta-thalassemia disease syndrome,251359,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251359,
14354,Sickle cell-hemoglobin C disease syndrome,251365,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251365,
14355,Sickle cell-hemoglobin D disease syndrome,251370,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251370,
14356,Sickle cell-hemoglobin E disease syndrome,251375,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251375,
14357,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,251380,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251380,
14358,CK syndrome,251383,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251383,
14359,"Localized junctional epidermolysis bullosa, non-Herlitz type",251393,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251393,
14360,Autosomal dominant primary microcephaly,2514,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2514,
14361,Microcephaly-cardiomyopathy syndrome,2515,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_2515,
14362,"46,XY partial gonadal dysgenesis",251510,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251510,
14363,Distal arthrogryposis type 10,251515,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251515,
14364,Hyperzincemia and hypercalprotectinemia,251523,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251523,
14365,Toxic or drug-related embryofetopathy,251529,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251529,
14366,Maternal disease-related embryofetopathy,251535,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251535,
14367,Rare tumor of neuroepithelial tissue,251558,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251558,
14368,High-grade astrocytoma,251561,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251561,
14369,Gliosarcoma,251576,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_251576,
