"id","name","acronym","description","url","country"
"bbmri-eric:contactID:UK_GBR-1-83","National Diet and Nutrition Survey (NDNS)","","A National cross sectional population based survey.  Additional data available including 4 day food diary, BP, biochemical analytes","http://www.mrc-ewl.cam.ac.uk/research/ndns-bioresource/","UK"
"bbmri-eric:contactID:UK_GBR-1-82","SUN Study","","The SUN study is a Bio repository of 6 monthly sequential blood samples from 350 men with Prostate Cancer  - pre-treatment and through follow-up","http://www.surreycancer.org.uk/biobanks-and-databases.htm","UK"
"bbmri-eric:contactID:UK_GBR-1-81","HYWEL DDA BIOBANK","","This is a University Health Board Biobank initially concentrating on lung and breast material but will expand to other specialities in the future..","","UK"
"bbmri-eric:ID:IT_1383047508168267","Banca Neuromuscolare di Tessuti e DNA","NMTB","Collection of muscular biopsies and DNA samples of rare neuromuscular diseases","","IT"
"bbmri-eric:contactID:UK_GBR-1-80","NIHR National Biosample Centre (UK Biocentre)","","The NIHR National Biosample Centre is a not-for profit enterprise supporting NIHR funded researchers across the UK.  Control and rights to all samples managed by us remains with the Investigator.  We offer at scale storage and processing of bio-samples with the capacity for up to 20 million stored samples in automated storage systems.  Additional capacity exists for managed freezer collections and vapour phase liquid nitrogen cryostorage. We provide automated DNA/RNA extraction/normalisation and quantification services as required.","http://www.ukbiocentre.com/","UK"
"bbmri-eric:ID:DE_BMBN","BioMaterialBank Nord","BMBN","Die BioMaterialBank Nord (BMB Nord) unterstützt die biomedizinische Forschung in der Lungenheilkunde. Die BMB Nord gewinnt, verarbeitet, sammelt, lagert und verwaltet Biomaterialproben wie Blut, Gewebe, Zellen von Probandinnen und Probanden, die an Studien ihrer Mitglieds-Institutionen teilnehmen. Die Biomaterialproben werden von Wissenschaftlerinnen und Wissenschaftlern analysiert. So übernimmt die BMB Nord die Funktion einer Schnittstelle zwischen Patientenversorgung und Grundlagenwissenschaft. Darüber hinaus berät sie Wissenschaftlerinnen und Wissenschaftler bei der Planung von translationalen Forschungsprojekten im Bereich der Lungenheilkunde. Auf Antrag stellt sie Forschergruppen klinische Informationen in pseudonymisierter Form zur Verfügung. Durch deren Analyse lassen sich Rückschlüsse auf Krankheiten und deren Verläufe ziehen, was eine Verbesserung der Diagnostik und Therapie ermöglicht.

Die aus Mitteln der öffentlichen Hand geförderte BioMaterialBank Nord ist auf die Unterstützung von Probenspenden angewiesen. Ohne die Bereitschaft von Patientinnen, Patienten oder freiwilligen Probandinnen und Probanden kann die medizinische Forschung keinen Beitrag zum Verständnis, der Erkennung und der Therapie von Krankheiten leisten.

Der Schwerpunkt der BioMaterialBank Nord liegt auf übertragbaren und nicht-übertragbaren Erkrankungen der Atemwege und der Lunge.","https://fz-borstel.de/index.php/de/sitemap/medizin/biobank-pd-dr-karoline-i-gaede/","DE"
"bbmri-eric:ID:NL_AAAACXPRA5XCUACQK2ME25QAAE","Rijksdienst voor Volksgezondheid en Milieu","RIVM","","","NL"
"bbmri-eric:ID:SE_2192","STHLM-3","","","","SE"
"bbmri-eric:ID:NL_AAAACXPFV6EUKACQK2ME25QAAM","Tuberculosis Indonesia Biobank","TB-Indonesia Biobank","","","NL"
"bbmri-eric:contactID:UK_GBR-1-89","POETIC: Trial of perioperative endocrine therapy – individualising care","","Primary aim: To determine whether two weeks perioperative aromatase inhibitor (AI) therapy before and after surgery improves outcome compared with standard adjuvant therapy.  Eligibility: Postmenopausal women with ER/PgR positive invasive breast cancer.  Trial design: Phase III, multicentre, randomised trial  Target accrual: 4350 patients  Patients will be allocated in a 2:1 ratio to PERIOPERATIVE THERAPY with an AI for 4 weeks (two weeks before and two weeks after surgery) or NO PERIOPERATIVE THERAPY.  Group I: PERIOPERATIVE THERAPY with an AI Choice of AI is according to centre policy and may be either anastrozole (1mg/day) or letrozole (2.5mg/day)  Group II: NO PERIOPERATIVE THERAPY 4 weeks (two weeks before and two weeks after surgery)","http://www.icr.ac.uk/our-research/our-research-centres/clinical-trials-and-statistics-unit","UK"
"bbmri-eric:contactID:UK_GBR-1-88","Taxotere as Adjuvant Chemotherapy","","A phase III multi-centre open-label randomised controlled clinical trial of standard anthracycline-based chemotherapy (fluorouracil, epirubicin and cyclophosphamide (FEC) or epirubicin and CMF (Epi-CMF)) versus FEC followed by sequential docetaxel in women with early breast cancer.  4162 patients were recruited between February 2001 and June 2003 from 103 UK centres and 1 Belgian centre.  Tumour tissue was collected prospectively for subsequent biological studies, and blood samples for DNA extraction were requested from all patients. Trial results were presented at the San Antonio Breast Cancer Symposium in December 2007 when 90% of the predefined number of events had been reported. Follow up continues.","http://www.icr.ac.uk/our-research/our-research-centres/clinical-trials-and-statistics-unit","UK"
"bbmri-eric:contactID:UK_GBR-1-87","TACT2: Trial of Acc. Adjuvant CT (Capecitabine)in EBC","","A randomised, phase III clinical trial with a 2 x 2 factorial design addressing two hypotheses:   1. That accelerating Epirubicin will improve the efficacy of the sequential schedules (based originally on the NEAT epirubicin/CMF schedule).   2. That the substitution of CMF by Capecitabine will not be detrimental to patient outcome but will offer advantages in Quality of Life and/or toxicity.","http://www.icr.ac.uk/our-research/our-research-centres/clinical-trials-and-statistics-unit","UK"
"bbmri-eric:contactID:UK_GBR-1-86","TNT: Triple Negative breast cancer Trial","","TNT is a phase III, multi centre, randomised trial of carboplatin versus docetaxel in women with ER-, PgR- and HER2- metastatic or recurrent locally advanced breast cancer.  Patients will be randomised (1:1) to carboplatin or docetaxel and will cross over to the alternative treatment (docetaxel (if randomised to carboplatin) or carboplatin (if randomised to docetaxel)) on progression.  Trial Treatment: Group A:  Carboplatin AUC 6, q 3 weeks for 6 cycles (18 wks) Group B:  Docetaxel 100mg/m2, q 3 weeks for 6 cycles (18 wks) On evidence of disease progression, patients will cross over to the alternative treatment.","http://www.icr.ac.uk/our-research/our-research-centres/clinical-trials-and-statistics-unit","UK"
"bbmri-eric:ID:SE_1749","Hereditary risk factors for abuse and dependence","","","","SE"
"bbmri-eric:ID:NL_AAAACXPJXQJHAACQK2ME25QAAE","Binnenstebuiten Biobank","","","","NL"
"bbmri-eric:ID:SE_1746","Swedish Mammography Cohort (SMC)","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00097","CRB du CHU de la Timone, Marseille","CRB TBM- Tumorothéque et Banque de Muscles","The AP-HM biobank was created following the call ""DHOS Tumorotheque"" 2002. It carries out the receipt, storage and transfer of the cryopreserved samples taken as part of the care. The AP-HM biobank houses the AP-HM tumor bank and muscle bank.
Since 2015, a virtual grouping of the AP-HM BRCs has been carried out. It includes three entities: CRB TBM (tumor bank and muscle bank), CRB HemoVasc and CRB TAC (Tissues, DNA, Cells);  www.biobank-paca.com","http://fr.ap-hm.fr/recherche-clinique-et-innovation/structures/crb-centre-de-ressources-biologiques","FR"
"bbmri-eric:ID:SE_1747","SWEOLD","","","","SE"
"bbmri-eric:ID:GR_clINABdb","Clinical-biological Biobank at INAB affiliated with Hematology Department and HCT Unit, “G. Papanicolaou” Hospital, Thessaloniki, Greece","clINABdb","","","GR"
"bbmri-eric:ID:NL_AAAACXPKSBQFGACQK2ME25QAAE","Occupational asthma Biobank","","","","NL"
"bbmri-eric:ID:FR_BB-0033-00092","CRB-O CRCM","-","Created from Institut Paoli-Calmettes (IPC) and the Centre for Research in Marseilles Cancer (CRCM), the tumor bank allows the use to scientists of biological resources for basic or translational research programs in oncology.
It also proposes a diversification of sample processing procedures, including the establishment of a centralized platform for nucleic acid extraction. More recently, the two  tumor banks of Marseilles have joined forces with the CHUN-CAL  tumor bank from Nice to build the first online catalog in France, establishing proof of concept for the interoperability of French tumor banks: the ""Virtual Tumor Library of the Canceropole PACA"" (www.biobank-paca.com) allows interested researchers to develop multicriteria research to identify sets of anonymized samples potentially used in the conduct of their scientific projects","http://crcm.marseille.inserm.fr/plateformestechnologiques/tumorotheque/","FR"
"bbmri-eric:ID:NL_AAAACXPF2POVSACQK2ME25QAAI","Erasmus MC Tissue Biobank","","","","NL"
"bbmri-eric:ID:NL_AAAACXPKTOQW6ACQK2ME25QAAE","MINDACT Biobank","","","","NL"
"bbmri-eric:ID:FR_BB-0033-00091","CEPH Biobank","-","The CEPH Biobank, one of the first French biobank using a ""professional"" organization, is a high throughput Biological Resource Centre since 2007.
Between 2012 and 2015 the biobank received more than 120000 biological samples for transformation and storage. The biobank was involved in the establishment of 9 new cohorts.","http://www.cephb.fr/collectionsBio.php","FR"
"bbmri-eric:ID:SE_1752","Risk factors among consecutive breast cancer patients and controls","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00090","CRB - Filiere Microbiologie","-","The  Biological Resource  Center  - Microbiology collects, characterizes  and stores  pathogenic  micro- organisms  (bacteria,  yeast,  molds) isolated  from  patients  hospitalized  in  the  University  Hospital  of Besancon  or  isolated  from  the  environment.   The  collections  are  used  to  develop   new  tools  for epidemiology  (using   MALDI-TOF   MS,  whole  genome   sequencing  for  example)  and  for  antibiotic resistance  determination.   Collections  are  also  used  to  study  the  population  structure  of  multidrug resistant  bacteria and  to analyze the evolution  of pathogenic  bacteria  during  their spread  in hospital setting or during the patient infection.","https://www.chu-besancon.fr/la-recherche/les-acteurs-de-la-recherche-au-chru/centre-de-ressources-biologiques.html","FR"
"bbmri-eric:ID:IT_1437407546422353","Centro Risorse Biologiche -IGB-CNR-Incontinentia Pigmenti Genetic Biobank","CRB-IGB-CNR-IPGB","Incontinentia Pigmenti Genetic Biobank -IPGB. . . . The Incontinentia Pigmenti Genetic Biobank (IPGB) is a no-profit service unit of Biological Resource Centre of Institute of Genetics and Biophysics, Adriano Buzzati Traverso, IGB-ABT, of CNR, aimed to the collection, processing, preservation, storage and distribution of human biological materials and the data associated, from patients suffering from a rare genetic disease, Incontinentia pigmenti (IP; OMIM#308300), for diagnostic investigation, research and therapeutic use.","http://www.igb.cnr.it/ipgb","IT"
"bbmri-eric:ID:IT_1557158178220168","Biobanca del centro di Riferimento Regionale per la Sclerosi Multipla","BIO CRESM","","","IT"
"bbmri-eric:ID:SE_1750","Family studies of pediatric cancer","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00096","CRB de l'hopital Marie Lannelongue","CRB Marie Lannelongue","-","http://www.hopitalmarielannelongue.fr/","FR"
"bbmri-eric:ID:FR_BB-0033-00095","Biobanque de la banque tissus et cellules des HCL","DERMOBIOTEC","Dermobiotec is one of the functional units of the Tissue and Cell Bank of the Civil Hospitals of Lyon (BTC / HCL).The BTC / HCL is a hospital service whose main functions are: i. Reception, preservation, validation and distribution of corneal grafts, ii. The production of medicinal products for innovative therapies or tissue engineering intended for care (transplants). Dermobiotec is the key element of BTC / HCL's R & D sector and enables the reception, treatment, conditioning, preservation and scientific use of human biological samples related to the clinical activity.","http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques","FR"
"bbmri-eric:ID:SE_1756","The Child and Adolescent Twin Study in Sweden (CATSS)","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00094","CRB du CHU de Bordeaux - Bordeaux Biotheques Sante","BBS","BRC Marie Lannelongue is a young structure, created at the end of 2009. This BRC collaborates with different structures and participates in several ongoing studies. The work focuses mainly on lung cancer, in terms of genetic abnormalities and immune response.","https://www.chu-bordeaux.fr/Professionnels-recherche/Centre-de-Ressources-Biologiques/","FR"
"bbmri-eric:ID:SE_1753","Breast Cancer-metastases study","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00093","BCB glioblastomes","Base Clinico-Biologique Glioblastomes","BCB glioblastoma aims to establish a cohort of 1,200 patients with glioblastoma from 29 university hospitals and centers for the Fight against Cancer at national level.
The associated biological collection consists of frozen tumor and paraffin tissue , hair and blood (serum, plasma, and whole blood buffy coat).
Associated with biological material, clinical data  are also collected before, during and after surgery (karnofsky score, date of diagnostic, localization of tumor (initial MRIs are collected), date and type of surgery, type of tumors (immunohistochemistry and molecular biology), treatments received after surgery and follow up every 6 month, vital status...). All data are saved in a one secured database with a management system","/","FR"
"bbmri-eric:ID:SE_1754","Breast cancer index","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00089","CRB Paris Sud/G H Paris Sud, Kremlin Bicetre","CRB PARIS SUD","The biobank South of Paris was created in 2006 with the help of INSERM and the University Hospital center South of Paris. The mission of biobank is to collect, prepare, storage and the provision samples and data for the scientific community as research teams of the hospital group, partners teams and industry. Samples are tissus, plasma, sera, fluids, nucleic acids. These collections are established within the framework of protocols of research, arises from the care and requalified for research. The biobanks leans on a quality approach which allowed to obtain since 2011 the AFNOR certification according to the standard NF S96-900.","http://maladiesrares-paris-sud.aphp.fr/centre-de-ressources-biologiques/","FR"
"bbmri-eric:ID:FR_BB-0033-00088","Tumorotheque IRCNA-NANTES","-","The tumor bank have been constitued in 2002 and is one of the first functional units Regional cancer Institute - Nantes Atlantique ( IRCNA ).It is build by pooling tumor tissue cryopreservation of Nantes University Hospital and of the center of fight against cancer (PBC) Gauducheau Rene.","http://www.chu-nantes.fr/tumorotheque-de-l-institut-regional-du-cancer-nantes-atlantique-ircna--21685.kjsp?RH=ACCUEIL","FR"
"bbmri-eric:ID:FR_BB-0033-00087","Cell&Co","Cell&Co","Cell & Co Biorepository is a private biobank. It ensures the management and conservation of biological resources from research projects and computer data and paper associated with those resources.","http://www.cell-and-co.com","FR"
"bbmri-eric:ID:FR_BB-0033-00086","BIOCAP","Biotheque virtuelle Nationale des Cancers pediatriques","The aims of BIOCAP is to enable researchers from all disciplines involved in pediatric oncology to access data on tumor and constitutional samples (and annotations) stored in tumor banks and biobanks of French hospital  and gathered by the National Cancer Registry of Child.","http://rnce.inserm.fr/biotheque-virtuelle.php","FR"
"bbmri-eric:ID:SE_1758","Cervix","","","","SE"
"bbmri-eric:ID:NL_aaaac2rbppbqeacqk2mpm4yaae","Databiobank OncoLifeS","","","www.oncolifes.nl","NL"
"bbmri-eric:ID:NL_AAAACW5FCXM3MZSUAVNCZ2AAAE","Erasmus MC Biobank","","","https://www.erasmusmc.nl/bioinformatica/contacts/?lang=en","NL"
"bbmri-eric:ID:NL_AAAACXPAVYJOOACQK2ME25QAAE","Netherlands Study Depression and Anxiety Biobank","NESDA Biobank","","www.nesda.nl","NL"
"bbmri-eric:ID:IT_1383929642991480","Neuromuscular Disease Biobank","NEUMD-Besta","The biobank provides samples as a service to the scientific community conducting research on neuromuscular disorders. Samples are from patients affected by different forms of muscular dystrophy, including the severe congenital and Duchenne muscular dystrophies, as well as limb girdle muscular dystrophies, congenital myopathies, distal and myofibrillar myopathies, inflammatory myopathies, and metabolic myopathies. Different types of biomaterials are frequently available from a single patient. . . The Biobank is founding partner of the EuroBioBank network, the first operating network of biobanks for rare diseases in Europe, and of the Italian Telethon Network of Genetic Biobanks.","http://biobanknetwork.telethon.it","IT"
"bbmri-eric:ID:IT_1385131091942888","IRCCS-CROB BASILICATA BIOBANK","","","","IT"
"bbmri-eric:ID:BE_BBRU1","CHU Brugmann - BruTus Oncology","BBRU","BruTuS (or Brugmann Hospital Tumor bank Service) is located in the Pathology department of the CHU Brugmann in Northern Brussels. It is a repository of frozen and formalin-fixed paraffin-embedded tumor samples collected from surgical specimens originating from Brugmann hospital and from the neighboring Children's Hospital Reine Fabiola (HUDERF).In accordance with the activity of the two hospitals, breast and pediatric tumor samples are the most frequent in the biobank.","http://www.chu-brugmann.be/nl/med/anapath/","BE"
"bbmri-eric:ID:FR_BB-0033-00081","CECOS Germetheque","CECOS Germetheque","Founded in 2007, Germetheque is a distributed biological resource center grouping multiple hospitals with relevant collections: Bordeaux, Clermont-Ferrand, Grenoble, Lille, Marseille (APHM), Paris (Cochin et Tenon de l'APHP), Rennes, Rouen, Strasbourg and Toulouse. This biobank facilitates research in the field of human fertility. In this regard, it collects, stores and distributes human biological samples for researchers (male and female gametes, germinal tissue, DNA and others).","http://www.chu-toulouse.fr/-germetheque-centre-de-ressources-biologiques-","FR"
"bbmri-eric:ID:SE_1762","GEMS-Genes and Environment in MS","","","","SE"
"bbmri-eric:ID:EE_NIHD","National Institute for Health Development","","","http://www.tai.ee/en","EE"
"bbmri-eric:ID:FR_BB-0033-00080","INRA - CIRM","-","The International Center of Microbial Resources (CIRM) is a BRC created by INRA in 2004. It preserves over 15.000 strains in five dedicated sites: food bacteria (Rennes), pathogenic bacteria (Tours), lignocellulotytic filamentous fungi (Marseilles), phytopathogenic bacteria (Angers) and hemiascomycetous yeasts (Grignon). The aim of this BRC is to gather all the microbial collections of INRA to make accessible a set of well characterized microbial resources to the scientific community. Since its creation, the CIRM has integrated over 12 Inra collections and has become a unique blend of collections associated to research on agro-food, biotechnology and human, animal and plant health. In addition to strain authentication, characterization, preservation, and distribution, the CIRM provides a number of services including taxonomic identification, full strain characterization, strain typing, confidential safe deposit and expertise in various fields. The CIRM is very active in the characterization and preservation of biodiversity from French oversea territories. The five sites are all ISO 9001 certified.The main research interests are: -Biodiversity and taxonomy: the five CIRM sites are involved in molecular taxonomy, design of new methods for identification and species description-Comparative genomics: the Grignon site, as a founder member of Genolevures, the French yeast genome sequencing consortium, has been involved in several comparative genomics projects since 1998.-Biotechnology: the Marseilles site is involved in several national and European projects studying the enzymatic potentiality of filamentous fungi for white and green biotechnologies. The Rennes site is involved in biotransformation of milk and cheese technology-Health: the Tours site studies biodiversity and molecular markers of bacterial pathogens and is involved in the determination of the antimicrobial spectrum of different molecules. The Rennes and Grignon sites are involved in projects on microbiological safety of foodstuff Since the start of 2009, the CIRM is coordinator, together with the Institut Pasteur, of the European project EMbaRC, which aims at establishing a self-sustainable community of European Microbial Resource Centers representing a large biodiversity and offering a wide-range of not only bioresources, but also expert services. Joint research to improve strain and DNA storage and to develop new microorganisms identification methods is ongoing.","http://www6.inra.fr/cirm","FR"
"bbmri-eric:ID:SE_1763","Aging in Women and Men","","","","SE"
"bbmri-eric:ID:SE_1760","Developmental Outcomes of neurodevelopmental problem, a Genetic twin Study in Sweden (DOGSS)","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00085","Reseau CRB Foie","-","The BRC liver network is the French network of liver tumors. Most French hospitals with activities focusing on liver pathology are members of this network. It collects, stores and distributes liver tumor samples to researchers.","https://ssl3.isped.u-bordeaux2.fr/CRBFOIE_P/Default.aspx","FR"
"bbmri-eric:ID:FR_BB-0033-00084","BIOMAX - Strasbourg","BIOMAX","The Strasbourg Center for Biological Investigations, BIOMAX, is planned to be a hospital-wide translational R&D tool centred around a unique innovative BioBank coupled with a clinical/biological numerical database linked to proprietary (or external) research platforms.","/","FR"
"bbmri-eric:ID:SE_1767","Study of dementia in Swedish twins","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00083","ANSES","ANSES","The French agency for Food, Environmental and Occupational Health Safety implements independent, multi-disciplinary scientific expertise.Its principal mission is to contribute to the protection of human health with respect to the environment, the workplace and food. 
In its sphere of competence, the Agency's mission is to conduct risk assessments, to provide the competent authorities with any information about these risks as well as the expertise and scientific and technical support necessary to draft legislative and statutory provisions and implement risk management and mitigation strategies.","https://www.anses.fr/fr/content/pr%C3%A9sentation-de-lanses","FR"
"bbmri-eric:ID:FR_BB-0033-00082","APHP - Neuropathologie du developpement","-","The biobank  Development Neuropathology as the disctinction of being made of brain specimens, from pre- and postnatal and relatives to rare diseases (malformations, metabolic and degeneratives).
Most of specimens are included in parrafine and so suitable for DNA extraction.","/","FR"
"bbmri-eric:ID:SE_1765","BbK-00652","","","","SE"
"bbmri-eric:ID:NL_AAAACXPRCP2M6ACQK2ME25QAAE","LASA Biobank","","","","NL"
"bbmri-eric:ID:SE_1727","Clinical trial of metylphenidate in amphetamine dependent persons with ADHD","","","","SE"
"bbmri-eric:ID:NO_HUNT","HUNT biobank, Norwegian university of science and technology","HUNT","","http://www.ntnu.edu/hunt","NO"
"bbmri-eric:ID:SE_1725","Vital Freezing of Lymphoma Cells - A biobank for development of novel therapies in patients with malignant lymphoma","","","","SE"
"bbmri-eric:ID:IT_1384936945873731","Humanitas Hospital Biological Resources Center","BRC-ICH","At the present time, within the Humanitas Center for Biological Resources have been activated an Oncological Collection and an Haematological Collection. Within the Oncological collection are preserved mostly tumoral fragments snap frozen and the corresponding non-tumoral fragments from a number of oncological diseases. More recently we also implemented collection of the matching plasma and sera samples. In the Haematological Collection are preserved bone marrow mononuclear cells (BMMC), peripheral blood mononuclear cells (PBMC), plasma and sera from hematological donors. Corresponding clinical data are also archived within the BRC database.","","IT"
"bbmri-eric:ID:SE_1728","MAST-1","","","","SE"
"bbmri-eric:ID:IT_1385038991636528","Biobanca modelli animali tumori sperimentali","","","","IT"
"bbmri-eric:ID:NL_AAAACXJQEK6I4ACQK2ME25QAAE","Leiden University Medical Center Biobank","LUMC Biobank","","","NL"
"bbmri-eric:ID:NL_aaaacz5nb2ytqacqk2mgyyqaae","PARISK","PARISK","","","NL"
"bbmri-eric:ID:SE_1730","Periodontal disease and its relation to cardiovascular disease","","","","SE"
"bbmri-eric:ID:SE_1734","Perifer kontraktilitet","","","","SE"
"bbmri-eric:ID:SE_1732","RATSS (Roots of Autism Twin Study Sweden)","","","","SE"
"bbmri-eric:ID:SE_1737","SALTY","","","","SE"
"bbmri-eric:ID:SE_1736","SAGA - Swedish Autism Genetic Architecture study","","","","SE"
"bbmri-eric:ID:CZ_CUNI_HK","Bank of Biological Material, Charles University - Hradec Králové","UK_HK","Biobank at the Charles University Medical Faculty in Hradec Kralove (bbmri-eric:ID:CZ_CUNI_HK) was established at The Fingerland Department of Pathology (tissues) and Institute of Clinical Biochemistry and Diagnostics (liquid specimens). Majority of patients from whom the specimens are stored fall into one of the following categories: colorectal cancer, breast cancer, ovarian cancer, head&neck cancer). The tissue is stored at the moment of operation, liquid specimens are collected repeatedly according to predefined harmonograms (specific for each cancer diagnosis). The specimens are collected in close cooperation with clinical specialists (surgeons, oncologists, etc.).","https://www.fnhk.cz/fingerland/aktivity-ustavu/diagnostika/kryokonzervace","CZ"
"bbmri-eric:ID:NL_AAAACW5ELBQ4WZSUAVNCZ2AAAE","Wageningen University Research Biobank","WUR","","","NL"
"bbmri-eric:ID:SE_1739","Swedish Adoption Twin Study of Aging","","","","SE"
"bbmri-eric:ID:NL_AAAACXPKGLJLKACQK2ME25QAAE","NESCOG Biobank","","","","NL"
"bbmri-eric:ID:DE_ASK-Tx","Asklepios Biobank für Lungenerkrankungen","ASK-Tx","Es ist das Ziel der Biobank, Gewebe, Blut und andere Körperflüssigkeiten in hoher Qualität zu sammeln, zu lagern und für die wissenschaftliche Forschung zur Verfügung zu stellen. Sie ist Teil des „Comprehensive Pneumology Centers München“ (CPC-M) und Mitglied im Deutschen Zentrum für Lungenforschung (DZL), einer vom Bundesministerium für Bildung und Forschung unterstützten Einrichtung, die sich die weitere Erforschung und die Entwicklung neuer Therapieverfahren von und für Lungenerkrankungen zum Ziel gemacht hat. Als Teil dieser Bemühungen sind in der Plattform Biobanking im DZL Biobanken an den verschiedenen Standorten, u.a. auch in Gauting, etabliert.","https://www.asklepios.com/gauting/experten/experten/biobank/","DE"
"bbmri-eric:ID:NL_AAAACXPLBYGYCACQK2ME25QAAE","The Nightingale Study Biobank","","","","NL"
"bbmri-eric:ID:DE_HUB","Hannover Unified Biobank","HUB","The Hannover Medical School (MHH) has established a centralized, harmonized, modern, unified biobank called Hannover Unified Biobank (HUB). It is planned to consolidate all biomaterial collections of the MHH into one single, modern repository. Samples from external institutions can be stored in HUB, too. The HUB manages deposit, retrieval, quality and information for all samples.","https://www.mh-hannover.de/biobank.html","DE"
"bbmri-eric:ID:DE_ZeBanC","Centralized Biobank of the Charité Berlin","ZeBanC","Centralized Biobank of the Charité Berlin is a hospital-based clinical biobank collecting, processing, storing and disseminating biomaterials and related data to academic and non-academic researchers under defined rules and quality conditions.","https://biobank.charite.de/","DE"
"bbmri-eric:ID:SE_1740","Screening for abdominal aortic aneurysm, popliteaaneurysm and carotid stenosis in 65-75 years old individuals in Norsjö","","","","SE"
"bbmri-eric:ID:IT_1547222650173780","Biobanca Di Ricerca OPBG","BB-OPBG","","","IT"
"bbmri-eric:ID:NL_aaaaczxoioaeoacqk2mo6qaaae","BBMRI-Omics","BBMRI-Omics","BMRI-Omics is a data infrastructure with molecular omics data of thousands of individuals originating from 29 Dutch biobanks. BBMRI-Omics is publicly available and has proven to be worldwide valuable in the discovery of mechanisms and biomarkers for health and disease. BBMRI-Omics consists of 4,000 individuals with integrative genomics data (genome, epigenome, transcriptome and metabolome) with an extension of metabolomics data in 30,000 extra individuals and whole genome sequences in a selection of 750 individuals. The data has been optimally curated so that researchers can start right away without preprocessing.","https://omics-explorer.bbmri.nl/","NL"
"bbmri-eric:ID:DE_Helmholtz-MuenchenBiobank","Helmholtz München Biobank","HMGU","The biobank at the Helmholtz Center München mainly stores samples from population-based children and adult studies, but also samples from partners with clinical studies.","https://www.helmholtz-muenchen.de/ame/research/research-groups/hmgu-biobank/services/index.html","DE"
"bbmri-eric:ID:DE_FREEZE-CCCF","FREEZE-CCCF Biobank Freiburg","FREEZE-CCCF","Die Biobank des CCCF enthält Proben von Tumoren, die von den operativ tätigen Mitgliedsabteilungen reseziert werden. Das asservierte Gewebe steht Arbeitsgruppen des CCCF im Rahmen der interdisziplinären Forschungskooperation zur Verfügung.","https://www.uniklinik-freiburg.de/pathologie/biobank.html","DE"
"bbmri-eric:ID:SE_1744","Stanley","","","","SE"
"bbmri-eric:ID:NL_AAAACXPFMQJ7WACQK2ME25QAAM","RECOGIDAS MUESTRAS Biobank","","","","NL"
"bbmri-eric:ID:SE_1742","SIOP2001 Nephroblastoma Clinical Trials and Study","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00056","CRB Sante - Rennes","-","Scientific researches done with biological ressources provide by the CRB Sante de Rennes were mainly ncluded in two different fields : researches in field of cancer and in field of rare genetic diseases.Researches in field of cancer : Several type of tumors were studied to find out new biomarkers for diagnostic, prognostic or therapeutics purposes. The liver cancer group have shown the role of DNA repair in liver carcinogenesis (10) and more recently have described a new inhibitor of Wnt/beta-catenin signaling (32). The renal cell carcinoma group have shown role of VEGF (25), proMMP7 (34), TIMP3 (55) and erythrocyte polyamine level (57) to assess the pronostic of clear cell carcinoma. In this type of kidney cancer, the role of genetic alteration of VHL gene was also described (31, 49) . Lymphoma team have shown the role of stromal cells in follicular lymphoma (19, 43), but also role of soluble HLA-G molecule (27). For ovary epithelial tumor, the team studied role of innate immunity in pathgenesis and as prognostic markers. In glial tumor, the team have shown the pronostic value of EGFRviii expression (26), and analysed T cells functions (53). A genomic analysis of glioblastoma have revealed a robust signature (48). Researches in field of rare genetic diseases : One team studies rare genetic iron overload diseases and have shown role of genetic alterations in the severity of iron load in patient with HFE 1 hemochromatosis (23, 42, 58). A second team have analysed gentic alterations in holoprosencephaly (1, 6, 8, 16, 21,39, 47) and have studied genotype/phenotype correlations (60).Other researches :Other works, done on isolated hepatocytes, have studied mechanisms of viral infection (12, 13, 37), the TGF-beta pathway (20), some xenobiotic effects (38), liver inflammation response (40, 44), and cell cycle kinases (51).","http://www.crbsante-rennes.com","FR"
"bbmri-eric:ID:FR_BB-0033-00055","CRB Saints-Peres - EPIGENETEC - Paris","EPIGENETEC","The overall project of the BRC EPIGENETEC des Saints-Peres is to make it possible to collect, store and distribute biological samples in the context of studies intended to identify gene environment interaction factors in human diseases.  The collections currently in store have been collected in the context of studies of a specific disease, but also make it possible to build up banks of nonrenewable biological materials. Most of the studies concern cancer, either via major case-control studies, or via satellite biological studies of phase-III clinical trials, intended to identify the factors that predict the response to cancer treatments. These collections make it possible, on the one hand, to understand the genetic mechanisms behind the occurrence of certain cancers (molecular epidemiology) in terms of exposure to certain environmental risk factors collected by means of epidemiological questionnaires, and on the other hand, to understand the interindividual variability of the toxicity or response to cancer treatments (pharmacogenetics and pharmacogenomics).","http://www.biomedicale.parisdescartes.fr/cicb-paris/spip.php?article103","FR"
