name,label,codesystem,code,definition
Perivascular cardiac fibrosis,Perivascular cardiac fibrosis,HPO,HP_0031328,A type of myocardial fibrosis characterized by excessive diffuse collagen accumulation concentrated in perivascular spaces.
Interstitial cardiac fibrosis,Interstitial cardiac fibrosis,HPO,HP_0031329,A type of myocardial fibrosis characterized by excessive diffuse collagen accumulation concentrated in interstitial spaces.
Perivascular myocardial immune cell infiltration,Perivascular myocardial immune cell infiltration,HPO,HP_0031330,An increase in the number of immune cells in myocardial tissue concentrated in the spaces surrounding blood vessels.
Abnormal cardiomyocyte morphology,Abnormal cardiomyocyte morphology,HPO,HP_0031331,"Any structural anomaly of cardiomyocytes, which are terminally differentiated muscle cells in the heart that are interconnected end to end by gap junctions, which allows coordinated contraction of heart tissue."
Cardiomyocyte degeneration,Cardiomyocyte degeneration,HPO,HP_0031332,"Deterioration of cardiomyocyte characterized by abnormal features such as loss of myofilaments, occurrence of cellular sequestration, decreased mitochondrial sizes and cellular debris."
Myocardial sarcomeric disarray,Myocardial sarcomeric disarray,HPO,HP_0031333,"A disruption of the structure of the sarcomeres of cardiomyocytes. The sarcomere is the repeating unit between two Z lines comprised largely of myosin and actin that mediates contractility, and normally sarcomeres are aligned with the long axis of cells, with the Z bands being in register throughout the length of the cardiac myocytes."
Cardiomyocyte inclusion bodies,Cardiomyocyte inclusion bodies,HPO,HP_0031334,Nuclear or cytoplasmic aggregates of stainable substances within cardiomyocytes.
Abnormal cardiomyocyte mitochondrial morphology,Abnormal cardiomyocyte mitochondrial morphology,HPO,HP_0031335,An anomaly of the structure of mitochondria within cardiomyocytes.
Intranuclear cardiomyocyte mitochondria,Intranuclear cardiomyocyte mitochondria,HPO,HP_0031336,Abnormal localization of mitochondria within the nuclei of cardiomyocytes.|Electron microscopy of mammalian cardiac and skeletal muscle tissues reveal mitochondria as individual organelles situated either in clusters beneath the sarcolemma (subsarcolemmal mitochondria) or in longitudinal rows within the contractile apparatus (interfibrillar mitochondria).
Abnormal cardiomyocyte connexin43 staining,Abnormal cardiomyocyte connexin43 staining,HPO,HP_0031337,Anomalous staining of Connexin43 in cardiomyocytes. Connexin43 (Cx43) is the primary gap junction protein in the working myocardium. Cx43 exhibits increased localization at the lateral membranes of cardiomyocytes in a variety of heart diseases.
Abnormal cardiomyocyte plakoglobin staining,Abnormal cardiomyocyte plakoglobin staining,HPO,HP_0031338,Anomalous staining of plakoglobin in cardiomyocytes. Plakoglobin is a component of desmosomes in cardiomyocytes.
Abnormal cadiomyocyte dystrophin staining,Abnormal cadiomyocyte dystrophin staining,HPO,HP_0031339,"Anomalous staining of dystrophin in cardiomyocytes.|Dystrophin, a 427-kD cytoskeletal protein, is a member of the beta-spectrin/alpha-actinin protein family. Dystrophin and the dystrophin-associated proteins (dystroglycans, sarcoglycans, sarcospan, dystrobrevin, and syntrophins) form a complex that is involved in contractile force transmission and stabilization of the plasma membrane."
Abnormal lysosomal morphology,Abnormal lysosomal morphology,HPO,HP_0031340,"A structural anomaly of lysosomes, membrane-enclosed organelles that contain an array of enzymes capable of catabolizing proteins, nucleic acids, carbohydrates, and lipids."
Gastric arteriovenous malformation,Gastric arteriovenous malformation,HPO,HP_0031341,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the stomach.
Duodenal arteriovenous malformation,Duodenal arteriovenous malformation,HPO,HP_0031342,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the duodenum.
Jejunal arteriovenous malformation,Jejunal arteriovenous malformation,HPO,HP_0031343,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the jejunum.
Pelvic arteriovenous malformation,Pelvic arteriovenous malformation,HPO,HP_0031344,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the pelvis.
Colonic arteriovenous malformation,Colonic arteriovenous malformation,HPO,HP_0031345,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the colon.
Rectal arteriovenous malformation,Rectal arteriovenous malformation,HPO,HP_0031346,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the rectum.
Uterine arteriovenous malformation,Uterine arteriovenous malformation,HPO,HP_0031347,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the uterus.
Dextrotransposition of the great arteries,Dextrotransposition of the great arteries,HPO,HP_0031348,A type of transposition of the great arteries (TGA) in which aorta is in front of and primarily to the right of the pulmonary artery. This is the most common kind of TGA.
Levotransposition of the great arteries,Levotransposition of the great arteries,HPO,HP_0031349,A type of transposition of the great arteries (TGA) in which aorta is in front of and primarily to the left of the pulmonary artery.
Cardiac sarcoma,Cardiac sarcoma,HPO,HP_0031350,A malignant soft tissue neoplasm that arises from the heart.
Calcified amorphous tumor of the heart,Calcified amorphous tumor of the heart,HPO,HP_0031351,A non-neoplastic cardiac tumor characterized by calcification and eosinophilic amorphous material in the background of dense collagenous fibrous tissue.
Chest tightness,Chest tightness,HPO,HP_0031352,An unpleasant sensation of tightness or pressure in the chest.
Otitis media with effusion,Otitis media with effusion,HPO,HP_0031353,Otitis media characterized by thick or sticky fluid behind the tympanic membrane.
Sleep onset Insomnia,Sleep onset Insomnia,HPO,HP_0031354,"Difficulty initiating sleep, that is, increased sleep onset latency."
Maintenance insomnia,Maintenance insomnia,HPO,HP_0031355,Abnormal difficulty in staying asleep. Affected individuals tend to wake up at night and have difficulty returning to sleep.
Terminal insomnia,Terminal insomnia,HPO,HP_0031356,A type of insomnia characterized by waking up (too) early in the morning.
Glomeruloid hemangioma,Glomeruloid hemangioma,HPO,HP_0031357,"A histologically distinctive, cutaneous, benign vascular tumor that is characterized by a solitary or multiple blue-red papules and histologically resembles renal glomeruli."
Vegetative state,Vegetative state,HPO,HP_0031358,"Absence of wakefulness and conscience, but (in contrast to coma) with involuntary opening of the eyes and movements (such as teeth grinding, yawning, or thrashing of the extremities)."
Cutaneous sclerotic plaque,Cutaneous sclerotic plaque,HPO,HP_0031359,"A solid, raised, plateau-like (flat-topped) lesion greater than 1 cm in diameter that is characterized by hardening (sclerosis) of the affected skin area (related to collagen thickening)."
Yellow skin plaque,Yellow skin plaque,HPO,HP_0031360,"A solid, raised, plateau-like (flat-topped) lesion greater than 1 cm in diameter and that has a yellow color."
Zebra bodies,Zebra bodies,HPO,HP_0031361,"Intralysosomal, osmiophilic, lamellated and sometimes concentric cytoplasmic inclusions comprised of broad transversely-stacked myelinoid membranes and said to resemble a zebra in electron microscopic images."
Sex-limited autosomal recessive inheritance,Sex-limited autosomal recessive inheritance,HPO,HP_0031362,"A mode of inheritance that is observed for traits related to a gene encoded on one of the autosomes (i.e., the human chromosomes 1-22) in which a trait manifests in homozygotes in a sex-specific manner (i.e. only in males or only in females)."
Palpable purpura,Palpable purpura,HPO,HP_0031363,A type of purpura in which the lesions are raised (and can therefore be appreciated upon palpation).
Ecchymosis,Ecchymosis,HPO,HP_0031364,A purpuric lesion that is larger than 1 cm in diameter.
Macular purpura,Macular purpura,HPO,HP_0031365,"Purpura that is flat (non-palpable, not raised)."
Palate neoplasm,Palate neoplasm,HPO,HP_0031366,"A neoplasm that affects the hard palate, soft palate, or uvula."
Metaphyseal striations,Metaphyseal striations,HPO,HP_0031367,Longitudinal densities on radiographs located in a metaphysis (the narrow region of a long bone between the epiphysis and the diaphysis).
Intestinal perforation,Intestinal perforation,HPO,HP_0031368,A hole (perforation) in the wall of the intestine.
Colon perforation,Colon perforation,HPO,HP_0031369,A hole (perforation) in the wall of the colon.
Small intestinal perforation,Small intestinal perforation,HPO,HP_0031370,A hole (perforation) in the wall of the small intestine.
Rectal perforation,Rectal perforation,HPO,HP_0031371,A hole (perforation) in the wall of the rectum.
Cold paresis,Cold paresis,HPO,HP_0031372,Increased muscle weakness upon exposure to cold temperatures.
Stiff tongue,Stiff tongue,HPO,HP_0031373,Increased rigidity and reduced mobility of the tongue.
Ankle weakness,Ankle weakness,HPO,HP_0031374,Reduced strength of the muscles that lift or otherwise move the foot at the ankle.
Refractory,Refractory,HPO,HP_0031375,Applies to a sign or symptom that is difficult to treat or cure.
Abnormal cell proliferation,Abnormal cell proliferation,HPO,HP_0031377,"Any abnormality in the multiplication or reproduction of cells, which may result in the expansion of a cell population."
Abnormal lymphocyte proliferation,Abnormal lymphocyte proliferation,HPO,HP_0031378,"Any abnormality in the multiplication or reproduction of lymphocytes, which results in the expansion of a cell population."
Abnormal T cell proliferation,Abnormal T cell proliferation,HPO,HP_0031379,"Any abnormality in the multiplication or reproduction of T cells, which results in the expansion of a cell population."
Abnormal B cell proliferation,Abnormal B cell proliferation,HPO,HP_0031380,"Any abnormality in the multiplication or reproduction of B cells, which results in the expansion of a cell population."
Decreased lymphocyte proliferation in response to mitogen,Decreased lymphocyte proliferation in response to mitogen,HPO,HP_0031381,"A decreased proliferative response of lymphocytes in vitro or in vivo, when stimulated with mitogens, such as phytohemagglutinin (PHA)."
Decreased lymphocyte proliferation in response to anti-CD3,Decreased lymphocyte proliferation in response to anti-CD3,HPO,HP_0031382,"A decreased proliferative response of lymphocytes in vitro or in vivo, when stimulated with an anti-CD3 antibody against the T-cell co-receptor, CD3."
Abnormal lymphocyte surface marker expression,Abnormal lymphocyte surface marker expression,HPO,HP_0031383,Abnormal amount of a protein that is normally present on the cell surface of lymphocytes.
Reduced T cell CD40 expression,Reduced T cell CD40 expression,HPO,HP_0031384,"A deficiency in the expression of the CD40 ligand on the surface of activated T-lymphocytes.|This feature can be observed with X-linked Hyper IgM (XHIGM) syndrome. As a consequence of the deficiency in CD40 ligand, T-lymphocytes in patients with XHIGM are unable to instruct B-lymphocytes to switch their production of immunoglobulins from IgM to IgG, IgA and IgE."
Megakaryocyte nucleus hypolobulation,Megakaryocyte nucleus hypolobulation,HPO,HP_0031385,The presence of megakaryocytes in the bone marrow whose nuclei are less lobulated than expected for the size of the nucleus.|Megakaryocytes with a hypolobulated nucleus can be seen in normal bone marrow but numbers are increased in some patients with myelodysplastic syndrome.
Increased micromegakaryocyte count,Increased micromegakaryocyte count,HPO,HP_0031386,"The presence of abnormally high numbers of micromegakaryocytes in the bone marrow. Micromegakaryocytes are mononuclear diploid cells, with a nucleus similar in size to that of a myeloblast or promyelocyte with the cell being less than 30 micrometers in diameter.|Micromegakaryocytes are characteristic of myelodysplastic syndromebut may be seen in other conditions."
Increased multinucleated megakaryocyte count,Increased multinucleated megakaryocyte count,HPO,HP_0031387,The presence of abnormally high numbers of multinucleated megakaryocytes in the bone marrow.|A multinucleated megakaryocyte is a cell of normal size with two or more nuclei. Binucleated micromegakaryocytes should be categorized as such rather than as multinucleated megakaryocytes since the restricted size is of more diagnostic significance than the presence of two nuclei. Multinucleated megakaryocytes are seen in small numbers in normal bone marrow aspirates but in larger numbers in some patients with MDS.
Megakaryocyte nucleus hyperlobulation,Megakaryocyte nucleus hyperlobulation,HPO,HP_0031388,"The presence of megakaryocytes in the bone marrow whose nuclei are more lobulated than expected for the size of the nucleus.|A large megakaryocyte with a hyperlobulated nucleus is a cell that is larger than average size and has more nuclear lobulation than average. Some such megakaryocytes are seen in normal bone marrows but when they are present as an increased proportion they should be commented on. Increased numbers are seen sometimes in myelodysplastic syndrome but they are more frequent in myelodysplastic/myeloproliferative neoplasms (MDS/MPN) and in MPN, particularly essential thrombocythemia."
Abnormal MHC II surface expression,Abnormal MHC II surface expression,HPO,HP_0031389,A deviation from the normal level of major histocompatibility complex class II molecules expressed at the cell surface.
Reduced MHC II surface expression,Reduced MHC II surface expression,HPO,HP_0031390,A reduction from the normal level of major histocompatibility complex class II molecules expressed at the cell surface.
Elevated MHC II surface expression,Elevated MHC II surface expression,HPO,HP_0031391,An increase above the normal level of major histocompatibility complex class II molecules expressed at the cell surface.
Abnormal proportion of CD4 T cells,Abnormal proportion of CD4 T cells,HPO,HP_0031392,Any abnormality in the proportion of CD4 T cells relative to the total number of T cells.
Abnormal proportion of CD8 T cells,Abnormal proportion of CD8 T cells,HPO,HP_0031393,Any abnormality in the proportion of CD8 T cells relative to the total number of T cells.
Abnormal CD4:CD8 ratio,Abnormal CD4:CD8 ratio,HPO,HP_0031394,Any abnormality in the relative amount of CD4+ and CD8+ T lymphocytes.
Abnormal proportion of naive T cells,Abnormal proportion of naive T cells,HPO,HP_0031396,"Any abnormality in the proportion of naive T cells relative to the total number of T cells.|Following the development of T cells in the thymus, they enter the blood stream and recirculate between the blood and peripheral lymphatic tissues. Mature recirculating T cells that have not yet encountered their specific antigen are known as naive T cells. Mature T cell not yet exposed to antigen with the phenotype CCR7-positive, CD45RA-positive, and CD127-positive. This cell type is also described as being CD25-negative, CD62L-high and CD44-low. Human mature CD4+ T cells are functionally heterogeneous and can be divided into naive and memory/effector populations based on the expression of cell surface markers. Although the most significant differences between these two populations are functional, the leukocyte common Ag (CD45) was promoted as a potential marker of memory T cells. CD45 Ag may be found in various isoforms depending on alternative splicing of three extracellularly expressed exons. The expression of the highest molecular weight isoform, referred to as CD45RA, defines the population of CD4+ unprimed lymphocytes. Activation of naive lymphocytes through TCR engagement is followed by loss of CD45RA Ag and transition to the expression of the smallest molecular weight isoform CD45RO. These primed cells express high levels of activation Ags, acquire effector functions, and need less costimuli requirements for further activation."
Reduced proportion of naive T cells,Reduced proportion of naive T cells,HPO,HP_0031397,An abnormally decreased proportion of naive T cells relative to the total number of T cells.
Elevated proportion of naive T cells,Elevated proportion of naive T cells,HPO,HP_0031398,An abnormally increased proportion of naive T cells relative to the total number of T cells.
Abnormal proportion of double-negative alpha-beta regulatory T cell,Abnormal proportion of double-negative alpha-beta regulatory T cell,HPO,HP_0031399,"An abnormal proportion of CD4-negative, CD8-negative (double negative or DN) alpha-beta regulatory T cells (Tregs) as compared to total number of T cells.|T lymphocytes bearing the alpha-beta T cell receptor (TCR) but lacking CD4, CD8, and markers of natural killer (NK) cell differentiation, i.e.,  TCR(+)CD3(+)CD4(-)CD8(-), are known as double-negative (DN) T cells and are defined by their capability of inhibiting immune responses via directly killing effector T cells in an antigen specific fashion. Furthermore, DN Treg cells have been shown to develop regulatory activity after encountering specific antigens, partially mediated by the acquisition of MHC-peptide complexes from antigen presenting cells (APCs)."
"Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells","Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells",HPO,HP_0031401,"An abnormally decreased proportion of CD4-negative, CD8-negative (double negative or DN) alpha-beta regulatory T cells (Tregs) as compared to total number of T cells."
Reduced antigen-specific T cell proliferation,Reduced antigen-specific T cell proliferation,HPO,HP_0031402,Impaired proliferation and expansion of a T cell population following activation by an antigenic stimulus.
Impaired pathogen-specific CD8 cytoxicity,Impaired pathogen-specific CD8 cytoxicity,HPO,HP_0031403,Impaired response of CD8 T cells to pathogens. CD8 T cells direct the killing of a target cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors.
Impaired antigen-specific response,Impaired antigen-specific response,HPO,HP_0031404,"An impaired immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."
Poroma,Poroma,HPO,HP_0031405,"A benign, well circumscribed sweat gland neoplasm with eccrine or apocrine differentiation. It usually presents as a solitary, dome-shaped papule, nodule, or plaque on acral sites. It is characterized by a proliferation of uniform basaloid cells in the dermis and it is associated with the presence of focal ductal and cystic structures [NCIT:C27273]."
Abnormal cytokine signaling,Abnormal cytokine signaling,HPO,HP_0031406,"Any abnormality in the series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription."
Impaired cytokine signaling,Impaired cytokine signaling,HPO,HP_0031407,"A defect or impairment in the series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription."
Increased proportion of CD25+ mast cells,Increased proportion of CD25+ mast cells,HPO,HP_0031408,"An increased proportion of mast cells are positive for the cell surface marker CD25 (also called interleukin-2 receptor alpha chain).|Mast cells do not normally express CD25, but neoplastic mast cells may be CD25-positive."
Abnormal lymphocyte physiology,Abnormal lymphocyte physiology,HPO,HP_0031409,Any anomaly of lymphocyte function.
Abnormal distribution of CD56 bright/dim natural killer cells,Abnormal distribution of CD56 bright/dim natural killer cells,HPO,HP_0031410,"An abnormal distribution in the number of CD56 bright NK cells, as measured by flow cytometry. CD56, an adhesion molecule mediating homotypic adhesion, is used as a functional marker for NK cells.|The cytotoxic activity of CD56 dim NK cells is significantly higher than that of CD56 bright cells (the CD56bright CD16 population being the less cytotoxic) and they contain much more perforin, granzymes and cytolytic granules."
Abnormal chromosome morphology,Abnormal chromosome morphology,HPO,HP_0031411,"Any structural anomaly of a chromosome, which is a thread like molecule consisting of DNA and proteins (chromatin) that contains DNA sequences for genes and other genetic elements in linear order."
Abnormal telomere morphology,Abnormal telomere morphology,HPO,HP_0031412,
Short telomere length,Short telomere length,HPO,HP_0031413,"An abnormal reduction in telomere length. Telomeres are non-coding, repetitive sequences of DNA at the ends of the chromosomes of eukaryotic cells which become shorter as cells divide, and when telomere attrition reaches its limit, cell proliferation arrest, senescence, and apoptosis can occur.|Telomeres are made of repeating TTAGGG/AATCCC units. The overall length of the telomere is over 10 kb at birth and progressively declines with age."
High serum calcifediol,High serum calcifediol,HPO,HP_0031414,An increased concentration of calcifediol in the blood. Calcifediol is also known as 25-hydroxycholecalciferol or 25-Hydroxyvitamin D3.
High serum calcitriol,High serum calcitriol,HPO,HP_0031415,"An increased concentration of calcitriol in the blood. Calcitriol is also known as 1,25-dihydroxycholecalciferol or 1,25-dihydroxyvitamin D3."
Abnormal nasal mucus secretion,Abnormal nasal mucus secretion,HPO,HP_0031416,"Any deviation from the normal quantity of secretion of nasal mucus, a thick viscous liquid produced by the mucous membranes of the nose."
Rhinorrhea,Rhinorrhea,HPO,HP_0031417,Increased discharge of mucus from the nose.
Increased body mass index,Increased body mass index,HPO,HP_0031418,"Abnormally increased weight-to-height squared ratio, calculated by dividing the individual's weight in kilograms by the square of the individual's height in meters and used as an indicator of overweight compared to averages."
Reduced sex -hormone binding protein level,Reduced sex -hormone binding protein level,HPO,HP_0031419,A decreased concentration of sex-hormone binding protein in the circulation.|Sex hormone binding globulin (NCBI Gene 6462) is also known as  sex hormone binding protein and androgen binding protein.
Small yellow foveal lesion with surrounding gray zone,Small yellow foveal lesion with surrounding gray zone,HPO,HP_0031420,"A lesion that is observed following light damage to the macula. Damage to the retinal by exposure to intense visible light, usually the sun. Intense light exposure such as staring at the sun causes fine structural anomalies in the outer segments of the photoreceptors and the retinal pigment epithelium (RPE) cells of the macula. Symptoms usually develop within 1 to 4 h after exposure and include decreased vision, metamorphopsia, micropsia, and central or paracentral scotomas. Fundus examination typically shows a small yellow spot with a surrounding gray zone in the foveolar or parafoveolar area. Spontaneous evolution leads to the improvement of visual acuity."
Small superior frontal cortex,Small superior frontal cortex,HPO,HP_0031421,Reduced size of the superior frontal portion of the cerebral cortex.
Abnormal morphology of the cerebellar cortex,Abnormal morphology of the cerebellar cortex,HPO,HP_0031422,Any structural anomaly of the cortex of the cerebellum.
Small cerebellar cortex,Small cerebellar cortex,HPO,HP_0031423,Reduced size of the cerebellar cortex.
Abnormal circulating beta-C-terminal telopeptide level,Abnormal circulating beta-C-terminal telopeptide level,HPO,HP_0031424,"A deviation from the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation, a marker of the rate of bone turnover."
Increased circulating beta-C-terminal telopeptide level,Increased circulating beta-C-terminal telopeptide level,HPO,HP_0031425,A abnormal elevation above the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation.
Decreased circulating beta-C-terminal telopeptide level,Decreased circulating beta-C-terminal telopeptide level,HPO,HP_0031426,A reduction from the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation.
Abnormal circulating osteocalcin level,Abnormal circulating osteocalcin level,HPO,HP_0031427,"A deviation from the normal concentration of osteocalcin in the blood circulation.|Osteocalcin, also known as bone gamma-carboxyglutamic acid (Gla) protein (BGP), is the most abundant noncollagenous protein of bone matrix. It is released by osteoblasts during bone formation and binds with the mineralized bone matrix. Osteocalcin has an endocrine function, regulating glucose and lipid homeostasis."
Increased circulating osteocalcin level,Increased circulating osteocalcin level,HPO,HP_0031428,An elevated level of osteocalcin in the blood.
Decreased circulating osteocalcin level,Decreased circulating osteocalcin level,HPO,HP_0031429,A reduced level of osteocalcin in the blood.
Oligoclonal T cell expansion,Oligoclonal T cell expansion,HPO,HP_0031430,The presence of a population of T cells with a restricted T cell receptor (TCR) repertoire derived from a limited number of TCR clones.
Persistent repetition of words,Persistent repetition of words,HPO,HP_0031431,"Repetitive use of words, phrases, intonation, or sounds of speech, often of the speech of others."
Persistent repetition of actions,Persistent repetition of actions,HPO,HP_0031432,Repeated and inappropriate mechanical repetition of actions.
Alexithymia,Alexithymia,HPO,HP_0031433,A deficit in emotional awareness characterized by difficulties in recognizing and expressing feelings and emotions manifested as a limited ability to respond to facial clues or other signs of emotions in others often accompanied by detached connections to others.
Abnormal speech prosody,Abnormal speech prosody,HPO,HP_0031434,"An anomaly of the expressive patterns of speech that involve intonation, stress pattern, loudness variations, pausing, articulatory force, and rhythm."
Monotonic speech,Monotonic speech,HPO,HP_0031435,A speech pattern characterized by abnormally reduced or lacking variability of the pitch of the voice.
Increased pitch variability of speech,Increased pitch variability of speech,HPO,HP_0031436,A speech pattern characterized by abnormally elevated variability of the pitch of the voice.
Pregnancy exposure,Pregnancy exposure,HPO,HP_0031437,"Exposure of pregnant women to toxins from any source, such as environmental toxins or chemicals, that may potentially cause problems such as miscarriage, preterm delivery, low birth weight, and, in some cases, developmental delays in infants."
Abnormal sex hormone-binding globulin level,Abnormal sex hormone-binding globulin level,HPO,HP_0031438,"A deviation from the normal concentration in the circulation of sex hormone-binding globulin, a circulating glycoprotein that transports testosterone and other steroids in the blood.|Sex hormone-binding globulin (SHBG, Gene ID: 6462) binds the three sex hormones estrogen, dihydrotestosterone (DHT), and testosterone. Reduction in the level of SHBG can result in an increased level of free (unbound, and therefore active) sex hormones."
Abnormal angiostatin level,Abnormal angiostatin level,HPO,HP_0031439,"A deviation from the normal concentration in the circulation of angiostatin, an endogenous angiogenesis inhibitor, which blocks the growth of new blood vessels.|Angiostatin is an internal fragment of plasminogen that specifically inhibits endothelial cell proliferation and migration, and by promoting endothelial apoptosis."
obsolete Abnormal tricuspid valve morphology,obsolete Abnormal tricuspid valve morphology,HPO,HP_0031440,
Abnormal tricuspid valve annulus morphology,Abnormal tricuspid valve annulus morphology,HPO,HP_0031441,Any structural anomaly of the annulus of the tricuspid valve. The annulus is a ring composed of fibrous and myocardial tissue and is the structure onto which the cusps of the valve attach.
Abnormal tricuspid chordae tendinae morphology,Abnormal tricuspid chordae tendinae morphology,HPO,HP_0031442,Any structural anomaly of the chordae tendinae of the tricuspid valve. The chordae tendineae connect the papillary muscles to the tricuspid valve.
Abnormal tricuspid valve leaflet morphology,Abnormal tricuspid valve leaflet morphology,HPO,HP_0031443,Any structural anomaly of the leaflets (also known as cusps) of the tricuspid valve.
Dilatation of the tricuspid annulus,Dilatation of the tricuspid annulus,HPO,HP_0031444,An increase in the diameter of the ring (annulus) of the tricuspid valve.
Oral mucosa nodule,Oral mucosa nodule,HPO,HP_0031445,"A palpable, solid lesion greater than 5mm in diameter. that is located in the mucosa of the mouth."
Erosion of oral mucosa,Erosion of oral mucosa,HPO,HP_0031446,Loss of the superficial layer of the oral mucosa usually resulting in a shallow or crusted lesion.
Penile freckling,Penile freckling,HPO,HP_0031447,Multiple pigmented macules located on the skin of the penis.
Herpetiform vesicles,Herpetiform vesicles,HPO,HP_0031448,Multiple vesicles distributed in multiple distinct groups consisting of multiple adjacent vesicles.
Perineal hemangioma,Perineal hemangioma,HPO,HP_0031449,"Hemangioma, a benign tumor of the vascular endothelial cells, located in the perineal region, i.e., the region between the anus and the genitals."
Polycyclic,Polycyclic,HPO,HP_0031450,"A distribution of skin lesions resembling multiple merged circles. For instance, this can be seen with multiple urticarial wheals as the individual, circular wheals resolve and merge."
Lower extremity subcutanous fat hypertrophy,Lower extremity subcutanous fat hypertrophy,HPO,HP_0031451,An abnormal increase in the amount of subcutaneous fat in the legs.
Lichenoid skin lesion,Lichenoid skin lesion,HPO,HP_0031452,"Mutliple skin lesions resembling those characteristic of the disease lichen planus. These lesions are violaceous (reddish-purple), shiny, isolated, flat-topped papules and plaques."
Oral lichenoid lesion,Oral lichenoid lesion,HPO,HP_0031453,"Mutliple lesions of the oral mucosa resembling those characteristic of the disease lichen planus. These are symmetric reticular lesions that resemble a white, lacelike network, as well as by papules, plaques, erythematous lesions, and erosions."
Apocrine hidrocystoma,Apocrine hidrocystoma,HPO,HP_0031454,A cystic lesions that forms a benign tumor of an apocrine sweat gland.
Presacral ganglioneuroma,Presacral ganglioneuroma,HPO,HP_0031455,A gangioleneuroma originating from sympathetic ganglion cells in the abdomen.
Ectopic pregnancy,Ectopic pregnancy,HPO,HP_0031456,A pregnancy in which the fertilized egg inserts in a location outside of the main cavity of the uterus (usually in the Fallopian tube).
Pulmonary opacity,Pulmonary opacity,HPO,HP_0031457,"Any lesion observed on an imaging study of the lung that is associated with increased density (usually showing as increased whiteness in the image).|Increased pulmonary opacity is caused by a decrease in the ratio of gas to soft tissue (blood, lung parenchyma and stroma) in the lung."
Adenoiditis,Adenoiditis,HPO,HP_0031458,An inflammation of the adenoid tissue.|Adenoiditis is usually caused by an infection.
Soft tissue neoplasm,Soft tissue neoplasm,HPO,HP_0031459,"A tumor (abnormal growth of tissue) that arises from the soft tissue. The most common types are lipomatous (fatty), vascular, smooth muscle, fibrous, and fibrohistiocytic neoplasms."
Benign muscle neoplasm,Benign muscle neoplasm,HPO,HP_0031460,"A benign mesenchymal neoplasm arising from smooth, skeletal, or cardiac muscle tissue [NCIT:C4882]."
Intramuscular Myxoma,Intramuscular Myxoma,HPO,HP_0031461,"A benign tumor that is usually solitary, painless, palpable mass that is firm in consistency and slightly movable and often fluctuant. It can occur in any location, but tends to involve the muscles of the thighs, buttocks, and shoulders. On microscopic examination, there is abundant mucoid material and relative hypo cellularity and loose reticulin fibers. Vascular structures are sparse. The cells have a stellate shape with small hyper chromatic pyknotic nuclei and scanty cytoplasm. Some myxomas may show focal areas of hyper cellularity. However absence of nuclear atypia, mitotic figures or necrosis helps to rule out malignancy."
Musculotendinous retraction,Musculotendinous retraction,HPO,HP_0031462,Abnormal reduction in length of a tendon which tends to pull (retract) the attached muscle tissue with shortening of the muscle fibers often accompanied by atrophy and fatty degeneration of the affected muscle tissue.
Esophageal squamous papilloma,Esophageal squamous papilloma,HPO,HP_0031463,"A rare benign epithelial tumor that is usually asymptomatic but can present with pyrosis and epigastric discomfort with or without dysphagia. Histopathologically, esophageal squamous papilloma has fingerlike projections lined with acanthotic stratified squamous epithelium with conservation of normal cellular with or without cellular atypia."
Genital blistering,Genital blistering,HPO,HP_0031464,"The presence of one or more bullae on the skin of the genital region, defined as fluid-filled blisters more than 5 mm in diameter with thin walls."
Abnormal vasa vasorum morphology,Abnormal vasa vasorum morphology,HPO,HP_0031465,"A structural anomaly of vasa vasorum, which are defined as small blood vessels that supply or drain the walls of larger arteries and veins, delivering nutrients and oxygen as well as removing systemic waste products."
Impairment in personality functioning,Impairment in personality functioning,HPO,HP_0031466,"A maladaptive personality trait characterized by moderate or greater impairment in personality (self /interpersonal) functioning.|The emergence of the self in childhood and adolescence is based on experience and perception, which then becomes organized into identity, which organizes further experience and perception. Identity is related to the individual's selfsameness and continuity in time."
Negative affectivity,Negative affectivity,HPO,HP_0031467,"A stable tendency to experience negative emotions, i.e., a disposition to experience aversive emotional states."
