providerIdentifier,organisation,hasSubmittedData
00q8h6763,Pierre-Gilles de Gennes Institute,False
05cg4nt71,Tour du Valat,False
03jqm0b89,Centre André-Chastel,False
05rq3rb55,Imagine Institute for Genetic Diseases,False
04wsmmg28,Institut pour la Recherche sur la Moelle Epinière et l’Encéphale,True
045f7pv37,Institut Français de Bioinformatique,False
05d5m2r55,Institut des Hautes Études Scientifiques,True
05neq8668,Institute for Intelligent Systems and Robotics,True
04nmj9827,Institut Européen des Membranes,False
03qgg4v31,Le Studium,True
04dbzz632,Institut Néel,False
028pmgd25,Institute for Advanced Technology in life science,False
0111s2360,Research Centre on Animal Cognition,True
02chvqy57,Laboratoire d’Études en Géophysique et Océanographie Spatiales,True
003jnac13,Laboratoire de Génie Chimique,True
05k0qmv73,Géosciences Environnement Toulouse,False
03a9gd656,Institut des Molécules et Matériaux du Mans,False
02aqr8687,Laboratoire de Biologie Cellulaire et Moléculaire du Contrôle de la Prolifération,True
05hm2ja81,Research Institute in Astrophysics and Planetology,True
027rbaq21,Laboratoire Écologie Fonctionnelle et Environnement,False
04rrj3a80,Laboratoire de Microbiologie et Génétique Moléculaires,False
03p7xrr08,Pharmacochimie et Pharmacologie pour le Développement,False
02xh23b55,Laboratory Evolution and Biological Diversity,True
04fhrs205,Brain and Cognition Research Center,False
05d6wfd23,Station d’Écologie Théorique et Expérimentale,True
047z5as19,Laboratoire de Recherche en Sciences Végétales,False
04dtfqt68,Institut Supérieur de Mécanique de Paris,True
0014xh077,Centre d’histoire des sociétés Médiévales et Modernes,False
007z4h433,"Centre lyonnais d'Histoire du droit et de la pensée politique",False
01k6ebg12,Institut de recherches philosophiques de Lyon,False
02wgtm643,"Centre de Recherche en Archéologie, Archéosciences, Histoire",False
01k9kg969,Arts: pratiques et poétiques,False
02tznxc41,"Groupe d'Etudes et de Recherche Interdisciplinaire en Information et Communication",False
04vne9k06,MARGE,True
00pmdbw58,Equipe de recherche Louis Josserand,True
02hkbys70,Lille University Management,True
0393cer54,Centre de Recherches sur le Droit Public,True
044xe8e90,"Psychologie : Interactions, Temps, Emotions, Cognition",True
047y28a09,Centre de Recherche Droits et Perspectives du droit,True
03237mt20,Espaces et Sociétés,False
04nsbpw26,Centre de recherche en droit et management des services de santé,False
05rmjk207,Tempora,False
018n13n96,Histoire et critique des arts,True
01dyfj824,Laboratoire Interdisciplinaire de Recherche en Innovations Sociétales,False
02gj7dq89,Centre de droit international de Nanterre,False
045q3tp69,Centre d’études des langues et littératures anciennes et modernes,False
003412r28,Cancer Research Center of Toulouse,False
02fv42846,Laboratoire de Chimie des Processus Biologiques,False
051f3f740,Écologie et Biologie des Interactions,False
05wsx4f18,Supergrid Institute,True
00kk89y84,"Écologie, Systématique et Évolution",False
00dmms154,Centre de Recherche des Cordeliers,False
001695n52,Neurodegeneratives Diseases Institute,False
00991e274,Différenciation et Communication Neuronale et Neuroendocrine,False
05jw85995,CNRT Matériaux,False
002yg6s88,Population and Development Center,False
02d19mr69,Centre de Recherches sur la Pensée Antique,False
05xxb2f26,"Genetics, Functional Genomics and Biotechnology",False
03y8mpv07,"Centre de Recherche sur l'Hétéro-Epitaxie et ses Applications",False
01qfab443,Institut Jean Nicod,True
04z5hhb71,Institut des Corps Gras,False
000nhq538,Institut Necker Enfants Malades,False
04n7js917,Research Institute and Applied Ethology in Semiochemistry,False
032q47002,Centre Pour La Recherche Economique et ses Applications,True
03p9npm64,Institut Francilien de Recherche sur les Atomes Froids,True
034nb0f30,Digestive Health Research Institute,True
01225hq90,"Centre d'Études Spatiales de la Biosphère",True
01mwvah42,Cancéropôle PACA,False
04jb47e97,Centre de recherches sociologiques et politiques de Paris,False
04jnmn720,Centre d’études et de Recherches sur l’espace Germanophone,False
056swcy54,"Laboratoire d'ethnologie et de sociologie comparative",True
03x6a1n79,Modèles Dynamiques Corpus,False
01dqmj897,Laboratoire Architecture Ville Urbanisme Environnement,False
03jdg7625,Institut des Sciences Sociales du Politique,False
02j4j8p35,EconomiX,False
04fm0sh33,Laboratoire de Planétologie et Géosciences,True
042h2y225,Institut de Mathématiques de Marseille,False
01kxesq83,Laboratoire de Physique Subatomique et des Technologies Associées,True
029nkcm90,Paris Observatory,False
01y7vt929,France-BioImaging,False
02w0vb190,"Observatoire des Sciences de l'Univers Nantes Atlantique",True
03tdef037,Systèmes de Référence Temps-Espace,True
00yq35p59,"Centre d'histoire et d'anthropologie du droit",True
04vr07e24,Centre de droit pénal et de criminologie,False
002v40q27,Institut des Neurosciences Paris-Saclay,True
00j50jx72,Laboratoire des 2 Infinis Toulouse,False
00rydyx93,Institut des Sciences Biologiques,False
00rawf147,"Maison des Sciences de l'Homme",True
03f4xj038,Laboratoire Dynamique de la Biodiversité,True
003ckn545,"Laboratoire d'Économie Mathématique et de Microéconomie Appliquée",False
029rmm934,Laboratoire Léon Brillouin,False
00vn0zc62,Géosciences Rennes,True
04mzqjs78,Biogéosciences,False
05dm3m993,"Protéomique, Réponse Inflammatoire et Spectrométrie de Masse",True
03ya3d516,Unité de Taphonomie Médico-Légale,False
00adwkx90,Institut des Sciences Chimiques de Rennes,False
03zb6nw87,"Nutrition, métabolismes et cancer",False
005w2mm89,"Laboratoire d'études de genre et de sexualité",False
031y0x195,Bacterial Regulatory RNAs & Medicine,False
006vqpx82,Laboratoire de Virologie - Pathogenèse virale,False
02wmc6m46,"Institut d'Histoire des Représentations et des Idées dans les Modernités",False
04cm4mp98,"Laboratoire interdisciplinaire en neurosciences, physiologie et psychologie",True
05vrs3189,"Centre de Recherche en Informatique, Signal et Automatique de Lille",False
04p94ax69,Lille Neurosciences & Cognition,True
05xrx2377,Laboratoire Parisien de Psychologie Sociale,False
00mkad321,Agroecology,False
00gd2w119,"Centre d'études Européennes de Sciences Po",True
03aef3108,Centre de données socio-politiques de Sciences Po,False
057er4c39,Laboratoire Traitement et Communication de l’Information,True
05fe7ax82,Sciences Po,True
045qk7v62,"Centre d'études et de recherches internationales de Sciences Po",False
003y0kg83,Centre de Gestion Scientifique,False
0228cyp78,"Institut de Médecine et d'Epidémiologie Africaines",False
03vx94b97,Cancéropôle Grand Ouest,True
043xjcd49,Institute of Labour Economics and Industrial Sociology,False
03fd77x13,Institut National de Physique Nucléaire et de Physique des Particules,False
05k9skc85,Pasteur Institute of Lille,True
01yvj5k91,Direction de la Recherche Fondamentale,True
01ja5aj48,"Histoire, Archéologie et Littérature des Mondes Anciens",False
0111a5077,Toxalim Research Centre in Food Toxicology,False
053ppfe96,Systèmes avancés de délivrance de principes actifs,True
05n2c8735,European Genomic Institute for Diabetes,False
013z99a51,AERIS/ICARE Data and Services Center,False
0086epd30,Médicaments et Molécules pour Agir sur les Systèmes Vivants,True
05fjffm04,Laboratoire de Physiologie Cellulaire,False
032v67m28,UMR Transfrontalière BioEcoAgro,False
040smqw14,Institut Clément Ader,True
022scmy89,Sciences Po Toulouse,True
00whhby07,Centre Henri Becquerel,False
042dc0x18,GANIL,False
01rtzw447,Laboratoire de Chimie de Coordination,False
00g32ep81,"Centre d'Histoire Judiciaire",False
04f5rw142,"Laboratoire de Mécanique, Multiphysique, Multiéchelle",False
010nk4c68,"Institut de Recherche sur les Composants logiciels et matériels pour l'Information et la Communication Avancée",True
00tt79z10,Unité de Mécanique de Lille - Joseph Boussinesq,True
05mmjvv12,Institut de Recherche Interdisciplinaire en Sciences Sociales,False
03s0gj002,Centre de Recherche en Mathématiques de la Décision,False
01mzxgm71,Dauphine Recherches en Management,True
026exgg05,Laboratoire d’Economie de Dauphine,False
03pnp1a74,Lamsade,False
04dtfqt68,Institut Supérieur de Mécanique de Paris,False
0014xh077,Centre d’histoire des sociétés Médiévales et Modernes,False
007z4h433,"Centre lyonnais d'Histoire du droit et de la pensée politique",True
01k6ebg12,Institut de recherches philosophiques de Lyon,False
02wgtm643,"Centre de Recherche en Archéologie, Archéosciences, Histoire",False
01k9kg969,Arts: pratiques et poétiques,False
0455vgw31,"IMPact de l'Environnement Chimique sur la Santé humaine",True
059z28h12,Centre de recherches et d’études sur les droits fondamentaux,False
03rvrjk28,Facteurs de risque et déterminants moléculaires des maladies liées au vieillissement,True
03qy9z186,Institute for Translational Research in Inflammation,False
022b0h879,Institut de Physique de Rennes,False
00hz02a80,Marrow Adiposity & Bone Lab,False
003n95695,LabexMER,True
04pfr1b11,European Institute for Marine Studies,False
059ynac98,Centre Atlantique de Philosophie,False
0274dq154,Centre de droit des affaires,True
00cjjmc56,Modélisation aléatoire de Paris Nanterre,False
049dk3691,Marine Biodiversity Exploitation and Conservation,False
0038zss60,European Marine Biological Resource Centre,False
01dta2x54,Etudes romanes,False
04patj340,Laboratoire Ethologie Cognition Développement,True
044jxhp58,Ifremer,False
030ewzw66,Western Institute of Law and Europe,True
028gnmj13,Littérature et poétique comparées,False
05h929866,"Laboratoire des Sciences de l'Environnement Marin",False
05nn1k450,Institut du droit public et de la science politique,False
05r4re112,"Centre d’Etudes des Langues, Territoires et Identités Culturelles – Bretagne et Langues Minoritaires",True
04fke6556,Recherches en Psychopathologie et Psychanalyse,False
044dq8y48,Centre de recherches éducation et formation,True
0339jw085,"Équipe de Recherche Interlangue : Mémoires, Identités, Territoires",True
00psw8792,"Centre de recherche sur l’éducation, les apprentissages et la didactique",False
00ksv6230,Centre des Sciences des Littératures en langue Française,True
045jdy577,"Centre d'Etudes Linguistiques",False
02c2ytc79,Centre de Recherches Pluridisciplinaires Multilingues,False
00jsgkx16,Lille School of Management Research Center,False
03k9wer31,"PhysicoChimie des Processus de Combustion et de l'Atmosphère",False
00drkdp66,"Pratiques et Théories de l'art contemporain",False
05sat2s07,"Littoral, Environnement, Télédétection, Géomatique",False
051sjmb83,Centre de Recherche Magellan,False
05mnstq10,"Institut d'Etudes Transtextuelles et Transculturelles",False
01pxcyx49,"Pôle de Recherche Francophonies, Interculturel, Communication, Sociolinguistique",False
00qr1pe22,Centre de Recherches Anglophones,False
00m4rxj18,"Arènes: politique, santé publique, environnement, médias",False
0227md814,Equipe de droit public de Lyon,False
02gn4cf81,Linguistique Ingénierie et Didactique des Langues,True
05q5m4q74,Analyses Littéraires et Histoire de la Langue,True
0409gk363,"LACTH - Laboratoire d'Architecture Conception Territoire Histoire Matérialité",False
04jqdyp62,"Équipe de droit international, européen et comparé",False
05wrsh961,"Dispositifs d'information et de communication à l'ère du numérique - Paris Ile-de-france",True
02fke9256,Laboratoire de Mécanique et Génie Civil,False
041w2m342,"Clinique, psychanalyse, développement",False
04andmq85,Institut National de Recherches Archéologiques Préventives,False
04gg6ne93,"Génétique Physiologie et Systèmes d'Elevage",False
03rkgeb39,Génétique Animale et Biologie Intégrative,True
0247p4w70,"Service de Physique de l'État Condensé",True
00abqs885,Centre d’Etudes et de Recherches de Sciences Administratives et Politiques,True
015x8rz21,Irradiated Solids Laboratory,False
05dpfhh73,Interactions Cellulaires et Physiopathologie Hépathique,False
04dy97z61,"Lasers, Intercations and Dynamics Laboratory",True
02mgw3155,Cancer Research Center of Lyon,False
00rydyx93,Institut des Sciences Biologiques,False
00rawf147,"Maison des Sciences de l'Homme",False
03f4xj038,Laboratoire Dynamique de la Biodiversité,True
003ckn545,"Laboratoire d'Économie Mathématique et de Microéconomie Appliquée",False
029rmm934,Laboratoire Léon Brillouin,False
04pfm5x27,"Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés",True
00xc55v17,Génomique Métabolique du Genoscope,True
02s56xp85,Institute of Ecology and Environmental Sciences Paris,True
03azy3k91,Maison des Sciences de l’Homme et de la Société de Toulouse,False
02fsd1928,Centre scientifique et technique du bâtiment,False
02hbzmb19,"Centre d'Étude et de Recherche Travail Organisation Pouvoir",False
04bgjpg77,Laboratoire de Physique des Gaz et des Plasmas,True
029cj5595,"Laboratoire Cognition, Langues, Langage, Ergonomie",True
055gja518,"Center for Economic Research on Governance, Inequality and Conflict",False
04c3cen15,East Paris Institute of Chemistry and Materials Science,False
05tcnbj64,"Laboratoire d’Étude et de Recherche sur l’Économie, les Politiques et les Systèmes Sociaux",False
028ycv057,Centre Norbert Elias,False
02k8f5n40,Laboratoire Cognitions Humaine et Artificielle,False
046cjf283,Laboratoire Interuniversitaire des Systèmes Atmosphériques,False
04kdfz702,"Institut National des Sciences de l'Univers",False
03r0cdk24,"Institut de Recherche sur l'Architecture Antique",False
04rrzfd14,Laboratoire Modélisation et Simulation Multi-Echelle,True
04qe59j94,Mondor Institute of Biomedical Research,False
055swm364,"Laboratoire Matériaux Optiques, Photonique et Systèmes",True
017x69387,"Laboratoire d'Urbanisme",True
05fc1hn07,"Laboratoire Techniques, Territoires et Sociétés",False
0018c4h73,Institut Charles Viollette,False
02f9r3321,Vaccine Research Institute,True
02nqy7n35,"Water, Environment and Urban Systems Laboratory",True
019tcpt25,CentraleSupélec,True
02g40zn06,Institute of Psychiatry and Neuroscience of Paris,True
014vp6c30,Toulouse Mathematics Institute,True
02aswf736,Atmosphere Plant Soil Interactions,False
01ea4na26,"Centre d'Études et de Recherche en Thermique, Environnement et Systèmes",True
00v99wx36,Unité de Recherche Interdisplinaire Octogone,False
04vekey51,Institut de Linguistique Française,False
053p8kg34,André Revuz Didactics Laboratory,False
053694011,"Institut de Chirurgie Guidée par l'Image",True
041dsyz88,"Laboratoire de Recherche sur la Croissance Cellulaire, la Réparation et la Régénération Tissulaires",True
05h9gyn11,Paris Biotech Santé,False
0581g8849,Laboratoire d’Analyse et de Mathématiques Appliquées,False
04m5rvb18,Laboratoire Interdisciplinaire Solidarités Sociétés Territoires,True
04zjb4t38,Centre d’histoire sociale des mondes contemporains,False
04w07sc25,Sciences pour L’Œnologie,True
0121yvq70,European Centre for Sociology and Political Science,True
045r56524,Laboratoire Dynamiques Sociales et Recomposition des Espaces,False
02vwykf33,ISEN Méditerranée,True
04hzkx672,Nutritional Epidemiology Research Unit,False
03fte3n86,"Laboratoire d'Écophysiologie Moléculaire des Plantes sous Stress Environnementaux",True
03837fc46,Adaptateurs de Signalisation en Hématologie,True
03xg8m734,Institut de Recherche Interdisciplinaire sur les Enjeux Sociaux,True
05y76vp22,Institut de recherche mathématique de Rennes,False
033x0mt18,Tropical and Mediterranean Cropping System Functioning and Management,False
053gdvc84,Institut de Biomécanique Humaine Georges Charpak,True
04mnmrh54,Saint-Gobain Recherche Paris,True
00b80ez59,Functional Ecology and Biogeochemistry of Soils and Agrosystems,False
027afk247,Laboratoire Montpelliérain d’Economie Théorique et Appliquée,False
03c7zyj82,Sciences Po Grenoble,False
054v0s666,Laboratoire de Géographie Physique,False
05xhkkt06,Centre Technique Industriel de la Plasturgie et des Composites,False
051gvfp41,"Orient et Méditerranée, Textes, Archéologie, Histoire",False
041rsh762,INSA Hauts-de-France,False
05c9ks061,"Sciences, Philosophie, Histoire",False
0106d5c37,Centre Européen de Recherche en Economie Financière et Gestion des Entreprises,False
0000n5x09,Agropolymerpolymer Engineering and Emerging Technologies,False
008rywf59,"Centre d'Écologie Fonctionnelle et Évolutive",True
05q94pf14,Laboratoire des Symbioses Tropicales et Méditerranéennes,False
02d9dg697,School for Advanced Studies in the Social Sciences,True
0414fab98,Laboratoire d’Ethologie Expérimentale et Comparée,False
02qprbz18,Institut des Mondes Africains,True
038kxsm48,"Institute for Genetics, Environment and Plant Protection",False
02rv1bf67,"Centre de Recherche de l'Institut de Démographie de l'Université Paris 1",False
0026vdt21,Biology and Genetics of Plant-Pathogen Interactions,False
05g1zjw44,Computer Science Department,True
006shqv80,"Centre d'Économie de la Sorbonne",False
049er6k75,Centre de Recherche sur l’Action Locale,True
04wz9m339,Archéologies et Sciences de l’Antiquité,True
02a63xw04,Centre Technique Interprofessionnel des Fruits et Légumes,True
052jxdr90,Institut Photovoltaïque d’Île-de-France,False
05merjr74,Tropical and Mediterranean Animal Production Systems,True
04yavcg77,Anthropology and History of the Ancient World,False
00dy3ee97,Diplomatique,False
05mtjss49,Ecology and Ecosystem Health,True
02nnpw434,Institute for the History and Philosophy of Science and Technology,False
011xg1225,Montpellier Interdisciplinary center on Sustainable Agri-food systems: social and nutritional sciences,False
03k9z2963,Department of Mathematics and their Applications,True
03ae8w006,"Sorbonne - Identités, Relations Internationales et Civilisations de l’Europe",False
020g0rw41,"Gestion de l'Eau, Acteurs, Usages",True
018sx6595,Archéologie des Amériques,True
00mg8nf58,"Physiology, Environment, and Genetics for the Animal and Livestock Systems",True
032q95r88,Laboratory for Vascular Translational Science,True
00wx1mx58,"Maison des Sciences de l'Homme Mondes",False
0262br971,Innovation and Development in Agriculture and Food,False
05r332y60,Biochemistry and Plant Molecular Physiology,True
025vp2923,Institut Mines-Télécom,False
048nq7g61,Centre National de Création Musicale,True
04795e365,"Institut d'Histoire Moderne et Contemporaine",True
02y6fxd73,Mondes Américains,False
00pjqzf38,Centre Georges François Leclerc,True
03whgj090,Science and Technology of Milk and Eggs,True
002v3cy83,"Pôle de Recherche pour l'Organisation et la Diffusion de l'Information Géographique",False
049q30t56,Biologie et Gestion des Risques en Agriculture,True
002t9r032,International College of Territorial Sciences,False
03k4s1p46,Soil Agro and Hydrosystems Spatialization,False
01pd2sz18,"Mathématiques, Informatique et Statistique pour l'Environnement et l'Agronomie",False
021v2ka51,"Institut national supérieur de formation et de recherche pour l'éducation des jeunes handicapés et les enseignements adaptés",True
05h7ddb14,Centre de Biologie et de Gestion des Populations,False
0406m4x33,Sciences Po Aix,False
03q1qx424,"Diversity, Genomes and Insects-Microorganisms Interactions",True
018nzqy79,"Laboratoire Analyse, Géométrie et Applications",False
02cnsac56,National Institute for Demographic Studies,False
03n3yg876,Laser Physics Laboratory,False
01sc1ca25,European Institute for Health Records,False
00cwssz89,Hospice Africa France,True
01gvaa828,"Hôpital d'Enfants",True
01e2q0308,"Hôpital de l'Antiquaille",False
0534bc363,Centre Cardiologique du Nord,False
03pa87f90,Institut Claudius Regaud,False
0315s4978,Centre de Médecine Préventive,False
02mdxv534,Fondation Ophtalmologique Adolphe de Rothschild,True
01extmz43,Centre hospitalier de Rouffach,False
039h53162,Centre hospitalier de Tulle,False
02carhc19,Centre Hospitalier de Tourcoing,False
015qy8r18,Centre Hospitalier Intercommunal de Poissy,True
01k703c10,"Centre Hospitalier de l'Agglomération de Nevers",True
04deknx22,Centre Hospitalier Intercommunal de Villeneuve-Saint-Georges,False
02qt1p572,Hôpital Edouard Herriot,False
006yspz11,Hôpital Femme Mère Enfant,False
03xfq7a50,Centre Oscar Lambret,False
0165ax130,Hôpital Roger Salengro,False
01e8kn913,Hôpital Jeanne de Flandre,True
05cpv3t46,Hôpital Claude Huriez,False
01502ca60,Hospices Civils de Lyon,True
02ppyfa04,Centre Hospitalier Universitaire de Lille,True
000z46s85,Lille’s Cardiology Hospital,True
006evg656,Hôpital de la Croix-Rousse,True
0075rng13,Institut d’Hématologie et d’Oncologie Pédiatrique,False
023xgd207,Hôpital Lyon Sud,False
01sh1xg03,Hôpital Renée Sabran,False
037hby126,Établissement Français du Sang,False
05jrr4320,Hôpital de la Timone,False
02mqtne57,Hôpital Lariboisière,False
04m61mj84,Centre Hospitalier Universitaire Henri-Mondor,False
00s7v8q53,Hôpital de la Conception,False
03xzagw65,Hôpital Lapeyronie,False
03jyzk483,Beaujon Hospital,False
03evbwn87,Centre Hospitalier Régional Universitaire de Brest,True
0146pps37,Bretonneau Hospital,False
00ph8tk69,Hôpital Cochin,False
05h8pvh61,Hôpital Broussais,False
04e1w6923,"Hôpital d'Hautepierre",True
051s3e988,Hôpital Universitaire Dupuytren,True
01875pg84,Hôpital Saint-Antoine,False
04pn6vp43,Centre Hospitalier Universitaire de Saint-Étienne,True
05n7yzd13,Hôpital Paul-Brousse,True
03vw2zn10,Hôpital Saint-Vincent-de-Paul,False
05h5v3c50,Tenon Hospital,False
04wttst55,American Hospital of Paris,False
00w81q081,Hôpital Albert Calmette,False
04m6sq715,Hôpital Arnaud de Villeneuve,False
05kfvx519,Hôpital Albert Michallon,False
0511th722,Hôpital Albert-Chenevier,False
03j6rvb05,Hôpital Ambroise-Paré,False
02r29r389,Hôpital André Mignot,True
02fsxgh46,"Hôpital l'Archet",True
00yfbr841,Hôpital Armand-Trousseau,True
01m11mf96,Hôpital Broca,True
0396v4y86,Hôpital Louis Pradel,False
04v3xcy66,Hôpital Charles-Foix,False
05fkq4848,"Hôpital Civil, Strasbourg",True
02e9m1r40,Hôpital Corentin-Celton,False
05x8jna23,Hôpital de La Grave,False
04yvax419,"Centre hospitalier régional d'Orléans",False
04sx7v519,Hôtel-Dieu de Lyon,True
02cc58y38,Hôpital Debrousse,False
05ed8xr15,Centre Hospitalier Saint-Denis,False
0445ctr76,Hôpital des Diaconesses,False
009at8f10,Hôpital Laveran,False
035x96431,"Hôpital d'Instruction des Armées Bégin",False
03m8r7k33,"Hôpital d'instruction des Armées Desgenettes",False
001wpa366,HIA du Val-de-Grâce à Paris,True
044hb6b32,Hôpital des Enfants,False
039c2j878,"Hôpital d'instruction des Armées Percy",False
04wpkfc35,"Hôpital d'Instruction des Armées Sainte-Anne",False
01bchmt70,"Centre Hospitalier d'Orsay",False
04hzs7842,Centre Hospitalier Edmond Garcin,False
039c2j878,"Hôpital d'instruction des Armées Percy",False
04wpkfc35,"Hôpital d'Instruction des Armées Sainte-Anne",True
01bchmt70,"Centre Hospitalier d'Orsay",False
04hzs7842,Centre Hospitalier Edmond Garcin,True
04d45ra64,Hôpital du Hasenrain,True
0240cjw65,Polyclinique de Bordeaux-Tondu,False
02s8znz42,Centre Hospitalier de Mulhouse,False
00sqp6g97,Centre hospitalier Emile Roux,False
016vx5156,Hôpital Européen Georges-Pompidou,False
01zkyzz15,Hôpital Fernand-Widal,False
058td2q88,Hôpital Foch,True
021wsw395,Hôpital Fontmaure,False
02w35z347,Hôpital Gui de Chauliac,False
04pag4b70,Hôpital Jean-Verdier,False
011as4z76,Centre Hospitalier Jean-Rostand,True
047b6f797,"Hôpital Jeanne d'Arc",True
04ckvpk15,Hôpital Laennec,True
004nnf780,Hôpital Louis-Mourier,False
02pb9wz46,Hôpital Léon Bérard,True
054bptx32,Hôpital Maison Blanche,True
01q046q46,Hôpital Pierre Wertheimer,False
029a4pp87,Hôpital Nord,True
057vt8c33,Hôpital Paule de Viguier,False
02x581406,Hôpital Pellegrin,False
024cn3w16,Centre Hospitalier Philippe Pinel,True
02r25sw81,"l'Hôpital Pontchaillou",True
03pef0w96,Raymond Poincaré University Hospital,False
057wh9709,Centre hospitalier Robert-Ballanger,True
009kb8w74,Hôpital Rothschild,False
002cp4060,Marseille Public University Hospital System,False
021959v84,Hôpital Saint-André,False
01e4pq116,Hôpital Saint Charles,True
046bx1082,Hôpital Paris Saint-Joseph,True
0219xsk19,Hôpital Saint Joseph,False
007hzv648,Hôpital Saint Lazare,False
052w2jw50,Hôpital Saint-Jacques,True
040jhkj51,Centre Hospitalier de Saint Jean de Dieu,False
01h6hv014,Hôpital Saint-Julien,False
057v2pg43,Hôpital Saint-Michel,False
01e320272,Hôpital Saint-Philibert,True
02kxjxy06,Centre Hospitalier Sainte-Anne,False
0338wkj94,Hôpital Sainte-Marguerite,False
00th3sv06,Hôpital Salvator,False
000tm9s39,Centre Hospitalier Saint-Charles,False
04gw05r18,Centre Hospitalier Victor Dupouy,False
03d532p87,Hôpital Xavier Arnozan,False
048g78j50,Groupe Hospitalier Intercommunal Le Raincy Montfermeil,True
04c3yce28,Centre Hospitalier Le Vinatier,False
02xnj2427,Hôpital de Ville-Évrard,False
024v1ns19,Quinze-Vingts National Eye Hospital,False
058qmst67,Hôpital Saint Roch,True
05qsjq305,Centre Hospitalier Universitaire de Nice,True
041rhpw39,Centre Hospitalier Universitaire de Grenoble,False
0250ngj72,"Centre Hospitalier Universitaire d'Angers",False
0084te143,Centre Hospitalier Universitaire de Besançon,True
029s6hd13,Centre Hospitalier Universitaire de Poitiers,False
00jpq0w62,Centre Hospitalier Universitaire de Tours,False
01tc2d264,Centre Hospitalier Universitaire de Limoges,False
05jrr4320,Hôpital de la Timone,True
02mqtne57,Hôpital Lariboisière,False
04m61mj84,Centre Hospitalier Universitaire Henri-Mondor,True
00s7v8q53,Hôpital de la Conception,True
03xzagw65,Hôpital Lapeyronie,False
03jyzk483,Beaujon Hospital,True
03evbwn87,Centre Hospitalier Régional Universitaire de Brest,True
0146pps37,Bretonneau Hospital,False
00ph8tk69,Hôpital Cochin,True
05h8pvh61,Hôpital Broussais,True
04cdk4t75,Centre Hospitalier Universitaire de Rouen,False
010567a58,Centre Hospitalier Universitaire Amiens-Picardie,True
01jbb3w63,Centre Hospitalier Universitaire de Reims,True
00mthsf17,University Hospital of Montpellier,True
01663mv64,Centre hospitalier Bretagne Atlantique,False
03fv6f056,"Centre Hospitalier d'Arras",False
02zqg7m89,Centre Hospitalier de Béthune,False
02vm0aw48,Centre Hospitalier de Troyes,False
02qykes20,Centre Hospitalier de Valence,False
01sqy6j62,Centre Hospitalier Intercommunal André Grégoire Montreuil,True
01wpjrj73,Centre Hospitalier de Niort,False
05c815e48,Centre Hospitalier Intercommunal de Fréjus Saint-Raphaël,False
05y9zzm67,Henri Gastaut Hospital,False
00x0e3e82,Institut Régional de Médecine Physique et de Réadaptation,True
01t8vn565,"Clinique de l'Yvette",False
03eqc1p67,Clinique de la Défense,False
048g78j50,Groupe Hospitalier Intercommunal Le Raincy Montfermeil,False
04c3yce28,Centre Hospitalier Le Vinatier,True
02xnj2427,Hôpital de Ville-Évrard,True
01sc1ca25,European Institute for Health Records,False
00cwssz89,Hospice Africa France,True
01663mv64,Centre hospitalier Bretagne Atlantique,False
03fv6f056,"Centre Hospitalier d'Arras",False
02zqg7m89,Centre Hospitalier de Béthune,False
02vm0aw48,Centre Hospitalier de Troyes,False
02qykes20,Centre Hospitalier de Valence,True
01sqy6j62,Centre Hospitalier Intercommunal André Grégoire Montreuil,False
01wpjrj73,Centre Hospitalier de Niort,True
05c815e48,Centre Hospitalier Intercommunal de Fréjus Saint-Raphaël,False
05jm9mh74,Centre Hospitalier René-Dubos,True
05tk74w54,Fédération Hospitalière de France,False
004dan487,Centre Hospitalier Universitaire de La Réunion,True
03731ze76,Nouvelles Cliniques Nantaises,False
04bjfzn83,"Centre Hospitalier d'Albi",True
02mp59d98,Centre Hospitalier de Gonesse,True
03er61e50,Clinique Pasteur,False
056b4pm25,Hôpital Pasteur,False
02bf3a828,Hôpital Cardiologique du Haut-Lévêque,True
01fbc7819,Centre Hospitalier de Lens,False
01f01fm15,NephroCare Tassin-Charcot,False
005v44f98,"Centre d'Échographie de la Femme et du Fœtus",False
05epqd940,Centre Hospitalier Départemental Vendée,False
0498rx510,Clinique Les Fontaines,True
05sbk8w28,Clinique Jules Verne,False
03edm8e08,Centre Azuréen de Cancérologie,False
059fmxd48,Clinique Mutualiste Chirurgicale,False
00jtq6z81,Hopitaux Civils de Colmar,False
03r6kns77,Centre Hospitalier de Rochefort,True
02y92d036,Centre Hospitalier du Rouvray,True
02qxa1v47,Centre Hospitalier Esquirol de Limoges,True
03befa582,Centre Hospitalier Gabriel-Martin,True
03ytpa045,Centre Hospitalier Henri Laborit,True
01hhs1p93,Saint Laurent Polyclinique,True
00x72gm71,Maternité Port Royal,False
00b66ah84,Centre Hospitalier de Redon,True
01egnsq83,Centre Hospitalier de Saint-Brieuc,False
02byms354,Centre Hospitalier privé Saint Grégoire,False
02bykxq63,Centre Hospitalier de Saint-Malo,True
00vhctc31,Centre Hospitalier de Vitré,True
03nwwb023,Centre Médico Chirurgical de Tronquières,False
0560m4761,"Institut de Prise en Charge de l'Obésité en Alsace",False
04fyf9d79,Laboratoire Saint Martin,False
05v7gs072,Nextep,False
00rd9tc64,Laboratoire Dr Renaud,True
04f350r05,Phagogène,False
028p0gk46,Private Hospital Of The Peupliers,False
059qzhk26,Hôpital La Porte Verte,True
